0000000,0000681,0000100,0001006,0006191,0007584,0014738,0000015,001024,000,000,16384
0000000,0003525,0000511,0001186,0015690,0016290,0029746,0002510,001024,000,000,16384
0000000,0000751,0000101,0001006,0005119,0006963,0012694,0000013,001024,001,000,16384
0000000,0003728,0000661,0001203,0006412,0014107,0020008,0002688,001024,001,000,16384
0000000,0000701,0000100,0001008,0007825,0008797,0017603,0000018,001024,002,000,16384
0000000,0002653,0000501,0001159,0018144,0017262,0032882,0001669,001024,002,000,16384
0000000,0000691,0000100,0001006,0006162,0007525,0014668,0000015,001024,000,001,16384
0000000,0003559,0000511,0001189,0015419,0016151,0029236,0002539,001024,000,001,16384
0000000,0000752,0000101,0001006,0005110,0006943,0012664,0000013,001024,001,001,16384
0000000,0003746,0000651,0001204,0006402,0014076,0019968,0002700,001024,001,001,16384
0000000,0000711,0000100,0001008,0007855,0008827,0017673,0000019,001024,002,001,16384
0000000,0002661,0000511,0001159,0017703,0017012,0031880,0001670,001024,002,001,16384
0000000,0000681,0000100,0001006,0006191,0007544,0014698,0000015,001024,000,002,16384
0000000,0003519,0000521,0001186,0016110,0016401,0030607,0002508,001024,000,002,16384
0000000,0000721,0000100,0001006,0005110,0006953,0012684,0000013,001024,001,002,16384
0000000,0003717,0000751,0001202,0006442,0014167,0020097,0002682,001024,001,002,16384
0000000,0000681,0000100,0001008,0007805,0008826,0017613,0000019,001024,002,002,16384
0000000,0002634,0000511,0001157,0017683,0017163,0031980,0001651,001024,002,002,16384
