tid,total_duration(s),min_slock_hold,med,max,min_swait_acq,med,max,min_swait_rel,med,max,min_slwait_acq,med,max,min_slwait_rel,med,max,min_sgwait_acq,med,max,min_sgwait_rel,med,max,min_sdata_read,med,max,min_sdata_write,med,max,min_sglock_tries,med,max,array_size(B),client_id,nlocks
000,20.0, 0.161473334, 0.161721662, 0.161841661, 4.801968098, 4.805619240, 4.815145016, 0.243983328, 0.244333327, 0.245344996, 4.558216572, 4.560629845, 4.570176601, 0.000185000, 0.000203333, 0.000216667, 0.007110000, 0.007694167, 0.009093333, 0.006748333, 0.006814166, 0.007051667, 0.236405000, 0.236820832, 0.237391666, 0.236851662, 0.237124994, 0.237849995, 1.000000000, 1.000000000, 1.000000000,         1048576,000,000001
001,20.0, 0.161621660, 0.161791667, 0.165724993, 4.801235199, 4.806422710, 4.808873177, 0.244403332, 0.244904995, 0.247663334, 4.556729794, 4.562256813, 4.563843250, 0.000173333, 0.000193333, 0.000203333, 0.007436667, 0.007617500, 0.008465000, 0.006706667, 0.006895000, 0.007241667, 0.236430004, 0.236542493, 0.237248331, 0.237233341, 0.237582505, 0.240370005, 1.000000000, 1.000000000, 1.000000000,         1048576,000,000001
002,20.0, 0.161614999, 0.161749169, 0.165756673, 4.802648544, 4.806259155, 4.809791565, 0.243961662, 0.244197503, 0.244385004, 4.557195187, 4.561089993, 4.565701485, 0.000195000, 0.000197500, 0.000223333, 0.007356666, 0.007758333, 0.009961667, 0.006725000, 0.006860000, 0.006985000, 0.236431673, 0.236604169, 0.236939996, 0.236866668, 0.236965001, 0.237081662, 1.000000000, 1.000000000, 1.000000000,         1048576,000,000001
003,20.0, 0.161516666, 0.161660835, 0.161846668, 4.799793243, 4.804582596, 4.810271740, 0.245688334, 0.246652499, 0.247178331, 4.553823471, 4.559109211, 4.564284801, 0.000206667, 0.000225833, 0.000245000, 0.008195000, 0.009100000, 0.009660000, 0.007433333, 0.008067500, 0.008311667, 0.236473337, 0.236624166, 0.237035006, 0.237814993, 0.238097504, 0.238508329, 1.000000000, 1.000000000, 1.000000000,         1048576,000,000001
004,20.0, 0.161534995, 0.161734164, 0.161874995, 4.803136826, 4.806280136, 4.811085224, 0.243880004, 0.244050831, 0.244746670, 4.558896542, 4.561405659, 4.565148354, 0.000186667, 0.000200000, 0.000270000, 0.007176667, 0.007446667, 0.010330000, 0.006706667, 0.006750000, 0.007258333, 0.236436665, 0.236649171, 0.237179995, 0.236803338, 0.236934170, 0.237310007, 1.000000000, 1.000000000, 1.000000000,         1048576,000,000001
005,20.0, 0.161568329, 0.161679164, 0.165196672, 4.803451538, 4.806056023, 4.810876846, 0.243998334, 0.244203329, 0.245071664, 4.558791637, 4.560976505, 4.566709995, 0.000178333, 0.000188333, 0.000196667, 0.007006667, 0.007560000, 0.008468334, 0.006626667, 0.006803333, 0.007131667, 0.236393332, 0.236462504, 0.237210006, 0.236901671, 0.237031668, 0.237531662, 1.000000000, 1.000000000, 1.000000000,         1048576,000,000001
006,20.0, 0.161561668, 0.161662504, 0.166076660, 4.802783489, 4.806591511, 4.810538292, 0.243880004, 0.243985832, 0.244031668, 4.558333397, 4.561933994, 4.566626549, 0.000148333, 0.000195000, 0.000213333, 0.007335000, 0.007695000, 0.010325000, 0.006643333, 0.006725833, 0.006783333, 0.236389995, 0.236474171, 0.236703336, 0.236778334, 0.236882493, 0.237014994, 1.000000000, 1.000000000, 1.000000000,         1048576,000,000001
007,20.0, 0.161540002, 0.161704168, 0.161953330, 4.802370071, 4.806683540, 4.809450150, 0.243838340, 0.243958339, 0.245156661, 4.557756901, 4.561419964, 4.565426826, 0.000176667, 0.000190833, 0.000328333, 0.007251667, 0.007493333, 0.011115000, 0.006688333, 0.006731667, 0.007186667, 0.236318335, 0.236536667, 0.237211660, 0.236780003, 0.236899167, 0.237611666, 1.000000000, 1.000000000, 1.000000000,         1048576,000,000001
008,20.0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000555000, 0.000555000, 0.000555000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000,         1048576,000,000001
009,20.0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000365000, 0.000365000, 0.000365000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000,         1048576,000,000001
