tid,lock_impl_time(ms)
RUN 0
001,    64.632
-----------------------------------------------------------------------------------------------

RUN 1
001,    64.452
-----------------------------------------------------------------------------------------------

RUN 2
001,    64.420
-----------------------------------------------------------------------------------------------

RUN 3
001,    61.322
-----------------------------------------------------------------------------------------------

RUN 4
001,    61.969
-----------------------------------------------------------------------------------------------

