lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0004348,0000321,0000050,0001003,0002916,0003386,0003376,0000000,001024,000,000,0512
0167055,0001169,0000420,0001148,0004238,0004849,0005040,0000000,001024,000,000,0512
0007955,0000351,0000060,0001006,0006883,0007124,0007715,0000000,001024,001,000,0512
0524630,0001528,0000391,0001195,0017263,0014126,0019036,0000000,001024,001,000,0512
0006532,0000491,0000080,0001005,0005180,0005851,0005530,0000000,001024,002,000,0512
0436229,0001441,0000420,0001204,0008496,0009107,0008917,0000000,001024,002,000,0512
0006733,0000361,0000060,0001005,0005190,0005771,0005741,0000000,001024,003,000,0512
0335392,0001338,0000411,0001258,0006853,0007474,0007464,0000000,001024,003,000,0512
0019647,0000390,0000061,0001018,0016611,0017843,0017994,0000000,001024,000,001,0512
0897503,0001904,0000401,0001404,0030918,0032190,0032701,0000000,001024,000,001,0512
0016331,0000421,0000060,0001014,0005149,0014197,0005750,0000000,001024,001,001,0512
0999999,0002362,0000441,0001553,0012374,0029075,0011131,0000000,001024,001,001,0512
0016000,0000491,0000071,0001014,0005030,0014136,0005480,0000000,001024,002,001,0512
0999999,0002420,0000461,0001526,0011882,0028593,0011422,0000000,001024,002,001,0512
0016230,0000411,0000060,0001014,0005139,0014157,0005731,0000000,001024,003,001,0512
0999999,0002326,0000491,0001582,0012373,0029045,0011301,0000000,001024,003,001,0512
0004308,0000331,0000060,0001003,0002895,0003356,0003356,0000000,001024,000,002,0512
0150745,0001153,0000411,0001142,0004218,0004989,0005100,0000000,001024,000,002,0512
0007585,0000361,0000060,0001006,0006512,0006863,0007184,0000000,001024,001,002,0512
0446653,0001450,0000420,0001182,0016662,0013987,0018515,0000000,001024,001,002,0512
0006502,0000491,0000080,0001005,0005169,0005831,0005520,0000000,001024,002,002,0512
0357862,0001363,0000441,0001183,0008546,0009067,0008947,0000000,001024,002,002,0512
0006713,0000360,0000060,0001005,0005190,0005760,0005741,0000000,001024,003,002,0512
0283274,0001287,0000391,0001230,0006843,0007424,0007414,0000000,001024,003,002,0512
