lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0021681,0000141,0000030,0001010,0030367,0020989,0030327,0000000,001024,000,000,16384
0251324,0001250,0000260,0001248,0050876,0043452,0050755,0000000,001024,000,000,16384
0021300,0000141,0000030,0001010,0028915,0020609,0028874,0000000,001024,001,000,16384
0250893,0001250,0000250,0001249,0050606,0043402,0050485,0000000,001024,001,000,16384
0021660,0000150,0000030,0001010,0030297,0020970,0030257,0000000,001024,002,000,16384
0251602,0001251,0000260,0001248,0050865,0043401,0050745,0000000,001024,002,000,16384
0020428,0000141,0000030,0001010,0028584,0019747,0028544,0000000,001024,000,001,16384
0237939,0001237,0000241,0001237,0050255,0043041,0050135,0000000,001024,000,001,16384
0020429,0000150,0000030,0001009,0028443,0019737,0028403,0000000,001024,001,001,16384
0238700,0001238,0000241,0001238,0050385,0042951,0050275,0000000,001024,001,001,16384
0020508,0000150,0000030,0001010,0028864,0019818,0028824,0000000,001024,002,001,16384
0238998,0001238,0000250,0001237,0050505,0042970,0050384,0000000,001024,002,001,16384
0021260,0000141,0000030,0001010,0028864,0020559,0028824,0000000,001024,000,002,16384
0247165,0001246,0000251,0001247,0050415,0043402,0050295,0000000,001024,000,002,16384
0021631,0000141,0000030,0001010,0030257,0020940,0030217,0000000,001024,001,002,16384
0249431,0001249,0000251,0001247,0050786,0043442,0050675,0000000,001024,001,002,16384
0021660,0000150,0000030,0001010,0030347,0020969,0030307,0000000,001024,002,002,16384
0250661,0001250,0000250,0001248,0050915,0043401,0050795,0000000,001024,002,002,16384
