lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR,pinning
0000000,0000691,0000040,0001014,0013285,0014036,0016682,0000051,001024,000,000,0016,02
0000000,0003867,0001092,0001925,0033453,0035036,0034875,0002986,001024,000,000,0016,02
0000000,0000681,0000040,0001005,0002925,0009809,0004659,0000020,001024,001,000,0016,02
0000000,0004447,0001132,0001713,0012634,0027221,0013566,0003342,001024,001,000,0016,02
0000000,0000671,0000040,0001021,0016701,0019006,0020248,0000134,001024,002,000,0016,02
0000000,0004682,0001002,0002731,0046207,0034565,0047961,0003557,001024,002,000,0016,02
0000000,0000671,0000040,0001021,0016712,0018986,0020228,0000134,001024,003,000,0016,02
0000000,0004600,0000992,0002705,0046487,0034485,0048251,0003472,001024,003,000,0016,02
0000000,0000912,0000041,0001021,0017903,0018194,0020949,0000073,001024,000,001,0016,02
0000000,0003505,0001332,0002206,0037481,0040436,0038863,0003890,001024,000,001,0016,02
0000000,0000771,0000041,0001008,0002836,0013004,0003697,0000026,001024,001,001,0016,02
0000000,0002715,0001182,0001712,0017403,0030939,0018485,0002331,001024,001,001,0016,02
0000000,0000672,0000040,0001030,0018625,0021861,0022121,0000157,001024,002,001,0016,02
0000000,0004045,0001042,0002960,0044063,0037842,0045555,0003639,001024,002,001,0016,02
0000000,0000681,0000040,0001029,0018635,0021861,0022142,0000157,001024,003,001,0016,02
0000000,0003892,0001022,0002905,0048872,0037551,0050435,0003505,001024,003,001,0016,02
0000000,0001002,0000050,0001028,0021972,0020920,0024116,0000074,001024,000,002,0016,02
0000000,0002299,0001142,0002047,0039915,0043171,0041288,0001516,001024,000,002,0016,02
0000000,0000761,0000050,0001014,0002836,0014447,0003116,0000024,001024,001,002,0016,02
0000000,0001978,0001172,0001656,0019957,0033002,0020649,0001067,001024,001,002,0016,02
0000000,0000672,0000040,0001046,0020809,0023544,0023474,0000166,001024,002,002,0016,02
0000000,0002712,0001022,0002586,0042189,0040296,0043763,0001858,001024,002,002,0016,02
0000000,0000682,0000050,0001044,0020760,0023515,0023434,0000166,001024,003,002,0016,02
0000000,0002772,0001052,0002619,0048732,0040106,0049974,0001909,001024,003,002,0016,02
0000000,0000662,0000040,0001019,0027362,0026410,0028423,0000083,001024,000,000,0128,02
