tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,        64,      64,    0.013970
001,        64,      64,    0.011467
002,        64,      64,    0.018420
003,        64,      64,    0.013133
004,        64,      64,    0.010977
005,        64,      64,    0.013283
006,        65,      65,    0.013713
007,        64,      64,    0.010177
008,        65,      65,    0.014510
009,        64,      64,    0.012167
010,        65,      65,    0.016993
011,        64,      64,    0.011773
012,        64,      64,    0.016040
013,        64,      64,    0.008950
014,        64,      64,    0.014570
015,        64,      64,    0.014423
016,        64,      64,    0.014590
017,        64,      64,    0.014597
018,        63,      63,    0.013267
019,        64,      64,    0.012050
020,        64,      64,    0.014180
021,        64,      64,    0.009850
022,        63,      63,    0.012107
023,        64,      64,    0.009457
024,        64,      64,    0.015770
025,        63,      63,    0.013933
026,        63,      63,    0.019523
027,        63,      63,    0.012360
028,        63,      63,    0.013093
-------------------------------------------------------------------------------------------------------

RUN 1
000,        64,      64,    0.010590
001,        63,      63,    0.009533
002,        64,      64,    0.015003
003,        63,      63,    0.013170
004,        64,      64,    0.016197
005,        63,      63,    0.014540
006,        63,      63,    0.014543
007,        63,      63,    0.015030
008,        63,      63,    0.017507
009,        64,      64,    0.010700
010,        64,      64,    0.018063
011,        63,      63,    0.012237
012,        63,      63,    0.016003
013,        63,      63,    0.008890
014,        64,      64,    0.012123
015,        63,      63,    0.012633
016,        64,      64,    0.010523
017,        64,      64,    0.014227
018,        64,      64,    0.014777
019,        63,      63,    0.015373
020,        63,      63,    0.011130
021,        63,      63,    0.011470
022,        64,      64,    0.014797
023,        63,      63,    0.013877
024,        63,      63,    0.018527
025,        63,      63,    0.010840
026,        64,      64,    0.018043
027,        63,      63,    0.009320
028,        64,      64,    0.016940
-------------------------------------------------------------------------------------------------------

RUN 2
000,        63,      63,    0.017690
001,        62,      62,    0.013123
002,        62,      62,    0.015353
003,        62,      62,    0.013350
004,        62,      62,    0.016977
005,        62,      62,    0.016467
006,        62,      62,    0.015893
007,        62,      62,    0.010080
008,        63,      63,    0.015363
009,        62,      62,    0.012580
010,        63,      63,    0.015190
011,        62,      62,    0.013793
012,        63,      63,    0.011410
013,        63,      63,    0.008853
014,        62,      62,    0.013910
015,        62,      62,    0.012560
016,        62,      62,    0.015113
017,        62,      62,    0.010317
018,        63,      63,    0.015247
019,        62,      62,    0.014390
020,        63,      63,    0.009827
021,        62,      62,    0.013047
022,        62,      62,    0.011437
023,        62,      62,    0.010503
024,        63,      63,    0.017890
025,        63,      63,    0.011100
026,        62,      62,    0.013443
027,        63,      63,    0.009837
028,        62,      62,    0.017463
-------------------------------------------------------------------------------------------------------

RUN 3
000,        64,      64,    0.014610
001,        63,      63,    0.011037
002,        63,      63,    0.012437
003,        63,      63,    0.013680
004,        63,      63,    0.015140
005,        63,      63,    0.011240
006,        64,      64,    0.013347
007,        63,      63,    0.011610
008,        63,      63,    0.014120
009,        63,      63,    0.009807
010,        64,      64,    0.009383
011,        63,      63,    0.017017
012,        63,      63,    0.013643
013,        64,      64,    0.011870
014,        64,      64,    0.011093
015,        63,      63,    0.010103
016,        63,      63,    0.009757
017,        63,      63,    0.013190
018,        63,      63,    0.014803
019,        63,      63,    0.011170
020,        64,      64,    0.015763
021,        63,      63,    0.011637
022,        63,      63,    0.017197
023,        63,      63,    0.009293
024,        63,      63,    0.015853
025,        63,      63,    0.008797
026,        63,      63,    0.016530
027,        63,      63,    0.014577
028,        63,      63,    0.019993
-------------------------------------------------------------------------------------------------------

RUN 4
000,        62,      62,    0.014243
001,        62,      62,    0.012430
002,        62,      62,    0.009117
003,        62,      62,    0.011370
004,        62,      62,    0.017813
005,        62,      62,    0.016270
006,        61,      61,    0.018083
007,        61,      61,    0.010183
008,        62,      62,    0.014740
009,        62,      62,    0.011573
010,        61,      61,    0.013807
011,        62,      62,    0.017410
012,        62,      62,    0.013523
013,        62,      62,    0.009163
014,        62,      62,    0.009140
015,        62,      62,    0.009777
016,        62,      62,    0.009887
017,        62,      62,    0.010217
018,        62,      62,    0.016997
019,        61,      61,    0.016090
020,        62,      62,    0.013723
021,        62,      62,    0.013057
022,        62,      62,    0.014453
023,        62,      62,    0.011820
024,        62,      62,    0.014160
025,        62,      62,    0.008263
026,        62,      62,    0.013167
027,        62,      62,    0.011497
028,        62,      62,    0.010393
-------------------------------------------------------------------------------------------------------

