tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,glock_tries,array_size(B),client_id,run,nlocks
000,1522794496,    5808,  967.849731,   20.000000,19024.220703,    2.625138,18681.609375,    1.364662,  341.977692,    0.479807,  330.049133,    0.000000,      1392,         1048576,000,000,000001
001,1522532352,    5807,  985.448242,   20.000000,18366.460938,  641.035950,18365.669922,    1.384783,    0.076508,  638.861389,    0.000000,  629.033569,         0,         1048576,000,000,000001
002,1522794496,    5808,  973.090210,   20.000000,19018.404297,    2.698237,19017.642578,    1.382008,    0.075282,    0.595377,    0.000000,    0.000000,         0,         1048576,000,000,000001
003,1522532352,    5807,  966.289917,   20.000000,19024.048828,    2.922270,18681.626953,    1.570478,  341.722351,    0.488390,  330.667480,    0.000000,      1395,         1048576,000,000,000001
004,1522532352,    5807,  973.725037,   20.000000,19017.167969,    2.602083,19016.453125,    1.289257,    0.079332,    0.575882,    0.000000,    0.000000,         0,         1048576,000,000,000001
005,1522532352,    5807,  990.180237,   20.000000,18217.847656,  785.729675,18217.091797,    1.361457,    0.076787,  783.588684,    0.000000,  771.742065,         0,         1048576,000,000,000001
006,1522532352,    5807,  974.360107,   20.000000,18980.921875,   37.452835,18981.416016,    1.391235,    0.076340,   35.314701,    0.000000,   34.227921,         0,         1048576,000,000,000001
007,1522532352,    5807,  972.462585,   20.000000,19018.414062,    2.801100,19017.658203,    1.435490,    0.078377,    0.562212,    0.000000,    0.000000,         0,         1048576,000,000,000001
008,1523843072,    5812,  992.764771,   20.000000,18984.384766,    2.804882,18750.912109,    1.480892,  232.775681,    0.537605,  223.526566,    0.000000,       936,         1048576,000,000,000001
009,1524105216,    5813,  972.618774,   20.000000,19006.839844,    2.718460,19006.056641,    1.372768,    0.077377,    0.614252,    0.000000,    0.000000,         0,         1048576,000,000,000001
