tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),lwait_acq, lwait_rel,gwait_acq,gwait_rel,array_size(B),client_id,run
000,         0,       0,    0.000020,    0.000000,    0.108290,    0.051485,    0.000580,    0.000553,    0.107415,    0.050698,         0,               0,000,000
000,         0,       0,    0.000020,    0.000000,    0.059393,    0.045556,    0.000207,    0.000125,    0.058970,    0.045297,         0,               0,000,000
000,         0,       0,    0.000010,    0.000000,    0.049377,    0.031211,    0.000072,    0.000114,    0.049200,    0.030993,         0,               0,000,000
000,         0,       0,    0.000007,    0.000000,    0.041816,    0.029286,    0.000069,    0.000115,    0.041649,    0.029072,         0,               0,000,000
000,         0,       0,    0.000010,    0.000000,    0.034848,    0.042963,    0.000072,    0.000121,    0.034674,    0.042743,         0,               0,000,000
000,         0,       0,    0.000010,    0.000000,    0.030181,    0.041568,    0.000069,    0.000245,    0.030012,    0.041147,         0,               0,000,000
000,         0,       0,    0.000010,    0.000000,    0.044470,    0.028845,    0.000150,    0.000132,    0.044190,    0.028619,         0,               0,000,000
000,         0,       0,    0.000007,    0.000000,    0.044916,    0.031512,    0.000072,    0.000112,    0.044739,    0.031303,         0,               0,000,000
000,         0,       0,    0.000007,    0.000000,    0.029567,    0.029511,    0.000071,    0.000112,    0.029396,    0.029293,         0,               0,000,000
000,         0,       0,    0.000010,    0.000000,    0.032956,    0.031057,    0.000072,    0.000118,    0.032783,    0.030847,         0,               0,000,000
000,         0,       0,    0.000007,    0.000000,    0.030325,    0.028928,    0.000073,    0.000112,    0.030150,    0.028709,         0,               0,000,000
000,         0,       0,    0.000010,    0.000000,    0.029550,    0.045572,    0.000072,    0.000242,    0.029377,    0.045142,         0,               0,000,000
000,         0,       0,    0.000010,    0.000000,    0.055526,    0.029370,    0.000148,    0.000116,    0.055249,    0.029155,         0,               0,000,000
000,         0,       0,    0.000010,    0.000000,    0.058181,    0.029479,    0.000072,    0.000126,    0.058012,    0.029249,         0,               0,000,000
000,         0,       0,    0.000010,    0.000000,    0.029641,    0.045557,    0.000070,    0.000118,    0.029457,    0.045343,         0,               0,000,000
000,         0,       0,    0.000010,    0.000000,    0.030217,    0.049819,    0.000072,    0.000116,    0.030045,    0.049605,         0,               0,000,000
000,         0,       0,    0.000007,    0.000000,    0.032838,    0.031828,    0.000071,    0.000112,    0.032668,    0.031613,         0,               0,000,000
000,         0,       0,    0.000010,    0.000000,    0.041016,    0.029567,    0.000070,    0.000111,    0.040841,    0.029358,         0,               0,000,000
000,         0,       0,    0.000020,    0.000000,    0.058732,    0.058638,    0.000072,    0.000115,    0.058473,    0.058391,         0,               0,000,000
000,         0,       0,    0.000007,    0.000000,    0.054004,    0.029411,    0.000072,    0.000126,    0.053834,    0.029187,         0,               0,000,000
000,         0,       0,    0.000007,    0.000000,    0.045074,    0.040664,    0.000000,    0.000242,    0.000235,    0.037832,    108424,               0,000,001
000,         0,       0,    0.000010,    0.000000,    0.038204,    0.029177,    0.000000,    0.000135,    0.000260,    0.035122,    118152,               0,000,001
000,         0,       0,    0.000010,    0.000000,    0.033891,    0.029070,    0.000000,    0.000150,    0.000242,    0.039687,    107840,               0,000,001
000,         0,       0,    0.000010,    0.000000,    0.028841,    0.027517,    0.000000,    0.000150,    0.000240,    0.035195,    108968,               0,000,001
000,         0,       0,    0.000010,    0.000000,    0.040067,    0.032212,    0.000000,    0.000150,    0.000242,    0.039080,    154856,               0,000,001
000,         0,       0,    0.000010,    0.000000,    0.029436,    0.028003,    0.000000,    0.000148,    0.000235,    0.035405,    118624,               0,000,001
000,         0,       0,    0.000010,    0.000000,    0.030818,    0.032808,    0.000000,    0.000148,    0.000253,    0.034760,    107352,               0,000,001
000,         0,       0,    0.000007,    0.000000,    0.029626,    0.027720,    0.000000,    0.000148,    0.000247,    0.054275,    107752,               0,000,001
000,         0,       0,    0.000007,    0.000000,    0.029020,    0.032620,    0.000000,    0.000150,    0.000232,    0.035020,    118096,               0,000,001
000,         0,       0,    0.000010,    0.000000,    0.030027,    0.027766,    0.000000,    0.000150,    0.000111,    0.036192,    142336,               0,000,001
000,         0,       0,    0.000007,    0.000000,    0.028951,    0.032582,    0.000000,    0.000074,    0.000115,    0.035003,     99726,               0,000,001
000,         0,       0,    0.000010,    0.000000,    0.029235,    0.028644,    0.000000,    0.000070,    0.000115,    0.028738,     90669,               0,000,001
000,         0,       0,    0.000010,    0.000000,    0.028892,    0.032497,    0.000000,    0.000072,    0.000111,    0.033710,    138978,               0,000,001
000,         0,       0,    0.000010,    0.000000,    0.029835,    0.045507,    0.000000,    0.000072,    0.000118,    0.029567,     91368,               0,000,001
000,         0,       0,    0.000010,    0.000000,    0.058695,    0.027712,    0.000000,    0.000070,    0.000113,    0.028363,    145209,               0,000,001
000,         0,       0,    0.000007,    0.000000,    0.028469,    0.028396,    0.000000,    0.000072,    0.000115,    0.032168,     93756,               0,000,001
000,         0,       0,    0.000010,    0.000000,    0.032236,    0.029391,    0.000000,    0.000072,    0.000115,    0.028666,     89586,               0,000,001
000,         0,       0,    0.000010,    0.000000,    0.029717,    0.028665,    0.000000,    0.000072,    0.000240,    0.028495,    131542,               0,000,001
000,         0,       0,    0.000010,    0.000000,    0.028772,    0.031833,    0.000000,    0.000150,    0.000111,    0.044053,     90594,               0,000,001
000,         0,       0,    0.000010,    0.000000,    0.029462,    0.056298,    0.000000,    0.000072,    0.000117,    0.031892,    102591,               0,000,001
000,         0,       0,    0.000020,    0.000000,    0.038302,    0.034330,    0.000118,    0.000119,    0.044840,    0.040441,         0,               0,000,002
000,         0,       0,    0.000020,    0.000000,    0.035473,    0.037393,    0.000063,    0.000117,    0.038041,    0.028959,         0,               0,000,002
000,         0,       0,    0.000020,    0.000000,    0.040050,    0.034160,    0.000074,    0.000111,    0.033719,    0.028851,         0,               0,000,002
000,         0,       0,    0.000020,    0.000000,    0.035550,    0.034497,    0.000073,    0.000115,    0.028666,    0.027312,         0,               0,000,002
000,         0,       0,    0.000020,    0.000000,    0.039445,    0.048848,    0.000069,    0.000117,    0.039898,    0.032003,         0,               0,000,002
000,         0,       0,    0.000020,    0.000000,    0.035765,    0.037508,    0.000069,    0.000111,    0.029264,    0.027797,         0,               0,000,002
000,         0,       0,    0.000020,    0.000000,    0.035140,    0.034010,    0.000072,    0.000116,    0.030637,    0.032599,         0,               0,000,002
000,         0,       0,    0.000020,    0.000000,    0.054637,    0.034127,    0.000072,    0.000112,    0.029457,    0.027505,         0,               0,000,002
000,         0,       0,    0.000020,    0.000000,    0.035390,    0.037345,    0.000068,    0.000112,    0.028845,    0.032411,         0,               0,000,002
000,         0,       0,    0.000020,    0.000000,    0.036557,    0.044726,    0.000072,    0.000117,    0.029850,    0.027554,         0,               0,000,002
000,         0,       0,    0.000010,    0.000000,    0.035178,    0.031384,    0.000074,    0.000116,    0.028774,    0.032362,         0,               0,000,002
000,         0,       0,    0.000010,    0.000000,    0.028907,    0.028543,    0.000069,    0.000115,    0.029052,    0.028435,         0,               0,000,002
000,         0,       0,    0.000020,    0.000000,    0.033972,    0.043666,    0.000073,    0.000114,    0.028718,    0.032288,         0,               0,000,002
000,         0,       0,    0.000010,    0.000000,    0.029738,    0.028762,    0.000069,    0.000245,    0.029655,    0.045079,         0,               0,000,002
000,         0,       0,    0.000010,    0.000000,    0.028535,    0.045588,    0.000150,    0.000116,    0.058420,    0.027505,         0,               0,000,002
000,         0,       0,    0.000007,    0.000000,    0.032337,    0.029513,    0.000072,    0.000113,    0.028300,    0.028187,         0,               0,000,002
000,         0,       0,    0.000007,    0.000000,    0.028838,    0.028207,    0.000069,    0.000117,    0.032067,    0.029183,         0,               0,000,002
000,         0,       0,    0.000010,    0.000000,    0.028667,    0.041525,    0.000074,    0.000112,    0.029543,    0.028461,         0,               0,000,002
000,         0,       0,    0.000010,    0.000000,    0.044330,    0.028522,    0.000072,    0.000119,    0.028599,    0.031611,         0,               0,000,002
000,         0,       0,    0.000007,    0.000000,    0.032066,    0.032273,    0.000072,    0.000250,    0.029291,    0.055873,         0,               0,000,002
