tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR
000,00055381,00055381,010,00052822,00002559,00000000,001024,000,000,00000512
001,00055300,00055300,010,00052723,00002577,00000000,001024,000,000,00000512
002,00054988,00054988,010,00052385,00002603,00000000,001024,000,000,00000512
003,00055100,00055100,010,00052544,00002556,00000000,001024,000,000,00000512
004,00055000,00055000,010,00052416,00002584,00000000,001024,000,000,00000512
005,00053600,00053600,010,00051029,00002571,00000000,001024,000,000,00000512
006,00054900,00054900,010,00052302,00002598,00000000,001024,000,000,00000512
007,00054500,00054500,010,00051890,00002610,00000000,001024,000,000,00000512
008,00056800,00056800,010,00054165,00002635,00000000,001024,000,000,00000512
009,00055100,00055100,010,00052527,00002573,00000000,001024,000,000,00000512
010,00054633,00054633,010,00052210,00002423,00000000,001024,000,000,00000512
011,00054900,00054900,010,00052337,00002563,00000000,001024,000,000,00000512
012,00055800,00055800,010,00053342,00002458,00000000,001024,000,000,00000512
013,00055900,00055900,010,00053212,00002688,00000000,001024,000,000,00000512
014,00055800,00055800,010,00053167,00002633,00000000,001024,000,000,00000512
015,00055600,00055600,010,00053030,00002570,00000000,001024,000,000,00000512
016,00056700,00056700,010,00054043,00002657,00000000,001024,000,000,00000512
017,00055200,00055200,010,00052698,00002502,00000000,001024,000,000,00000512
018,00055734,00055734,010,00053189,00002545,00000000,001024,000,000,00000512
019,00054256,00054256,010,00051664,00002592,00000000,001024,000,000,00000512
020,00053425,00053425,010,00050786,00002639,00000000,001024,000,000,00000512
021,00055421,00055421,010,00052821,00002600,00000000,001024,000,000,00000512
022,00054237,00054237,010,00051717,00002520,00000000,001024,000,000,00000512
023,00054685,00054685,010,00052301,00002384,00000000,001024,000,000,00000512
024,00056400,00056400,010,00053835,00002565,00000000,001024,000,000,00000512
025,00054460,00054460,010,00052072,00002388,00000000,001024,000,000,00000512
026,00054400,00054400,010,00051806,00002594,00000000,001024,000,000,00000512
027,00055846,00055846,010,00053264,00002582,00000000,001024,000,000,00000512
028,00055400,00055400,010,00052835,00002565,00000000,001024,000,000,00000512
029,00056428,00056428,010,00053757,00002671,00000000,001024,000,000,00000512
030,00055955,00055955,010,00053388,00002567,00000000,001024,000,000,00000512
031,00056592,00056592,010,00053999,00002593,00000000,001024,000,000,00000512
000,00055394,00055394,010,00052932,00002462,00000000,001024,000,001,00000512
001,00055000,00055000,010,00052608,00002392,00000000,001024,000,001,00000512
002,00055400,00055400,010,00052787,00002613,00000000,001024,000,001,00000512
003,00054300,00054300,010,00051716,00002584,00000000,001024,000,001,00000512
004,00054900,00054900,010,00052183,00002717,00000000,001024,000,001,00000512
005,00054759,00054759,010,00052157,00002602,00000000,001024,000,001,00000512
006,00054800,00054800,010,00052140,00002660,00000000,001024,000,001,00000512
007,00054900,00054900,010,00052384,00002516,00000000,001024,000,001,00000512
008,00055884,00055884,010,00053292,00002592,00000000,001024,000,001,00000512
009,00055300,00055300,010,00052649,00002651,00000000,001024,000,001,00000512
