tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),array_size(B)
RUN 0
000,        16,       1,    0.085710,    0.005863,    5.195413,    0.085463,             256
000,        32,       1,    0.054897,    0.001035,    0.484655,    0.054631,             512
000,        64,       1,    0.055332,    0.001079,    0.431788,    0.054831,            1024
000,       128,       1,    0.054123,    0.001057,    0.613257,    0.053185,            2048
000,       256,       1,    0.056545,    0.001006,    0.524123,    0.054723,            4096
000,       512,       1,    0.055751,    0.001122,    0.355468,    0.052160,            8192
000,      1024,       1,    0.060115,    0.001174,    0.331748,    0.052983,           16384
000,      2048,       1,    0.072532,    0.001294,    0.730400,    0.058300,           32768
000,      4096,       1,    0.076268,    0.001464,    0.671295,    0.049893,           65536
000,      8192,       1,    0.103337,    0.002076,    0.674802,    0.050625,          131072
000,     16384,       1,    0.157803,    0.002925,    1.833163,    0.052345,          262144
000,     32768,       1,    0.264490,    0.004849,    0.937187,    0.053617,          524288
000,     65536,       1,    0.548288,    0.008867,    4.398055,    0.057511,         1048576
000,    131072,       1,    1.010250,    0.016548,    6.128880,    0.060308,         2097152
000,    262144,       1,    2.045143,    0.032052,   14.023725,    0.077203,         4194304
000,    524288,       1,    4.013480,    0.059880,   17.859314,    0.066957,         8388608
000,   1048576,       1,    8.038023,    0.122451,   36.028908,    0.076693,        16777216
001,        16,       1,    0.063510,    0.005855,    0.160567,    0.063287,             256
001,        32,       1,    0.050763,    0.001043,    0.919617,    0.050473,             512
001,        64,       1,    0.058499,    0.001078,    0.702380,    0.057972,            1024
001,       128,       1,    0.045557,    0.001050,    0.246757,    0.044622,            2048
001,       256,       1,    0.048523,    0.001003,    0.059585,    0.046705,            4096
001,       512,       1,    0.049797,    0.001116,    0.827708,    0.046228,            8192
001,      1024,       1,    0.057754,    0.001166,    0.606677,    0.050617,           16384
001,      2048,       1,    0.059985,    0.001293,    0.138546,    0.045751,           32768
001,      4096,       1,    0.075897,    0.001467,    0.596140,    0.047474,           65536
001,      8192,       1,    0.104323,    0.002073,    0.450609,    0.047529,          131072
001,     16384,       1,    0.161540,    0.002925,    0.057751,    0.048055,          262144
001,     32768,       1,    0.305913,    0.004844,    3.253368,    0.060007,          524288
001,     65536,       1,    0.541793,    0.008864,    5.516343,    0.049692,         1048576
001,    131072,       1,    0.957582,    0.016554,    0.058763,    0.049797,         2097152
001,    262144,       1,    2.039237,    0.032051,   23.991301,    0.061260,         4194304
001,    524288,       1,    3.209335,    0.059871,   14.635127,    0.053360,         8388608
001,   1048576,       1,    7.951597,    0.122450,   52.049713,    0.066037,        16777216
