lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR,pinning
0007585,0001008,0000050,0001002,0002385,0002905,0005270,0000000,001024,000,000,0001,02
0143811,0001144,0001182,0001005,0003868,0004539,0009739,0000000,001024,000,000,0001,02
0007674,0001008,0000050,0001002,0002425,0002925,0005170,0000000,001024,000,001,0001,02
0139212,0001139,0001182,0001004,0003987,0004538,0009558,0000000,001024,000,001,0001,02
0007754,0001008,0000040,0001002,0002225,0002885,0005040,0000000,001024,000,002,0001,02
0138901,0001139,0001102,0001004,0004288,0004679,0009728,0000000,001024,000,002,0001,02
0003917,0000320,0000030,0001002,0002464,0002935,0005040,0000000,001024,000,000,0032,02
0010991,0001009,0000571,0001004,0003426,0004178,0008716,0000000,001024,000,000,0032,02
0003987,0000311,0000030,0001002,0002625,0002965,0005610,0000000,001024,000,001,0032,02
0010880,0001009,0000591,0001004,0003447,0004187,0008777,0000000,001024,000,001,0032,02
0003907,0000320,0000030,0001002,0002465,0002935,0005040,0000000,001024,000,002,0032,02
0011121,0001009,0000581,0001004,0003417,0004188,0008776,0000000,001024,000,002,0032,02
0004028,0000320,0000030,0001002,0002595,0002995,0005230,0000000,001024,000,000,0128,02
0009578,0001008,0000551,0001004,0003497,0004338,0008836,0000000,001024,000,000,0128,02
0004008,0000311,0000030,0001002,0002615,0002986,0005290,0000000,001024,000,001,0128,02
0009367,0001008,0000541,0001004,0003487,0004258,0008857,0000000,001024,000,001,0128,02
0003967,0000311,0000030,0001002,0002485,0002976,0005070,0000000,001024,000,002,0128,02
0009307,0001008,0000561,0001004,0003447,0004228,0008866,0000000,001024,000,002,0128,02
0004058,0000311,0000030,0001002,0002615,0003016,0005300,0000000,001024,000,000,0512,02
0008576,0001007,0000330,0001004,0003507,0004268,0008867,0000000,001024,000,000,0512,02
0003978,0000311,0000030,0001002,0002505,0003005,0005090,0000000,001024,000,001,0512,02
0008326,0001006,0000330,0001004,0003477,0004198,0008927,0000000,001024,000,001,0512,02
0003978,0000311,0000030,0001002,0002495,0003005,0005080,0000000,001024,000,002,0512,02
0008335,0001007,0000330,0001004,0003467,0004178,0008637,0000000,001024,000,002,0512,02
