tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),lwait_acq, lwait_rel,gwait_acq,gwait_rel,glock_tries,array_size(B),client_id,run
000,     51040,   51040,    0.483545,   30.000000,22193.589844,  305.533813,21909.830078,   44.785831,  281.037933,  258.425568,     51040,               0,000,000
001,     37840,   37840,    0.387766,   30.000000,22280.013672,  219.419266,22061.724609,   29.269646,  213.689865,  187.331757,     37840,               0,000,000
002,     51532,   51532,    0.487626,   30.000000,22187.880859,  311.359589,21901.509766,   47.530895,  283.505249,  261.382812,     51532,               0,000,000
003,     50407,   50407,    0.485107,   30.000000,22188.962891,  310.280029,21905.554688,   50.752769,  280.781982,  257.253082,     50407,               0,000,000
004,     43261,   43261,    0.422014,   30.000000,22234.562500,  264.567566,21990.914062,   40.653366,  241.328979,  221.957016,     43261,               0,000,000
005,     64145,   64145,    0.593413,   30.000000,22120.703125,  378.417206,21769.710938,   56.166889,  347.644684,  319.306641,     64145,               0,000,000
006,     51463,   51463,    0.480862,   30.000000,22194.337891,  304.935120,21912.414062,   43.562824,  279.126648,  259.001251,     51463,               0,000,000
007,     45305,   45305,    0.436476,   30.000000,22226.767578,  272.394562,21974.419922,   41.256317,  249.632019,  228.889404,     45305,               0,000,000
008,     54503,   54503,    0.510367,   30.000000,22165.904297,  333.178131,21861.345703,   54.358181,  301.621307,  276.360413,     54503,               0,000,000
009,     45754,   45754,    0.430779,   30.000000,22199.878906,  299.043610,21921.468750,   45.603619,  275.962158,  251.360840,     45754,               0,000,000
010,     56828,   56828,    0.545851,   30.000000,22161.509766,  337.296967,21848.666016,   48.451015,  309.711426,  286.157990,     56828,               0,000,000
011,     55115,   55115,    0.517987,   30.000000,22173.544922,  325.757172,21870.531250,   46.442715,  300.146271,  276.811615,     55115,               0,000,000
012,     36770,   36770,    0.348254,   30.000000,22282.250000,  217.357285,22081.476562,   32.847198,  198.839386,  182.845383,     36770,               0,000,000
013,     46435,   46435,    0.442502,   30.000000,22221.279297,  278.036194,21962.996094,   41.808189,  255.873459,  234.133362,     46435,               0,000,000
014,     43604,   43604,    0.413293,   30.000000,22233.507812,  265.839569,21987.716797,   45.380741,  243.296860,  218.453156,     43604,               0,000,000
015,     51471,   51471,    0.524699,   30.000000,22191.685547,  307.272095,21904.937500,   42.510155,  283.712830,  262.216583,     51471,               0,000,000
016,     39268,   39268,    0.375562,   30.000000,22196.734375,  302.732269,21905.292969,   45.290585,  287.023407,  254.660645,     39268,               0,000,000
017,     42715,   42715,    0.411384,   30.000000,22172.134766,  327.285309,21863.656250,   51.879505,  303.695129,  272.394989,     42715,               0,000,000
018,     51393,   51393,    0.477138,   30.000000,22122.998047,  375.997925,21774.460938,   54.880695,  346.200043,  318.733612,     51393,               0,000,000
019,     48814,   48814,    0.463530,   30.000000,22144.677734,  354.500519,21814.156250,   53.778305,  328.271637,  298.438416,     48814,               0,000,000
020,     45936,   45936,    0.433128,   30.000000,22163.230469,  336.163574,21851.832031,   46.367973,  309.345551,  287.729523,     45936,               0,000,000
021,     40395,   40395,    0.390067,   30.000000,22204.171875,  295.231476,21931.591797,   42.264229,  270.728363,  251.140839,     40395,               0,000,000
022,     40227,   40227,    0.390527,   30.000000,22201.335938,  297.868469,21927.966797,   44.618336,  271.485992,  251.329315,     40227,               0,000,000
