0000000,0000531,0000081,0001004,0012524,0006132,0012374,0000011,001024,000,000,16384
0000000,0077672,0000461,0002703,0029616,0012714,0028063,0038336,001024,000,000,16384
0000000,0000661,0000100,0001004,0012795,0006162,0012724,0000010,001024,001,000,16384
0000000,0076036,0000651,0002690,0018976,0011251,0018686,0037535,001024,001,000,16384
0000000,0000541,0000081,0001005,0013175,0006392,0013055,0000009,001024,002,000,16384
0000000,0056925,0000451,0002028,0047950,0018345,0047440,0018647,001024,002,000,16384
0000000,0000521,0000090,0001004,0012514,0006112,0012374,0000011,001024,000,001,16384
0000000,0077625,0000481,0002744,0022222,0011823,0021631,0038319,001024,000,001,16384
0000000,0000661,0000100,0001004,0012734,0006112,0012664,0000010,001024,001,001,16384
0000000,0076050,0000751,0002691,0019127,0011151,0018856,0037533,001024,001,001,16384
0000000,0000521,0000080,0001005,0013184,0006392,0013064,0000009,001024,002,001,16384
0000000,0056924,0000461,0002044,0043562,0015910,0041949,0018647,001024,002,001,16384
0000000,0000521,0000080,0001004,0012474,0006111,0012323,0000011,001024,000,002,16384
0000000,0077384,0000441,0002698,0024516,0012213,0023424,0038196,001024,000,002,16384
0000000,0000701,0000110,0001004,0012784,0006151,0012713,0000010,001024,001,002,16384
0000000,0076067,0000661,0002716,0018525,0010650,0018234,0037541,001024,001,002,16384
0000000,0000531,0000080,0001005,0013185,0006402,0013065,0000009,001024,002,002,16384
0000000,0056931,0000441,0002072,0043742,0016391,0042911,0018649,001024,002,002,16384
