tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_ac(ms),wait_rel(ms),array_size(B)
RUN 0
000,   5470815, 5470815,  172.003006,      30.000,59019.484375,  632.077393,               0
001,   5470459, 5470459,  171.663193,      30.000,58989.062500,  662.801392,               0
002,   5470805, 5470805,  171.615280,      30.000,58997.281250,  654.394165,               0
003,   5470576, 5470576,  171.587952,      30.000,58987.097656,  664.969604,               0
004,   5470789, 5470789,  171.857224,      30.000,59000.687500,  651.347229,               0
005,   5468918, 5468918,  171.608734,      30.000,58998.484375,  653.809814,               0
006,   5470751, 5470751,  171.479111,      30.000,58995.972656,  656.283936,               0
007,   5470613, 5470613,  171.578323,      30.000,58984.210938,  667.159790,               0
008,   5470718, 5470718,  175.998764,      30.000,59105.851562,  543.782104,               0
009,   5470641, 5470641,  175.266800,      30.000,59080.703125,  569.284119,               0
010,   5470928, 5470928,  175.418793,      30.000,59079.562500,  570.421997,               0
011,   5470656, 5470656,  175.184113,      30.000,59078.253906,  571.863708,               0
012,   5470937, 5470937,  175.481476,      30.000,59087.675781,  562.252014,               0
013,   5470696, 5470696,  175.104980,      30.000,59080.609375,  569.636230,               0
014,   5470769, 5470769,  175.483353,      30.000,59085.031250,  564.848877,               0
015,   5468391, 5468391,  175.136719,      30.000,59086.785156,  562.791016,               0
-------------------------------------------------------------------------------------------------------

RUN 1
000,   5479187, 5479187,  172.229187,      30.000,59016.886719,  630.086121,               0
001,   5478844, 5478844,  171.823608,      30.000,58988.187500,  659.419312,               0
002,   5479180, 5479180,  171.788193,      30.000,58994.238281,  654.890137,               0
003,   5478890, 5478890,  171.780045,      30.000,58984.019531,  664.867126,               0
004,   5479114, 5479114,  171.844315,      30.000,58996.730469,  651.154480,               0
005,   5477211, 5477211,  171.805939,      30.000,58996.375000,  652.495728,               0
006,   5479097, 5479097,  171.840714,      30.000,58993.609375,  654.263245,               0
007,   5478948, 5478948,  171.727051,      30.000,58980.480469,  666.516663,               0
008,   5479060, 5479060,  176.247375,      30.000,59100.843750,  544.200806,               0
009,   5478936, 5478936,  175.367065,      30.000,59075.964844,  569.563965,               0
