tid,wait_acq(ms),wait_rel(ms)
RUN 0
001,  0.082095,  0.000375
001,  0.496285,  0.000175
001,  0.383942,  0.000178
001,  0.370662,  0.000177
001,  0.363867,  0.000155
001,  0.364557,  0.000168
001,  0.426500,  0.000173
001,  0.375412,  0.000180
001,  0.361873,  0.000170
001,  0.357922,  0.000153
003,  0.571893,  0.000310
003,  0.390315,  0.000163
003,  0.369727,  0.000115
003,  0.357172,  0.000117
003,  0.357928,  0.000117
003,  0.417243,  0.000133
003,  0.378323,  0.000127
003,  0.357788,  0.000120
003,  0.353607,  0.000115
003,  0.345038,  0.000108
002,  0.161525,  0.000347
002,  0.503483,  0.000102
002,  0.387632,  0.000095
002,  0.367982,  0.000098
002,  0.365350,  0.000108
002,  0.368693,  0.000102
002,  0.436740,  0.000065
002,  0.375732,  0.000072
002,  0.363012,  0.000072
002,  0.357713,  0.000067
004,  0.000940,  0.000283
004,  0.540613,  0.000138
004,  0.396685,  0.000082
004,  0.384460,  0.000062
004,  0.374390,  0.000098
004,  0.375782,  0.000075
004,  0.436327,  0.000075
004,  0.393250,  0.000110
004,  0.373828,  0.000078
004,  0.368537,  0.000077
005,  0.327328,  0.000337
005,  0.456480,  0.000085
005,  0.375558,  0.000123
005,  0.361787,  0.000137
005,  0.365743,  0.000122
005,  0.363725,  0.000105
005,  0.432240,  0.000168
005,  0.366620,  0.000142
005,  0.360155,  0.000145
005,  0.351605,  0.000152
006,  0.488127,  0.000353
006,  0.388643,  0.000205
006,  0.362557,  0.000187
006,  0.349563,  0.000127
006,  0.349620,  0.000128
006,  0.410172,  0.000153
006,  0.370065,  0.000145
006,  0.349788,  0.000158
006,  0.345722,  0.000132
006,  0.340220,  0.000112
008,  0.411257,  0.000373
008,  0.442385,  0.000168
008,  0.393398,  0.000082
008,  0.379847,  0.000073
008,  0.378387,  0.000083
008,  0.388770,  0.000107
008,  0.401757,  0.000097
008,  0.379162,  0.000100
008,  0.373088,  0.000068
008,  0.367702,  0.000073
007,  0.245478,  0.000403
007,  0.469002,  0.000293
007,  0.368742,  0.000172
007,  0.362342,  0.000167
007,  0.359960,  0.000173
007,  0.360800,  0.000163
007,  0.443303,  0.000158
007,  0.360868,  0.000177
007,  0.353413,  0.000172
007,  0.349155,  0.000160
-----------------------------------------------------------------------------------------------

RUN 1
001,  0.380830,  0.000223
001,  0.369445,  0.000163
001,  0.359800,  0.000147
001,  0.394320,  0.000210
001,  0.379170,  0.000145
001,  0.373898,  0.000145
001,  0.360005,  0.000165
001,  0.368003,  0.000157
001,  0.355537,  0.000148
001,  0.301650,  0.000083
003,  0.292795,  0.000222
003,  0.386475,  0.000147
003,  0.377055,  0.000130
003,  0.404032,  0.000130
003,  0.390717,  0.000203
003,  0.372367,  0.000147
003,  0.377650,  0.000173
003,  0.360230,  0.000123
003,  0.369595,  0.000143
003,  0.368002,  0.000090
002,  0.094132,  0.000193
002,  0.389527,  0.000078
002,  0.372547,  0.000065
002,  0.363408,  0.000063
002,  0.401437,  0.000157
002,  0.380525,  0.000097
002,  0.373808,  0.000095
002,  0.364045,  0.000092
002,  0.369810,  0.000063
002,  0.362508,  0.000063
004,  0.000360,  0.000140
004,  0.345643,  0.000077
004,  0.385812,  0.000082
004,  0.368942,  0.000065
004,  0.419547,  0.000222
004,  0.392462,  0.000070
004,  0.383912,  0.000127
004,  0.373433,  0.000073
004,  0.380645,  0.000077
004,  0.370463,  0.000073
005,  0.159077,  0.000182
005,  0.402290,  0.000118
005,  0.372993,  0.000100
005,  0.391585,  0.000098
005,  0.396328,  0.000115
005,  0.379253,  0.000098
005,  0.370590,  0.000098
005,  0.360598,  0.000098
005,  0.364830,  0.000078
005,  0.361012,  0.000102
006,  0.412977,  0.000243
006,  0.368555,  0.000165
006,  0.361033,  0.000155
006,  0.406692,  0.000155
006,  0.392538,  0.000200
006,  0.367823,  0.000142
006,  0.363505,  0.000152
006,  0.363065,  0.000122
006,  0.354790,  0.000147
006,  0.354275,  0.000157
008,  0.348397,  0.000268
008,  0.373703,  0.000077
008,  0.369790,  0.000070
008,  0.413432,  0.000072
008,  0.401242,  0.000082
008,  0.368915,  0.000070
008,  0.362903,  0.000068
008,  0.366447,  0.000062
008,  0.352107,  0.000070
008,  0.351253,  0.000067
007,  0.225120,  0.000327
007,  0.389280,  0.000158
007,  0.371588,  0.000180
007,  0.398548,  0.000167
007,  0.386122,  0.000188
007,  0.375578,  0.000148
007,  0.366695,  0.000150
007,  0.358297,  0.000155
007,  0.362878,  0.000168
007,  0.360205,  0.000155
-----------------------------------------------------------------------------------------------

