lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR,pinning
0000000,0001006,0000180,0001004,0003497,0004349,0003867,0000017,001024,000,000,0016,01
0000000,0001042,0002404,0001010,0007474,0008937,0008426,0000312,001024,000,000,0016,01
0000000,0001004,0000170,0001004,0002986,0003576,0003146,0000013,001024,000,001,0016,01
0000000,0001041,0002004,0001010,0006522,0007133,0007003,0000206,001024,000,001,0016,01
0000000,0001006,0000171,0001004,0003506,0004308,0003807,0000016,001024,000,002,0016,01
0000000,0001065,0002335,0001010,0007414,0008907,0008245,0000243,001024,000,002,0016,01
0000000,0000321,0000100,0001005,0003907,0004738,0004248,0000018,001024,000,000,0128,01
0000000,0001019,0000501,0001015,0007975,0010119,0009237,0000089,001024,000,000,0128,01
0000000,0000962,0000070,0001005,0003818,0004588,0004118,0000017,001024,000,001,0128,01
0000000,0001021,0002615,0001014,0007624,0009358,0008556,0000092,001024,000,001,0128,01
0000000,0000962,0000080,0001004,0003817,0004528,0004058,0000014,001024,000,002,0128,01
0000000,0001020,0002645,0001014,0007645,0009258,0008456,0000087,001024,000,002,0128,01
0000000,0000821,0000060,0001004,0003777,0004409,0003937,0000012,001024,000,000,0512,01
0000000,0001019,0002365,0001014,0007464,0008927,0008025,0000074,001024,000,000,0512,01
0000000,0000822,0000060,0001004,0003767,0004408,0003927,0000012,001024,000,001,0512,01
0000000,0001019,0002415,0001014,0007524,0009117,0007995,0000074,001024,000,001,0512,01
0000000,0000812,0000060,0001004,0003777,0004418,0003938,0000013,001024,000,002,0512,01
0000000,0001019,0002355,0001015,0007584,0010279,0008506,0000074,001024,000,002,0512,01
