tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR
000,00055800,00055800,010,00055800,00000000,00000000,001024,000,000,00000512
001,00055700,00055700,010,00055700,00000000,00000000,001024,000,000,00000512
002,00056200,00056200,010,00056200,00000000,00000000,001024,000,000,00000512
003,00056100,00056100,010,00056100,00000000,00000000,001024,000,000,00000512
004,00057768,00057768,010,00057768,00000000,00000000,001024,000,000,00000512
005,00055781,00055781,010,00055781,00000000,00000000,001024,000,000,00000512
006,00057500,00057500,010,00057500,00000000,00000000,001024,000,000,00000512
007,00056200,00056200,010,00056200,00000000,00000000,001024,000,000,00000512
008,00057776,00057776,010,00057776,00000000,00000000,001024,000,000,00000512
009,00056031,00056031,010,00056031,00000000,00000000,001024,000,000,00000512
010,00056100,00056100,010,00056100,00000000,00000000,001024,000,000,00000512
011,00056600,00056600,010,00056600,00000000,00000000,001024,000,000,00000512
012,00055600,00055600,010,00055600,00000000,00000000,001024,000,000,00000512
013,00056800,00056800,010,00056800,00000000,00000000,001024,000,000,00000512
014,00058256,00058256,010,00058256,00000000,00000000,001024,000,000,00000512
015,00056053,00056053,010,00056053,00000000,00000000,001024,000,000,00000512
016,00056500,00056500,010,00056500,00000000,00000000,001024,000,000,00000512
017,00058227,00058227,010,00058227,00000000,00000000,001024,000,000,00000512
018,00058100,00058100,010,00058100,00000000,00000000,001024,000,000,00000512
019,00058743,00058743,010,00058743,00000000,00000000,001024,000,000,00000512
020,00058395,00058395,010,00058395,00000000,00000000,001024,000,000,00000512
021,00058500,00058500,010,00058500,00000000,00000000,001024,000,000,00000512
022,00059216,00059216,010,00059216,00000000,00000000,001024,000,000,00000512
023,00058476,00058476,010,00058476,00000000,00000000,001024,000,000,00000512
024,00058914,00058914,010,00058914,00000000,00000000,001024,000,000,00000512
025,00059200,00059200,010,00059200,00000000,00000000,001024,000,000,00000512
026,00058800,00058800,010,00058800,00000000,00000000,001024,000,000,00000512
027,00058900,00058900,010,00058900,00000000,00000000,001024,000,000,00000512
028,00058107,00058107,010,00058107,00000000,00000000,001024,000,000,00000512
029,00058900,00058900,010,00058900,00000000,00000000,001024,000,000,00000512
030,00058646,00058646,010,00058646,00000000,00000000,001024,000,000,00000512
031,00058271,00058271,010,00058271,00000000,00000000,001024,000,000,00000512
000,00056328,00056328,010,00056328,00000000,00000000,001024,000,001,00000512
001,00056200,00056200,010,00056200,00000000,00000000,001024,000,001,00000512
002,00056085,00056085,010,00056085,00000000,00000000,001024,000,001,00000512
003,00056831,00056831,010,00056831,00000000,00000000,001024,000,001,00000512
004,00056300,00056300,010,00056300,00000000,00000000,001024,000,001,00000512
005,00056273,00056273,010,00056273,00000000,00000000,001024,000,001,00000512
006,00057202,00057202,010,00057202,00000000,00000000,001024,000,001,00000512
007,00057248,00057248,010,00057248,00000000,00000000,001024,000,001,00000512
008,00056131,00056131,010,00056131,00000000,00000000,001024,000,001,00000512
009,00056208,00056208,010,00056208,00000000,00000000,001024,000,001,00000512
010,00057249,00057249,010,00057249,00000000,00000000,001024,000,001,00000512
011,00058300,00058300,010,00058300,00000000,00000000,001024,000,001,00000512
012,00058500,00058500,010,00058500,00000000,00000000,001024,000,001,00000512
013,00058808,00058808,010,00058808,00000000,00000000,001024,000,001,00000512
014,00057840,00057840,010,00057840,00000000,00000000,001024,000,001,00000512
015,00058066,00058066,010,00058066,00000000,00000000,001024,000,001,00000512
016,00059064,00059064,010,00059064,00000000,00000000,001024,000,001,00000512
017,00058067,00058067,010,00058067,00000000,00000000,001024,000,001,00000512
018,00058623,00058623,010,00058623,00000000,00000000,001024,000,001,00000512
019,00058973,00058973,010,00058973,00000000,00000000,001024,000,001,00000512
020,00059000,00059000,010,00059000,00000000,00000000,001024,000,001,00000512
021,00058800,00058800,010,00058800,00000000,00000000,001024,000,001,00000512
022,00059800,00059800,010,00059800,00000000,00000000,001024,000,001,00000512
023,00058500,00058500,010,00058500,00000000,00000000,001024,000,001,00000512
024,00058807,00058807,010,00058807,00000000,00000000,001024,000,001,00000512
025,00058900,00058900,010,00058900,00000000,00000000,001024,000,001,00000512
026,00059900,00059900,010,00059900,00000000,00000000,001024,000,001,00000512
027,00058948,00058948,010,00058948,00000000,00000000,001024,000,001,00000512
028,00059300,00059300,010,00059300,00000000,00000000,001024,000,001,00000512
029,00059919,00059919,010,00059919,00000000,00000000,001024,000,001,00000512
030,00059900,00059900,010,00059900,00000000,00000000,001024,000,001,00000512
031,00059320,00059320,010,00059320,00000000,00000000,001024,000,001,00000512
000,00056000,00056000,010,00056000,00000000,00000000,001024,000,002,00000512
001,00055876,00055876,010,00055876,00000000,00000000,001024,000,002,00000512
002,00055900,00055900,010,00055900,00000000,00000000,001024,000,002,00000512
003,00055800,00055800,010,00055800,00000000,00000000,001024,000,002,00000512
004,00055500,00055500,010,00055500,00000000,00000000,001024,000,002,00000512
005,00056167,00056167,010,00056167,00000000,00000000,001024,000,002,00000512
006,00055400,00055400,010,00055400,00000000,00000000,001024,000,002,00000512
007,00055100,00055100,010,00055100,00000000,00000000,001024,000,002,00000512
008,00056000,00056000,010,00056000,00000000,00000000,001024,000,002,00000512
009,00056700,00056700,010,00056700,00000000,00000000,001024,000,002,00000512
010,00056200,00056200,010,00056200,00000000,00000000,001024,000,002,00000512
011,00057300,00057300,010,00057300,00000000,00000000,001024,000,002,00000512
012,00057600,00057600,010,00057600,00000000,00000000,001024,000,002,00000512
013,00057700,00057700,010,00057700,00000000,00000000,001024,000,002,00000512
014,00057500,00057500,010,00057500,00000000,00000000,001024,000,002,00000512
015,00059057,00059057,010,00059057,00000000,00000000,001024,000,002,00000512
016,00058478,00058478,010,00058478,00000000,00000000,001024,000,002,00000512
017,00058100,00058100,010,00058100,00000000,00000000,001024,000,002,00000512
018,00058853,00058853,010,00058853,00000000,00000000,001024,000,002,00000512
019,00057897,00057897,010,00057897,00000000,00000000,001024,000,002,00000512
020,00058884,00058884,010,00058884,00000000,00000000,001024,000,002,00000512
021,00059100,00059100,010,00059100,00000000,00000000,001024,000,002,00000512
022,00057833,00057833,010,00057833,00000000,00000000,001024,000,002,00000512
023,00058600,00058600,010,00058600,00000000,00000000,001024,000,002,00000512
024,00059142,00059142,010,00059142,00000000,00000000,001024,000,002,00000512
025,00059500,00059500,010,00059500,00000000,00000000,001024,000,002,00000512
026,00058700,00058700,010,00058700,00000000,00000000,001024,000,002,00000512
027,00059200,00059200,010,00059200,00000000,00000000,001024,000,002,00000512
028,00059483,00059483,010,00059483,00000000,00000000,001024,000,002,00000512
029,00059500,00059500,010,00059500,00000000,00000000,001024,000,002,00000512
030,00059482,00059482,010,00059482,00000000,00000000,001024,000,002,00000512
031,00058725,00058725,010,00058725,00000000,00000000,001024,000,002,00000512
