tid,loop_in_cs,tp,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,numa,cache_misses,c_ho,c_hod,cnNR,mnNR,threadNR,maxHandover
000,00000000,00591647,00005481,010,00421967,00019185,00000000,001024,000,000,00001024,00298070,01,0000016464335194,00000000,00000000,004,004,016,016
001,00000000,00592241,00006057,010,00424019,00019049,00000000,001024,000,000,00001024,00298433,01,0000016004984571,00000000,00000000,004,004,016,016
002,00000000,00591872,00004736,010,00424306,00019168,00000000,001024,000,000,00001024,00297803,01,0000015676856190,00000000,00000000,004,004,016,016
003,00000000,00591109,00004258,010,00426431,00019022,00000000,001024,000,000,00001024,00297269,01,0000016318630889,00000000,00000000,004,004,016,016
004,00000000,00592326,00013800,010,00422226,00018995,00000000,001024,000,000,00001024,00298906,01,0000016431875770,00000000,00000000,004,004,016,016
005,00000000,00589406,00009504,010,00419139,00019289,00000000,001024,000,000,00001024,00297114,01,0000016550648138,00000000,00000000,004,004,016,016
006,00000000,00589398,00006194,010,00420608,00018995,00000000,001024,000,000,00001024,00297142,01,0000016396928954,00000000,00000000,004,004,016,016
007,00000000,00587442,00015558,010,00422020,00019286,00000000,001024,000,000,00001024,00296556,01,0000016104423025,00000000,00000000,004,004,016,016
008,00000000,00590985,00006992,010,00421421,00018997,00000000,001024,000,000,00001024,00297386,01,0000015863081533,00000000,00000000,004,004,016,016
009,00000000,00590070,00007421,010,00422222,00019129,00000000,001024,000,000,00001024,00297486,01,0000016233258592,00000000,00000000,004,004,016,016
010,00000000,00592067,00005919,010,00422921,00019083,00000000,001024,000,000,00001024,00298532,01,0000016218499105,00000000,00000000,004,004,016,016
011,00000000,00591150,00010580,010,00427027,00019027,00000000,001024,000,000,00001024,00297616,01,0000016276433677,00000000,00000000,004,004,016,016
012,00000000,00563981,00005220,010,00402754,00018515,00000000,001024,000,000,00001024,00283852,01,0000001667337808,00000000,00000000,004,004,016,016
013,00000000,00591300,00004458,010,00419260,00019145,00000000,001024,000,000,00001024,00297609,01,0000016326666691,00000000,00000000,004,004,016,016
014,00000000,00589179,00005427,010,00421669,00019087,00000000,001024,000,000,00001024,00296520,01,0000015622341588,00000000,00000000,004,004,016,016
015,00000000,00589627,00009115,010,00418411,00019068,00000000,001024,000,000,00001024,00297317,01,0000016090299813,00000000,00000000,004,004,016,016
000,00000000,00632309,00005964,010,00561867,00019967,00000000,001024,001,000,00001024,00318477,01,0000018096051120,00000000,00000000,004,004,016,016
001,00000000,00633707,00006480,010,00547705,00020044,00000000,001024,001,000,00001024,00319184,01,0000016794862597,00000000,00000000,004,004,016,016
002,00000000,00631974,00004966,010,00559144,00020150,00000000,001024,001,000,00001024,00318942,01,0000017748090702,00000000,00000000,004,004,016,016
003,00000000,00630282,00004535,010,00557095,00020069,00000000,001024,001,000,00001024,00318113,01,0000017878111958,00000000,00000000,004,004,016,016
004,00000000,00633690,00014870,010,00558032,00019955,00000000,001024,001,000,00001024,00319570,01,0000018046348725,00000000,00000000,004,004,016,016
005,00000000,00633675,00010337,010,00566691,00019930,00000000,001024,001,000,00001024,00319495,01,0000018271152872,00000000,00000000,004,004,016,016
006,00000000,00632842,00006455,010,00547641,00020010,00000000,001024,001,000,00001024,00318965,01,0000018061321207,00000000,00000000,004,004,016,016
007,00000000,00632680,00016803,010,00564538,00019741,00000000,001024,001,000,00001024,00318406,01,0000017852775777,00000000,00000000,004,004,016,016
008,00000000,00630920,00007391,010,00561486,00020065,00000000,001024,001,000,00001024,00317377,01,0000017508944109,00000000,00000000,004,004,016,016
009,00000000,00630125,00007831,010,00558842,00019722,00000000,001024,001,000,00001024,00317750,01,0000017937908186,00000000,00000000,004,004,016,016
010,00000000,00629037,00006326,010,00555035,00019900,00000000,001024,001,000,00001024,00316319,01,0000017898932987,00000000,00000000,004,004,016,016
011,00000000,00632009,00011123,010,00551673,00020073,00000000,001024,001,000,00001024,00318413,01,0000017770829188,00000000,00000000,004,004,016,016
012,00000000,00630436,00005586,010,00554670,00019977,00000000,001024,001,000,00001024,00317082,01,0000017881295414,00000000,00000000,004,004,016,016
013,00000000,00606070,00004686,010,00530022,00019271,00000000,001024,001,000,00001024,00305554,01,0000001851800956,00000000,00000000,004,004,016,016
014,00000000,00629938,00005621,010,00563114,00019767,00000000,001024,001,000,00001024,00317041,01,0000017117267678,00000000,00000000,004,004,016,016
015,00000000,00629115,00009886,010,00556751,00020053,00000000,001024,001,000,00001024,00317020,01,0000017581726042,00000000,00000000,004,004,016,016
000,00000000,00396152,00003681,010,00311456,00011723,00000000,001024,002,000,00001024,00199272,01,0000017180358746,00000000,00000000,004,004,016,016
001,00000000,00394731,00004016,010,00309979,00011942,00000000,001024,002,000,00001024,00199085,01,0000016510684292,00000000,00000000,004,004,016,016
002,00000000,00395758,00002974,010,00310221,00011898,00000000,001024,002,000,00001024,00199209,01,0000016823879328,00000000,00000000,004,004,016,016
003,00000000,00391692,00002921,010,00313575,00011688,00000000,001024,002,000,00001024,00198044,01,0000016856707187,00000000,00000000,004,004,016,016
004,00000000,00397238,00009302,010,00312358,00011665,00000000,001024,002,000,00001024,00200036,01,0000017272989287,00000000,00000000,004,004,016,016
005,00000000,00396687,00006366,010,00310534,00011758,00000000,001024,002,000,00001024,00199385,01,0000017145059147,00000000,00000000,004,004,016,016
006,00000000,00393452,00004081,010,00306222,00011837,00000000,001024,002,000,00001024,00198421,01,0000016731423435,00000000,00000000,004,004,016,016
007,00000000,00395989,00010402,010,00311123,00011710,00000000,001024,002,000,00001024,00199659,01,0000016488962155,00000000,00000000,004,004,016,016
008,00000000,00394848,00004568,010,00312432,00011838,00000000,001024,002,000,00001024,00198664,01,0000016300937662,00000000,00000000,004,004,016,016
009,00000000,00394186,00004942,010,00312131,00011704,00000000,001024,002,000,00001024,00198542,01,0000016934459114,00000000,00000000,004,004,016,016
010,00000000,00396238,00004029,010,00306762,00011729,00000000,001024,002,000,00001024,00199618,01,0000016834090123,00000000,00000000,004,004,016,016
011,00000000,00394543,00007058,010,00305666,00011760,00000000,001024,002,000,00001024,00198961,01,0000016759253224,00000000,00000000,004,004,016,016
012,00000000,00396307,00003616,010,00310833,00011773,00000000,001024,002,000,00001024,00199365,01,0000016838848166,00000000,00000000,004,004,016,016
013,00000000,00395576,00002917,010,00309558,00011931,00000000,001024,002,000,00001024,00199304,01,0000016797274699,00000000,00000000,004,004,016,016
014,00000000,00394745,00003434,010,00310081,00011709,00000000,001024,002,000,00001024,00198987,01,0000015995604660,00000000,00000000,004,004,016,016
015,00000000,00380109,00006029,010,00295432,00011600,00000000,001024,002,000,00001024,00192155,01,0000002396697776,00000000,00000000,004,004,016,016
000,00000000,00564609,00005359,010,00400031,00018187,00000000,001024,003,000,00001024,00284275,01,0000016710383373,00000000,00000000,004,004,016,016
001,00000000,00563770,00005751,010,00407114,00018097,00000000,001024,003,000,00001024,00284223,01,0000016355317342,00000000,00000000,004,004,016,016
002,00000000,00563817,00004531,010,00404110,00018208,00000000,001024,003,000,00001024,00283678,01,0000016569122251,00000000,00000000,004,004,016,016
003,00000000,00560993,00004089,010,00400812,00018111,00000000,001024,003,000,00001024,00282217,01,0000016474808021,00000000,00000000,004,004,016,016
004,00000000,00561519,00013365,010,00408846,00018193,00000000,001024,003,000,00001024,00282948,01,0000016861687595,00000000,00000000,004,004,016,016
005,00000000,00561710,00008812,010,00403053,00018288,00000000,001024,003,000,00001024,00282768,01,0000016890790915,00000000,00000000,004,004,016,016
006,00000000,00561502,00005729,010,00400738,00018218,00000000,001024,003,000,00001024,00283077,01,0000016811492867,00000000,00000000,004,004,016,016
007,00000000,00560264,00014846,010,00404453,00018273,00000000,001024,003,000,00001024,00282152,01,0000016499294277,00000000,00000000,004,004,016,016
008,00000000,00559504,00006531,010,00403264,00018218,00000000,001024,003,000,00001024,00281884,01,0000016139824323,00000000,00000000,004,004,016,016
009,00000000,00559080,00006973,010,00398287,00018217,00000000,001024,003,000,00001024,00282096,01,0000016541140984,00000000,00000000,004,004,016,016
010,00000000,00560461,00005613,010,00398904,00018284,00000000,001024,003,000,00001024,00281987,01,0000016422623011,00000000,00000000,004,004,016,016
011,00000000,00560860,00009922,010,00405816,00018096,00000000,001024,003,000,00001024,00282413,01,0000016597212879,00000000,00000000,004,004,016,016
012,00000000,00562444,00005083,010,00402616,00018073,00000000,001024,003,000,00001024,00283287,01,0000016587914483,00000000,00000000,004,004,016,016
013,00000000,00537599,00004224,010,00384859,00017683,00000000,001024,003,000,00001024,00270684,01,0000001706191676,00000000,00000000,004,004,016,016
014,00000000,00559645,00004977,010,00409670,00018306,00000000,001024,003,000,00001024,00282455,01,0000015783995427,00000000,00000000,004,004,016,016
015,00000000,00559002,00008815,010,00401751,00018207,00000000,001024,003,000,00001024,00282154,01,0000016462164144,00000000,00000000,004,004,016,016
000,00000000,00688148,00007741,010,00596689,00018467,00000000,001024,000,001,00001024,00346718,01,0000018135437390,00000000,00000000,004,004,016,016
001,00000000,00687412,00005229,010,00599273,00018759,00000000,001024,000,001,00001024,00345844,01,0000017097734075,00000000,00000000,004,004,016,016
002,00000000,00691174,00275960,010,00588731,00018643,00000000,001024,000,001,00001024,00347559,01,0000017773221171,00000000,00000000,004,004,016,016
003,00000000,00690778,00004680,010,00595454,00018384,00000000,001024,000,001,00001024,00347870,01,0000017874047335,00000000,00000000,004,004,016,016
004,00000000,00686585,00040954,010,00593401,00018826,00000000,001024,000,001,00001024,00345582,01,0000017847820651,00000000,00000000,004,004,016,016
005,00000000,00691732,00006077,010,00590929,00018550,00000000,001024,000,001,00001024,00348352,01,0000018066749180,00000000,00000000,004,004,016,016
006,00000000,00684836,00007514,010,00599407,00018518,00000000,001024,000,001,00001024,00344748,01,0000017880623719,00000000,00000000,004,004,016,016
007,00000000,00688197,00013686,010,00591926,00018489,00000000,001024,000,001,00001024,00346602,01,0000017639161078,00000000,00000000,004,004,016,016
008,00000000,00684360,00008433,010,00598724,00018493,00000000,001024,000,001,00001024,00344438,01,0000017341764333,00000000,00000000,004,004,016,016
009,00000000,00689425,00005645,010,00592597,00018249,00000000,001024,000,001,00001024,00346508,01,0000017753863600,00000000,00000000,004,004,016,016
010,00000000,00685257,00007385,010,00594742,00018463,00000000,001024,000,001,00001024,00345184,01,0000017690595374,00000000,00000000,004,004,016,016
011,00000000,00687547,00013250,010,00592951,00018355,00000000,001024,000,001,00001024,00346258,01,0000017658377305,00000000,00000000,004,004,016,016
012,00000000,00689828,00006666,010,00591317,00018537,00000000,001024,000,001,00001024,00346756,01,0000017742587654,00000000,00000000,004,004,016,016
013,00000000,00687991,00005470,010,00595443,00018466,00000000,001024,000,001,00001024,00346058,01,0000017766430576,00000000,00000000,004,004,016,016
014,00000000,00688331,00006620,010,00599757,00018330,00000000,001024,000,001,00001024,00346616,01,0000017103243647,00000000,00000000,004,004,016,016
015,00000000,00654280,00007303,010,00559951,00017725,00000000,001024,000,001,00001024,00329562,01,0000002352013000,00000000,00000000,004,004,016,016
000,00000000,00595266,00006751,010,00408331,00016948,00000000,001024,001,001,00001024,00299660,01,0000016303059364,00000000,00000000,004,004,016,016
001,00000000,00595710,00004561,010,00413628,00016906,00000000,001024,001,001,00001024,00299732,01,0000015869316782,00000000,00000000,004,004,016,016
002,00000000,00592813,00237925,010,00412990,00016807,00000000,001024,001,001,00001024,00297823,01,0000016084298173,00000000,00000000,004,004,016,016
003,00000000,00596449,00003922,010,00415246,00016991,00000000,001024,001,001,00001024,00300192,01,0000016079145766,00000000,00000000,004,004,016,016
004,00000000,00593466,00035363,010,00412847,00016995,00000000,001024,001,001,00001024,00298568,01,0000016352979324,00000000,00000000,004,004,016,016
005,00000000,00597980,00005089,010,00413621,00016830,00000000,001024,001,001,00001024,00301177,01,0000016504224037,00000000,00000000,004,004,016,016
006,00000000,00593355,00006596,010,00413602,00017128,00000000,001024,001,001,00001024,00298663,01,0000016413679739,00000000,00000000,004,004,016,016
007,00000000,00595034,00012048,010,00413767,00017037,00000000,001024,001,001,00001024,00299410,01,0000015900077328,00000000,00000000,004,004,016,016
008,00000000,00593945,00007392,010,00411557,00016896,00000000,001024,001,001,00001024,00298881,01,0000015780499638,00000000,00000000,004,004,016,016
009,00000000,00594592,00004891,010,00419737,00016908,00000000,001024,001,001,00001024,00299272,01,0000016193142923,00000000,00000000,004,004,016,016
010,00000000,00595265,00006144,010,00413853,00016823,00000000,001024,001,001,00001024,00298819,01,0000016156415386,00000000,00000000,004,004,016,016
011,00000000,00593688,00011202,010,00416944,00016920,00000000,001024,001,001,00001024,00298511,01,0000016085578865,00000000,00000000,004,004,016,016
012,00000000,00591845,00005867,010,00411615,00017060,00000000,001024,001,001,00001024,00297098,01,0000015930583150,00000000,00000000,004,004,016,016
