tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),array_size(B)
RUN 0
000,        16,       1,    0.060857,    0.001604,    0.361547,    0.060470,             256
000,        32,       1,    0.054820,    0.001127,    0.811430,    0.054533,             512
000,        64,       1,    0.053385,    0.001186,    1.042685,    0.052900,            1024
000,       128,       1,    0.053083,    0.001184,    0.149880,    0.052149,            2048
000,       256,       1,    0.054500,    0.001164,    1.097201,    0.052683,            4096
000,       512,       1,    0.056877,    0.001227,    0.123920,    0.053280,            8192
000,      1024,       1,    0.061791,    0.001276,    0.219231,    0.054651,           16384
000,      2048,       1,    0.062346,    0.001305,    1.012785,    0.048123,           32768
000,      4096,       1,    0.076191,    0.001610,    0.524129,    0.047782,           65536
000,      8192,       1,    0.107214,    0.002138,    1.908247,    0.050417,          131072
000,     16384,       1,    0.177742,    0.003154,    1.230558,    0.049388,          262144
000,     32768,       1,    0.279418,    0.004898,    1.832227,    0.052466,          524288
000,     65536,       1,    0.505643,    0.008732,    6.500924,    0.051480,         1048576
000,    131072,       1,    0.987380,    0.016243,    3.076490,    0.052003,         2097152
000,    262144,       1,    1.887100,    0.031547,   15.813295,    0.057486,         4194304
000,    524288,       1,    3.703752,    0.059768,    0.058080,    0.061457,         8388608
000,   1048576,       1,    7.945267,    0.119709,   21.522470,    0.057663,        16777216
001,        16,       1,    0.054427,    0.001605,    1.149990,    0.054207,             256
001,        32,       1,    0.049887,    0.001126,    0.928910,    0.049587,             512
001,        64,       1,    0.048737,    0.001191,    0.834923,    0.048233,            1024
001,       128,       1,    0.045733,    0.001187,    0.959937,    0.044727,            2048
001,       256,       1,    0.052947,    0.001175,    0.898670,    0.050993,            4096
001,       512,       1,    0.057810,    0.001244,    1.095883,    0.053923,            8192
001,      1024,       1,    0.055380,    0.001270,    1.121342,    0.048260,           16384
001,      2048,       1,    0.064143,    0.001303,    0.938237,    0.049929,           32768
001,      4096,       1,    0.080817,    0.001612,    1.209352,    0.052400,           65536
001,      8192,       1,    0.113047,    0.002133,    1.620517,    0.051517,          131072
001,     16384,       1,    0.175310,    0.003154,    2.416327,    0.052287,          262144
001,     32768,       1,    0.299253,    0.004887,    3.334510,    0.053233,          524288
001,     65536,       1,    0.549853,    0.008721,    5.941450,    0.057867,         1048576
001,    131072,       1,    1.049193,    0.016245,   12.063070,    0.056310,         2097152
001,    262144,       1,    2.032013,    0.031539,   23.763243,    0.054980,         4194304
001,    524288,       1,    3.731164,    0.059757,   32.645329,    0.058280,         8388608
001,   1048576,       1,    7.956020,    0.119708,   52.061977,    0.070097,        16777216
002,        16,       1,    0.062493,    0.001607,    0.618677,    0.062257,             256
002,        32,       1,    0.053997,    0.001136,    0.884543,    0.053707,             512
002,        64,       1,    0.056883,    0.001189,    1.119067,    0.056353,            1024
002,       128,       1,    0.053117,    0.001190,    0.908813,    0.052110,            2048
002,       256,       1,    0.055453,    0.001176,    1.040083,    0.053490,            4096
002,       512,       1,    0.065063,    0.001238,    0.862287,    0.060767,            8192
002,      1024,       1,    0.053935,    0.001271,    0.919012,    0.047740,           16384
002,      2048,       1,    0.069850,    0.001305,    1.080428,    0.057515,           32768
002,      4096,       1,    0.074010,    0.001611,    1.418787,    0.049383,           65536
002,      8192,       1,    0.097350,    0.002137,    2.029105,    0.048127,          131072
002,     16384,       1,    0.152035,    0.003147,    2.604963,    0.053622,          262144
002,     32768,       1,    0.283812,    0.004889,    3.648401,    0.056735,          524288
002,     65536,       1,    0.524418,    0.008723,    7.026096,    0.054050,         1048576
002,    131072,       1,    1.038497,    0.016244,   13.130096,    0.054683,         2097152
002,    262144,       1,    2.040230,    0.031538,   27.588787,    0.061807,         4194304
002,    524288,       1,    4.009840,    0.059762,   43.912701,    0.069090,         8388608
002,   1048576,       1,    6.894740,    0.119702,   89.411957,    0.068692,        16777216
003,        16,       1,    0.062257,    0.001604,    1.074233,    0.062033,             256
003,        32,       1,    0.052303,    0.001134,    0.203350,    0.052017,             512
003,        64,       1,    0.054637,    0.001183,    0.888657,    0.054110,            1024
003,       128,       1,    0.067020,    0.001186,    1.020773,    0.066013,            2048
003,       256,       1,    0.066460,    0.001168,    0.532563,    0.064490,            4096
003,       512,       1,    0.056490,    0.001235,    0.199560,    0.052600,            8192
003,      1024,       1,    0.054417,    0.001272,    0.288830,    0.046683,           16384
003,      2048,       1,    0.063947,    0.001304,    0.698047,    0.048530,           32768
003,      4096,       1,    0.084422,    0.001609,    0.331920,    0.055997,           65536
003,      8192,       1,    0.113560,    0.002139,    0.844464,    0.052017,          131072
003,     16384,       1,    0.174523,    0.003148,    0.266529,    0.051493,          262144
003,     32768,       1,    0.294626,    0.004890,    2.767665,    0.067714,          524288
003,     65536,       1,    0.527283,    0.008726,    2.188868,    0.053095,         1048576
003,    131072,       1,    1.005363,    0.016258,    0.070890,    0.059306,         2097152
003,    262144,       1,    1.914629,    0.031544,   21.829903,    0.054895,         4194304
003,    524288,       1,    3.436370,    0.059764,    3.771238,    0.054640,         8388608
003,   1048576,       1,    6.880848,    0.119710,    6.630189,    0.073302,        16777216
004,        16,       1,    0.063700,    0.001605,    0.800254,    0.063486,             256
004,        32,       1,    0.058723,    0.001134,    0.272243,    0.058460,             512
004,        64,       1,    0.053209,    0.001184,    0.505332,    0.052723,            1024
004,       128,       1,    0.059817,    0.001180,    0.359917,    0.058807,            2048
004,       256,       1,    0.056713,    0.001173,    0.272233,    0.054760,            4096
004,       512,       1,    0.055433,    0.001231,    0.413140,    0.051557,            8192
004,      1024,       1,    0.056300,    0.001270,    0.152820,    0.049166,           16384
004,      2048,       1,    0.062498,    0.001302,    0.129371,    0.048268,           32768
004,      4096,       1,    0.084688,    0.001603,    0.156886,    0.056271,           65536
004,      8192,       1,    0.114560,    0.002129,    0.584168,    0.053047,          131072
004,     16384,       1,    0.176127,    0.003159,    0.839729,    0.053113,          262144
004,     32768,       1,    0.301297,    0.004880,    0.628033,    0.055300,          524288
004,     65536,       1,    0.505103,    0.008729,    0.062794,    0.050951,         1048576
004,    131072,       1,    0.961631,    0.016260,    1.090029,    0.053397,         2097152
004,    262144,       1,    2.006748,    0.031544,    9.660278,    0.058257,         4194304
004,    524288,       1,    3.611304,    0.059756,    7.217947,    0.058318,         8388608
004,   1048576,       1,    6.534733,    0.119713,    0.080485,    0.055307,        16777216
005,        16,       1,    0.051022,    0.001604,    0.890612,    0.050877,             256
005,        32,       1,    0.044867,    0.001126,    1.071598,    0.044715,             512
005,        64,       1,    0.046318,    0.001183,    0.781502,    0.046050,            1024
005,       128,       1,    0.043278,    0.001191,    0.854262,    0.042767,            2048
005,       256,       1,    0.053430,    0.001174,    0.763848,    0.051460,            4096
005,       512,       1,    0.043682,    0.001230,    0.645462,    0.041730,            8192
005,      1024,       1,    0.059917,    0.001277,    0.991345,    0.053287,           16384
005,      2048,       1,    0.061558,    0.001302,    0.617225,    0.048340,           32768
005,      4096,       1,    0.077650,    0.001616,    0.923165,    0.051268,           65536
005,      8192,       1,    0.119127,    0.002138,    0.970050,    0.047780,          131072
005,     16384,       1,    0.176595,    0.003147,    2.959347,    0.054246,          262144
005,     32768,       1,    0.281052,    0.004892,    4.274889,    0.053937,          524288
005,     65536,       1,    0.518763,    0.008721,    5.414077,    0.064703,         1048576
005,    131072,       1,    0.962163,    0.016247,   14.185290,    0.053948,         2097152
005,    262144,       1,    1.872831,    0.031534,   29.649416,    0.056374,         4194304
005,    524288,       1,    4.014647,    0.059749,   55.721928,    0.070150,         8388608
005,   1048576,       1,    7.394949,    0.119712,   60.034039,    0.071477,        16777216
006,        16,       1,    0.063840,    0.001599,    0.698810,    0.063627,             256
006,        32,       1,    0.062263,    0.001132,    0.559157,    0.061973,             512
006,        64,       1,    0.051790,    0.001190,    0.217330,    0.051263,            1024
006,       128,       1,    0.059903,    0.001184,    0.431003,    0.058900,            2048
006,       256,       1,    0.061387,    0.001174,    0.199853,    0.059417,            4096
006,       512,       1,    0.063367,    0.001248,    0.348047,    0.059477,            8192
006,      1024,       1,    0.056830,    0.001270,    0.355670,    0.051035,           16384
006,      2048,       1,    0.062120,    0.001305,    0.060650,    0.050565,           32768
006,      4096,       1,    0.072170,    0.001603,    0.245957,    0.049087,           65536
006,      8192,       1,    0.114883,    0.002131,    1.366491,    0.053357,          131072
006,     16384,       1,    0.178047,    0.003158,    0.454762,    0.055040,          262144
006,     32768,       1,    0.261546,    0.004885,    1.565352,    0.057863,          524288
006,     65536,       1,    0.420608,    0.008722,    2.725260,    0.051610,         1048576
006,    131072,       1,    0.801618,    0.016251,    8.175403,    0.055232,         2097152
006,    262144,       1,    1.636333,    0.031540,    8.003654,    0.060500,         4194304
006,    524288,       1,    3.061404,    0.059761,   26.029196,    0.059630,         8388608
006,   1048576,       1,    7.979943,    0.119709,   13.523526,    0.079157,        16777216
007,        16,       1,    0.063260,    0.001603,    0.964607,    0.063040,             256
007,        32,       1,    0.055470,    0.001129,    1.004260,    0.055177,             512
007,        64,       1,    0.057187,    0.001193,    0.443513,    0.056657,            1024
007,       128,       1,    0.055200,    0.001183,    0.658300,    0.054190,            2048
007,       256,       1,    0.063687,    0.001176,    0.608277,    0.061717,            4096
007,       512,       1,    0.056857,    0.001238,    0.934837,    0.052967,            8192
007,      1024,       1,    0.058748,    0.001270,    1.193464,    0.052110,           16384
007,      2048,       1,    0.064790,    0.001305,    0.201548,    0.051575,           32768
007,      4096,       1,    0.087237,    0.001615,    1.118190,    0.060842,           65536
007,      8192,       1,    0.114733,    0.002142,    1.503434,    0.053190,          131072
007,     16384,       1,    0.183260,    0.003150,    2.005213,    0.060223,          262144
007,     32768,       1,    0.267040,    0.004889,    3.063217,    0.056162,          524288
007,     65536,       1,    0.538698,    0.008722,    4.866027,    0.059363,         1048576
007,    131072,       1,    0.932681,    0.016245,   11.113950,    0.055367,         2097152
007,    262144,       1,    1.760710,    0.031539,   25.817106,    0.073947,         4194304
007,    524288,       1,    3.441508,    0.059759,   36.396648,    0.059460,         8388608
007,   1048576,       1,    6.651645,    0.119713,   29.481123,    0.055885,        16777216
008,        16,       1,    0.067123,    0.001599,    0.265730,    0.066823,             256
008,        32,       1,    0.055593,    0.001127,    0.690537,    0.055290,             512
008,        64,       1,    0.064323,    0.001190,    0.288597,    0.063793,            1024
