tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_ac(ms),wait_rel(ms),array_size(B)
RUN 0
000,   1775635, 1775635,   55.703663,      30.000,59694.539062,  207.776215,               0
001,   1775625, 1775625,   55.313946,      30.000,59706.382812,  196.498062,               0
002,   1775627, 1775627,   55.625053,      30.000,59696.285156,  205.899216,               0
003,   1775623, 1775623,   55.639309,      30.000,59703.050781,  199.296265,               0
004,   1775622, 1775622,   55.872135,      30.000,59702.894531,  198.879974,               0
005,   1775621, 1775621,   55.588306,      30.000,59698.082031,  204.095993,               0
006,   1775620, 1775620,   55.788208,      30.000,59702.730469,  200.282532,               0
007,   1775622, 1775622,   55.495678,      30.000,59701.085938,  201.301682,               0
008,   1775622, 1775622,   55.733505,      30.000,59693.753906,  208.001007,               0
009,   1775622, 1775622,   55.776222,      30.000,59708.191406,  193.484985,               0
010,   1775622, 1775622,   55.887112,      30.000,59691.535156,  209.897095,               0
011,   1775621, 1775621,   55.777920,      30.000,59695.371094,  206.244278,               0
012,   1775621, 1775621,   56.059086,      30.000,59702.933594,  197.967392,               0
013,   1775618, 1775618,   55.749016,      30.000,59703.519531,  197.666534,               0
014,   1775621, 1775621,   55.900341,      30.000,59702.816406,  199.577087,               0
015,   1775620, 1775620,   55.859005,      30.000,59701.406250,  199.914917,               0
016,   1775621, 1775621,   55.275215,      30.000,59684.964844,  217.714951,               0
017,   1775620, 1775620,   56.113522,      30.000,59695.863281,  205.344070,               0
018,   1775618, 1775618,   55.749908,      30.000,59699.023438,  203.551651,               0
019,   1775620, 1775620,   55.496735,      30.000,59683.246094,  219.288086,               0
020,   1775620, 1775620,   55.884598,      30.000,59698.789062,  203.409866,               0
021,   1775619, 1775619,   55.966438,      30.000,59688.707031,  213.107697,               0
022,   1775621, 1775621,   55.485317,      30.000,59697.972656,  205.400909,               0
023,   1775621, 1775621,   55.786983,      30.000,59694.242188,  208.330429,               0
024,   1775620, 1775620,   55.804035,      30.000,59702.429688,  199.500366,               0
025,   1775621, 1775621,   55.502460,      30.000,59699.835938,  201.890900,               0
026,   1775620, 1775620,   55.715942,      30.000,59711.289062,  191.354050,               0
027,   1775621, 1775621,   55.650852,      30.000,59709.769531,  192.342499,               0
028,   1775619, 1775619,   55.563858,      30.000,59705.636719,  197.591110,               0
029,   1775618, 1775618,   55.697296,      30.000,59700.265625,  202.036987,               0
030,   1775621, 1775621,   55.506855,      30.000,59703.765625,  198.269180,               0
031,   1775621, 1775621,   55.971947,      30.000,59696.136719,  204.646667,               0
-------------------------------------------------------------------------------------------------------

RUN 1
000,   1794369, 1794369,   56.338375,      30.000,59689.199219,  198.271317,               0
001,   1794369, 1794369,   56.346359,      30.000,59687.410156,  200.204361,               0
002,   1794369, 1794369,   56.346199,      30.000,59698.046875,  189.665955,               0
003,   1794371, 1794371,   56.250160,      30.000,59691.453125,  196.450684,               0
004,   1794367, 1794367,   56.245159,      30.000,59694.511719,  193.079407,               0
005,   1794368, 1794368,   56.074505,      30.000,59692.816406,  195.535126,               0
006,   1794367, 1794367,   56.276306,      30.000,59692.394531,  195.495605,               0
007,   1794367, 1794367,   56.467140,      30.000,59684.222656,  202.822311,               0
008,   1794367, 1794367,   56.336506,      30.000,59693.054688,  193.747849,               0
009,   1794367, 1794367,   56.307720,      30.000,59685.183594,  202.017685,               0
010,   1794366, 1794366,   56.274868,      30.000,59694.468750,  192.517303,               0
011,   1794369, 1794369,   55.909077,      30.000,59686.769531,  200.970993,               0
012,   1794367, 1794367,   56.353508,      30.000,59692.707031,  194.145233,               0
013,   1794370, 1794370,   56.196960,      30.000,59687.574219,  200.003220,               0
014,   1794367, 1794367,   56.006145,      30.000,59690.414062,  197.191299,               0
015,   1794367, 1794367,   56.183559,      30.000,59675.804688,  210.982193,               0
016,   1794373, 1794373,   56.122005,      30.000,59676.625000,  210.764908,               0
017,   1794368, 1794368,   56.309654,      30.000,59673.121094,  213.417282,               0
018,   1794367, 1794367,   56.560822,      30.000,59681.851562,  205.263611,               0
019,   1794362, 1794362,   56.209202,      30.000,59672.363281,  214.467163,               0
020,   1794367, 1794367,   56.666519,      30.000,59677.523438,  209.950531,               0
021,   1794368, 1794368,   56.688488,      30.000,59674.199219,  212.696686,               0
022,   1794369, 1794369,   56.435215,      30.000,59681.355469,  205.907394,               0
023,   1794367, 1794367,   56.230827,      30.000,59682.179688,  204.585358,               0
024,   1794370, 1794370,   56.585033,      30.000,59674.980469,  212.342209,               0
025,   1794370, 1794370,   56.826786,      30.000,59682.726562,  203.529495,               0
026,   1794368, 1794368,   56.241306,      30.000,59678.324219,  210.126816,               0
027,   1794367, 1794367,   56.271759,      30.000,59673.738281,  214.002197,               0
028,   1794367, 1794367,   56.353802,      30.000,59689.417969,  197.699951,               0
029,   1794367, 1794367,   56.363960,      30.000,59683.171875,  203.356293,               0
030,   1794369, 1794369,   56.408134,      30.000,59673.382812,  213.864517,               0
031,   1794368, 1794368,   56.357559,      30.000,59664.054688,  222.678757,               0
-------------------------------------------------------------------------------------------------------

RUN 2
000,   1803319, 1803319,   56.582840,      30.000,59692.941406,  194.140701,               0
001,   1803316, 1803316,   56.599766,      30.000,59691.335938,  195.024887,               0
002,   1803314, 1803314,   56.625114,      30.000,59695.757812,  191.565308,               0
003,   1803315, 1803315,   56.568172,      30.000,59694.210938,  192.121704,               0
004,   1803315, 1803315,   56.561333,      30.000,59692.761719,  194.431198,               0
005,   1803315, 1803315,   56.491013,      30.000,59689.929688,  196.667389,               0
006,   1803314, 1803314,   57.022179,      30.000,59688.523438,  197.711533,               0
007,   1803320, 1803320,   56.944946,      30.000,59671.273438,  214.783920,               0
008,   1803315, 1803315,   56.739185,      30.000,59692.167969,  194.360138,               0
009,   1803324, 1803324,   56.988785,      30.000,59693.160156,  192.209366,               0
010,   1803314, 1803314,   56.610386,      30.000,59689.746094,  196.715363,               0
011,   1803316, 1803316,   56.674999,      30.000,59691.726562,  193.944809,               0
012,   1803315, 1803315,   56.429840,      30.000,59692.832031,  193.904053,               0
013,   1803315, 1803315,   56.701962,      30.000,59690.421875,  195.387955,               0
014,   1803323, 1803323,   56.968266,      30.000,59688.367188,  197.536713,               0
015,   1803315, 1803315,   57.202454,      30.000,59669.312500,  216.002487,               0
016,   1803315, 1803315,   56.036572,      30.000,59667.605469,  219.890854,               0
017,   1803315, 1803315,   56.981613,      30.000,59676.261719,  209.677414,               0
018,   1803314, 1803314,   56.622028,      30.000,59673.277344,  213.416031,               0
019,   1803309, 1803309,   56.645668,      30.000,59677.144531,  208.850098,               0
020,   1803322, 1803322,   56.524841,      30.000,59687.445312,  200.214432,               0
021,   1803316, 1803316,   56.412533,      30.000,59684.425781,  202.642792,               0
022,   1803315, 1803315,   56.718334,      30.000,59682.632812,  204.078506,               0
023,   1803321, 1803321,   56.325012,      30.000,59680.480469,  206.244476,               0
024,   1803316, 1803316,   56.614487,      30.000,59685.054688,  202.485733,               0
025,   1803316, 1803316,   56.430065,      30.000,59680.496094,  206.609573,               0
026,   1803315, 1803315,   56.531281,      30.000,59679.750000,  207.645355,               0
027,   1803316, 1803316,   56.736153,      30.000,59668.171875,  218.344482,               0
028,   1803313, 1803313,   56.926640,      30.000,59679.546875,  206.746979,               0
029,   1803314, 1803314,   56.934368,      30.000,59686.882812,  198.879486,               0
030,   1803316, 1803316,   57.018860,      30.000,59675.082031,  211.530151,               0
031,   1803314, 1803314,   56.387295,      30.000,59669.660156,  217.037369,               0
-------------------------------------------------------------------------------------------------------

RUN 3
000,   1783746, 1783746,   56.146561,      30.000,59696.183594,  191.933441,               0
001,   1783746, 1783746,   55.385948,      30.000,59694.835938,  194.476059,               0
002,   1783746, 1783746,   56.046280,      30.000,59691.773438,  196.355225,               0
003,   1783748, 1783748,   56.224613,      30.000,59690.140625,  197.750259,               0
004,   1783747, 1783747,   56.042660,      30.000,59699.035156,  188.533020,               0
005,   1783747, 1783747,   55.656342,      30.000,59691.593750,  196.826111,               0
006,   1783747, 1783747,   55.773315,      30.000,59689.921875,  198.744980,               0
007,   1783748, 1783748,   55.480602,      30.000,59685.984375,  202.466553,               0
008,   1783748, 1783748,   55.613239,      30.000,59692.632812,  195.691513,               0
009,   1783746, 1783746,   55.720100,      30.000,59688.449219,  199.905838,               0
010,   1783745, 1783745,   56.092232,      30.000,59691.609375,  195.689117,               0
011,   1783750, 1783750,   55.999588,      30.000,59685.062500,  202.559647,               0
012,   1783747, 1783747,   56.220287,      30.000,59694.558594,  192.257339,               0
013,   1783746, 1783746,   56.002148,      30.000,59686.589844,  201.030975,               0
014,   1783746, 1783746,   55.929173,      30.000,59690.726562,  196.972855,               0
015,   1783746, 1783746,   56.167767,      30.000,59688.726562,  198.318100,               0
016,   1783744, 1783744,   55.925968,      30.000,59678.277344,  209.989899,               0
017,   1783750, 1783750,   55.933533,      30.000,59681.996094,  205.811340,               0
018,   1783746, 1783746,   55.823475,      30.000,59682.242188,  205.887268,               0
019,   1783748, 1783748,   56.341206,      30.000,59685.710938,  201.219345,               0
020,   1783747, 1783747,   55.740578,      30.000,59694.835938,  193.515411,               0
021,   1783747, 1783747,   55.684742,      30.000,59692.351562,  195.478882,               0
022,   1783747, 1783747,   55.653294,      30.000,59672.929688,  215.864532,               0
023,   1783748, 1783748,   55.955761,      30.000,59677.347656,  210.552505,               0
024,   1783743, 1783743,   56.031620,      30.000,59675.523438,  212.896851,               0
025,   1783746, 1783746,   56.274395,      30.000,59679.417969,  208.238205,               0
026,   1783747, 1783747,   55.961418,      30.000,59671.246094,  217.289413,               0
027,   1783750, 1783750,   55.928761,      30.000,59672.500000,  215.542679,               0
028,   1783749, 1783749,   56.129501,      30.000,59689.589844,  198.748260,               0
029,   1783747, 1783747,   55.828468,      30.000,59689.839844,  198.378220,               0
030,   1783751, 1783751,   56.022667,      30.000,59679.300781,  208.873047,               0
031,   1783747, 1783747,   55.787987,      30.000,59675.523438,  212.296967,               0
-------------------------------------------------------------------------------------------------------

RUN 4
000,   1805226, 1805226,   56.809708,      30.000,59681.683594,  204.857620,               0
001,   1805225, 1805225,   56.210712,      30.000,59687.429688,  199.886032,               0
002,   1805232, 1805232,   56.270020,      30.000,59697.144531,  190.007126,               0
003,   1805226, 1805226,   56.154015,      30.000,59681.246094,  205.906693,               0
004,   1805225, 1805225,   56.643333,      30.000,59701.554688,  185.205597,               0
005,   1805226, 1805226,   56.352039,      30.000,59690.210938,  197.708725,               0
006,   1805227, 1805227,   56.578175,      30.000,59693.472656,  194.021347,               0
007,   1805226, 1805226,   56.550308,      30.000,59687.636719,  199.507156,               0
008,   1805229, 1805229,   56.808285,      30.000,59686.339844,  199.645905,               0
009,   1805225, 1805225,   56.596687,      30.000,59691.210938,  194.945679,               0
010,   1805223, 1805223,   56.756386,      30.000,59698.476562,  187.372101,               0
011,   1805225, 1805225,   57.224709,      30.000,59670.363281,  215.067017,               0
012,   1805233, 1805233,   56.840439,      30.000,59690.453125,  195.588593,               0
013,   1805226, 1805226,   56.676586,      30.000,59692.078125,  194.784393,               0
014,   1805225, 1805225,   56.500813,      30.000,59695.703125,  191.182373,               0
015,   1805226, 1805226,   56.199261,      30.000,59679.941406,  207.061798,               0
016,   1805083, 1805083,   56.679932,      30.000,59685.042969,  201.723267,               0
017,   1805226, 1805226,   56.606594,      30.000,59677.335938,  208.979218,               0
018,   1805225, 1805225,   56.591427,      30.000,59676.113281,  210.401779,               0
019,   1805225, 1805225,   57.109108,      30.000,59674.378906,  210.827026,               0
020,   1805225, 1805225,   56.910767,      30.000,59668.300781,  218.090317,               0
021,   1805226, 1805226,   56.787006,      30.000,59671.628906,  214.339005,               0
022,   1805225, 1805225,   56.536060,      30.000,59670.636719,  215.888260,               0
023,   1805233, 1805233,   56.489426,      30.000,59673.183594,  212.999008,               0
024,   1805223, 1805223,   56.677399,      30.000,59674.562500,  212.462006,               0
025,   1805234, 1805234,   56.848309,      30.000,59671.468750,  214.774567,               0
026,   1805225, 1805225,   56.764694,      30.000,59667.285156,  219.475540,               0
027,   1805225, 1805225,   56.469292,      30.000,59669.988281,  216.653870,               0
028,   1805228, 1805228,   56.768852,      30.000,59684.660156,  201.673645,               0
029,   1805226, 1805226,   57.266819,      30.000,59689.792969,  195.458511,               0
030,   1805225, 1805225,   56.500118,      30.000,59685.097656,  201.964081,               0
031,   1805224, 1805224,   56.936653,      30.000,59679.308594,  206.550461,               0
-------------------------------------------------------------------------------------------------------

