lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR,pinning
0343293,0001347,0000041,0001040,0002324,0002555,0004960,0000000,001024,000,000,0001,02
0893673,0001901,0000831,0001387,0002976,0003577,0009297,0000000,001024,000,000,0001,02
0594456,0001620,0000050,0001095,0005109,0005230,0007794,0000000,001024,001,000,0001,02
0999999,0003115,0000812,0002042,0006683,0006974,0014678,0000000,001024,001,000,0001,02
0587118,0001610,0000050,0001095,0005099,0005240,0007764,0000000,001024,002,000,0001,02
0999999,0003155,0000811,0002059,0006983,0006893,0014638,0000000,001024,002,000,0001,02
0574387,0001598,0000050,0001080,0005130,0005239,0007864,0000000,001024,003,000,0001,02
0999999,0002989,0000831,0001979,0007264,0007755,0015799,0000000,001024,003,000,0001,02
0341689,0001345,0000041,0001040,0002325,0002565,0004969,0000000,001024,000,001,0001,02
0924770,0001929,0000801,0001385,0003005,0003907,0009558,0000000,001024,000,001,0001,02
0573955,0001598,0000050,0001093,0005099,0005240,0007774,0000000,001024,001,001,0001,02
0999999,0003101,0000811,0001978,0007404,0006813,0013746,0000000,001024,001,001,0001,02
0612720,0001639,0000050,0001097,0005090,0005220,0007775,0000000,001024,002,001,0001,02
0999999,0003192,0000821,0002088,0006582,0007404,0014578,0000000,001024,002,001,0001,02
0561903,0001585,0000050,0001077,0005109,0005269,0007845,0000000,001024,003,001,0001,02
0999999,0002990,0000802,0001957,0006813,0008526,0015899,0000000,001024,003,001,0001,02
0343273,0001347,0000041,0001040,0002335,0002545,0004969,0000000,001024,000,002,0001,02
0884276,0001890,0000821,0001378,0003116,0003356,0009277,0000000,001024,000,002,0001,02
0586367,0001611,0000050,0001094,0005110,0005250,0007795,0000000,001024,001,002,0001,02
0999999,0003192,0000822,0002054,0006642,0007034,0014427,0000000,001024,001,002,0001,02
0595958,0001621,0000050,0001095,0005100,0005250,0007775,0000000,001024,002,002,0001,02
0999999,0003190,0000832,0002043,0007144,0007444,0014247,0000000,001024,002,002,0001,02
0563577,0001587,0000050,0001077,0004889,0005260,0007825,0000000,001024,003,002,0001,02
0999999,0003136,0000811,0001976,0006702,0007755,0015559,0000000,001024,003,002,0001,02
0003136,0000581,0000060,0001002,0002114,0002314,0004438,0000000,001024,000,000,0032,02
0041578,0001040,0000761,0001063,0002715,0003116,0008496,0000000,001024,000,000,0032,02
0005991,0000591,0000060,0001005,0005059,0005179,0007654,0000000,001024,001,000,0032,02
0056726,0001055,0000752,0001075,0009558,0009357,0014107,0000000,001024,001,000,0032,02
0005981,0000582,0000061,0001005,0005050,0005170,0007655,0000000,001024,002,000,0032,02
0055534,0001054,0000761,0001075,0009658,0009968,0014817,0000000,001024,002,000,0032,02
0006011,0000582,0000060,0001005,0005079,0005200,0007734,0000000,001024,003,000,0032,02
0056055,0001055,0000792,0001075,0009057,0009498,0014687,0000000,001024,003,000,0032,02
0003246,0000571,0000060,0001002,0002103,0002305,0004408,0000000,001024,000,001,0032,02
0042038,0001041,0000731,0001063,0002725,0003106,0008806,0000000,001024,000,001,0032,02
0006081,0000581,0000060,0001005,0005030,0005170,0007625,0000000,001024,001,001,0032,02
0056055,0001055,0000741,0001075,0009177,0009347,0014507,0000000,001024,001,001,0032,02
0005971,0000591,0000060,0001005,0005039,0005160,0007644,0000000,001024,002,001,0032,02
0057017,0001056,0000811,0001075,0009337,0009648,0014538,0000000,001024,002,001,0032,02
0006081,0000581,0000060,0001005,0005030,0005170,0007684,0000000,001024,003,001,0032,02
0057247,0001056,0000782,0001075,0009027,0009518,0014537,0000000,001024,003,001,0032,02
0003236,0000571,0000060,0001002,0002104,0002305,0004418,0000000,001024,000,002,0032,02
0042299,0001041,0000761,0001064,0002715,0003115,0008136,0000000,001024,000,002,0032,02
0005991,0000591,0000060,0001005,0005059,0005180,0007655,0000000,001024,001,002,0032,02
0058149,0001057,0000761,0001076,0009307,0009578,0014307,0000000,001024,001,002,0032,02
0006081,0000581,0000060,0001005,0005029,0005169,0007634,0000000,001024,002,002,0032,02
0057568,0001056,0000752,0001076,0009688,0009478,0014718,0000000,001024,002,002,0032,02
0006002,0000591,0000060,0001005,0005080,0005200,0007744,0000000,001024,003,002,0032,02
0057438,0001056,0000801,0001075,0009317,0009418,0014778,0000000,001024,003,002,0032,02
0003196,0000572,0000060,0001002,0002114,0002364,0004428,0000000,001024,000,000,0128,02
0014698,0001014,0000681,0001033,0002745,0003346,0008776,0000000,001024,000,000,0128,02
0006111,0000572,0000060,0001005,0005009,0005200,0007574,0000000,001024,001,000,0128,02
0020528,0001019,0000712,0001037,0009648,0009648,0014587,0000000,001024,001,000,0128,02
0006031,0000581,0000060,0001005,0005060,0005229,0007644,0000000,001024,002,000,0128,02
0020598,0001020,0000731,0001037,0009307,0009929,0014397,0000000,001024,002,000,0128,02
0006141,0000581,0000060,0001005,0005039,0005220,0007655,0000000,001024,003,000,0128,02
0020238,0001019,0000712,0001037,0009147,0009728,0014437,0000000,001024,003,000,0128,02
0003126,0000571,0000060,0001002,0002113,0002324,0004428,0000000,001024,000,001,0128,02
0014687,0001014,0000671,0001034,0002735,0003196,0008286,0000000,001024,000,001,0128,02
0006422,0000561,0000060,0001005,0005210,0005541,0007995,0000000,001024,001,001,0128,02
0022312,0001021,0000711,0001039,0009909,0010129,0015178,0000000,001024,001,001,0128,02
0006061,0000581,0000060,0001005,0005029,0005180,0007574,0000000,001024,002,001,0128,02
0021129,0001020,0000721,0001040,0009428,0009728,0014537,0000000,001024,002,001,0128,02
0006001,0000581,0000060,0001005,0005079,0005209,0007715,0000000,001024,003,001,0128,02
0020889,0001020,0000731,0001040,0009248,0010028,0014817,0000000,001024,003,001,0128,02
0003126,0000581,0000060,0001002,0002104,0002324,0004428,0000000,001024,000,002,0128,02
0014677,0001014,0000692,0001032,0002785,0003276,0009157,0000000,001024,000,002,0128,02
0005981,0000581,0000060,0001005,0005059,0005189,0007644,0000000,001024,001,002,0128,02
0020167,0001019,0000721,0001037,0009458,0009487,0014557,0000000,001024,001,002,0128,02
0005942,0000572,0000060,0001005,0005039,0005170,0007624,0000000,001024,002,002,0128,02
0019817,0001019,0000731,0001039,0009258,0009778,0014718,0000000,001024,002,002,0128,02
0006051,0000581,0000060,0001005,0005039,0005180,0007634,0000000,001024,003,002,0128,02
0019988,0001019,0000722,0001037,0009147,0009408,0014597,0000000,001024,003,002,0128,02
0003337,0000581,0000060,0001002,0002104,0002434,0004409,0000000,001024,000,000,0512,02
0009077,0001008,0000601,0001023,0002885,0003506,0008366,0000000,001024,000,000,0512,02
0006141,0000581,0000060,0001005,0005059,0005270,0007644,0000000,001024,001,000,0512,02
0014186,0001013,0000621,0001026,0009377,0009698,0014207,0000000,001024,001,000,0512,02
0006181,0000581,0000060,0001005,0005019,0005260,0007504,0000000,001024,002,000,0512,02
0014457,0001013,0000612,0001026,0009668,0010119,0014767,0000000,001024,002,000,0512,02
0006201,0000581,0000060,0001005,0005039,0005280,0007545,0000000,001024,003,000,0512,02
0014277,0001013,0000621,0001026,0009318,0009668,0014437,0000000,001024,003,000,0512,02
0003286,0000581,0000060,0001002,0002114,0002434,0004429,0000000,001024,000,001,0512,02
0008987,0001008,0000601,0001023,0002885,0003517,0008365,0000000,001024,000,001,0512,02
0006132,0000581,0000060,0001005,0005050,0005270,0007625,0000000,001024,001,001,0512,02
