tid,wait_acq(ms),wait_rel(ms)
RUN 0
002,  1.196502,  0.000248
002,  0.774107,  0.000137
002,  0.714742,  0.000158
002,  0.615075,  0.000137
002,  0.651478,  0.000135
002,  0.658530,  0.000132
002,  0.286853,  0.000133
002,  0.601298,  0.000078
002,  0.691107,  0.000128
002,  0.738728,  0.000107
001,  0.255388,  0.000302
001,  0.064307,  0.000312
001,  0.327915,  0.000172
001,  0.076392,  0.000115
001,  0.180190,  0.000160
001,  0.071630,  0.000142
001,  0.115712,  0.000147
001,  0.171340,  0.000113
001,  0.074463,  0.000173
001,  0.205695,  0.000133
003,  0.184290,  0.000330
003,  0.412587,  0.000135
003,  0.594663,  0.000150
003,  0.705617,  0.000128
003,  0.531775,  0.000155
003,  0.622340,  0.000117
003,  0.627542,  0.000117
003,  0.519958,  0.009645
003,  0.571268,  0.000112
003,  0.657267,  0.000117
006,  0.581927,  0.000433
006,  0.135778,  0.000345
006,  0.438623,  0.000270
006,  0.238585,  0.000207
006,  0.236193,  0.000263
006,  0.291035,  0.000218
006,  0.234338,  0.000277
006,  0.432848,  0.000323
006,  0.255535,  0.000265
006,  0.502372,  0.000373
005,  0.662175,  0.000378
005,  0.489510,  0.000262
005,  0.153277,  0.000230
005,  0.185472,  0.000203
005,  0.070470,  0.000238
005,  0.185658,  0.000213
005,  0.066015,  0.000245
005,  0.068732,  0.000210
005,  0.199588,  0.000250
005,  0.073743,  0.000202
004,  1.040748,  0.000273
004,  0.530347,  0.000258
004,  0.646060,  0.000240
004,  0.411842,  0.000222
004,  0.582662,  0.000263
004,  0.534067,  0.010143
004,  0.673762,  0.000208
004,  0.572587,  0.000375
004,  0.618975,  0.000207
004,  0.331513,  0.000237
007,  0.959340,  0.000382
007,  0.689105,  0.000270
007,  0.271433,  0.000195
007,  0.498787,  0.000238
007,  0.282468,  0.000255
007,  0.345017,  0.000220
007,  0.549245,  0.000265
007,  0.227618,  0.000162
007,  0.308812,  0.000230
007,  0.609172,  0.009130
008,  0.328900,  0.000390
008,  0.278158,  0.000200
008,  0.000758,  0.000340
008,  0.000378,  0.000197
008,  0.000573,  0.000267
008,  0.000362,  0.000222
008,  0.000605,  0.000227
008,  0.000600,  0.000183
008,  0.000587,  0.000253
008,  0.000635,  0.000212
010,  1.111565,  0.000282
010,  0.640035,  0.009695
010,  0.686085,  0.000155
010,  0.583913,  0.000117
010,  0.615722,  0.000125
010,  0.578220,  0.000340
010,  0.707045,  0.000127
010,  0.689880,  0.000153
010,  0.650453,  0.000122
010,  0.691127,  0.000162
009,  0.001422,  0.000678
009,  0.596938,  0.000237
009,  0.547702,  0.000285
009,  0.452635,  0.000220
009,  0.487990,  0.000248
009,  0.442345,  0.000233
009,  0.511228,  0.000303
009,  0.377175,  0.000217
009,  0.457798,  0.000278
009,  0.447980,  0.000223
011,  0.411810,  0.000272
011,  0.833723,  0.000162
011,  0.755330,  0.000127
011,  0.658138,  0.000153
011,  0.694837,  0.000098
011,  0.707905,  0.000155
011,  0.449308,  0.000125
011,  0.649485,  0.000127
011,  0.721812,  0.000137
011,  0.785440,  0.000112
013,  0.809547,  0.000305
013,  0.348200,  0.000185
013,  0.073097,  0.000420
013,  0.292880,  0.000247
013,  0.394257,  0.000148
013,  0.234437,  0.000157
013,  0.338930,  0.000147
013,  0.276487,  0.000123
013,  0.369667,  0.000143
013,  0.261567,  0.000247
014,  0.887852,  0.000303
014,  0.000643,  0.000483
014,  0.387233,  0.000188
014,  0.354037,  0.000147
014,  0.334898,  0.000190
014,  0.389572,  0.000183
014,  0.391415,  0.000205
014,  0.330295,  0.000153
014,  0.420990,  0.000172
014,  0.386387,  0.000163
012,  0.739533,  0.000313
012,  0.874558,  0.000133
012,  0.798695,  0.000153
012,  0.749872,  0.000290
012,  0.734717,  0.000138
012,  0.744935,  0.000152
012,  0.744170,  0.000138
012,  0.721367,  0.000153
012,  0.767352,  0.000135
012,  0.823438,  0.000142
016,  0.490635,  0.000298
016,  0.201123,  0.000263
016,  0.210913,  0.000155
016,  0.125327,  0.000200
016,  0.121530,  0.000157
016,  0.119007,  0.000417
016,  0.174527,  0.000152
016,  0.121123,  0.000097
016,  0.138162,  0.000130
016,  0.135033,  0.000223
015,  0.097585,  0.000318
015,  0.737918,  0.000157
015,  0.491293,  0.000132
015,  0.539645,  0.008515
015,  0.429018,  0.000167
015,  0.499972,  0.000130
015,  0.582200,  0.000168
015,  0.483045,  0.000130
015,  0.517820,  0.000175
015,  0.554628,  0.000125
-----------------------------------------------------------------------------------------------

RUN 1
002,  0.572273,  0.000158
002,  0.670852,  0.000138
002,  0.509408,  0.000132
002,  0.669577,  0.000150
002,  0.604190,  0.000137
002,  0.652000,  0.000148
002,  0.592100,  0.000148
002,  0.731813,  0.000138
002,  0.619968,  0.000133
002,  0.760693,  0.000110
001,  0.628093,  0.000158
001,  0.511517,  0.000112
001,  0.225183,  0.000187
001,  0.298567,  0.000117
001,  0.203418,  0.000187
001,  0.245178,  0.000113
001,  0.070493,  0.000160
001,  0.347040,  0.000133
001,  0.071775,  0.000148
001,  0.203320,  0.000120
003,  0.387458,  0.000247
003,  0.586850,  0.008135
003,  0.650458,  0.000127
003,  0.551892,  0.007205
003,  0.692082,  0.000143
003,  0.532358,  0.006975
003,  0.676083,  0.000153
003,  0.064412,  0.000132
003,  0.452957,  0.000132
003,  0.671757,  0.007007
006,  0.863937,  0.000300
006,  0.000565,  0.000307
006,  0.455025,  0.000267
006,  0.353238,  0.000328
006,  0.377632,  0.000263
006,  0.349268,  0.000242
006,  0.241030,  0.000277
006,  0.403893,  0.000218
006,  0.399942,  0.000253
006,  0.458497,  0.000223
005,  0.513660,  0.000262
005,  0.086425,  0.000183
005,  0.113092,  0.000275
005,  0.129477,  0.000222
005,  0.065757,  0.015750
005,  0.070563,  0.000197
005,  0.189517,  0.000257
005,  0.223842,  0.000225
005,  0.308730,  0.000267
005,  0.399830,  0.000225
004,  0.810733,  0.000213
004,  0.629360,  0.000203
004,  0.281182,  0.000205
004,  0.604650,  0.000202
004,  0.484143,  0.000183
004,  0.584158,  0.000208
004,  0.275797,  0.000190
004,  0.670155,  0.000215
004,  0.550893,  0.000205
004,  0.631207,  0.000208
007,  0.755112,  0.000242
007,  0.345930,  0.000218
007,  0.573305,  0.000245
007,  0.248182,  0.000192
007,  0.264992,  0.000222
007,  0.298342,  0.000212
007,  0.493487,  0.000255
007,  0.592178,  0.000215
007,  0.256970,  0.000222
007,  0.873133,  0.000250
008,  0.334098,  0.000242
008,  0.218360,  0.000163
008,  0.333340,  0.000152
008,  0.071178,  0.000202
008,  0.000680,  0.000252
008,  0.000327,  0.000160
008,  0.000493,  0.000208
008,  0.000367,  0.000170
008,  0.000508,  0.000205
008,  0.000692,  0.000178
010,  0.451362,  0.000188
010,  0.754492,  0.000140
010,  0.691142,  0.000122
010,  0.633197,  0.000142
010,  0.570968,  0.000128
010,  0.620483,  0.000127
010,  0.559597,  0.000128
010,  0.701735,  0.000143
010,  0.590385,  0.000112
010,  0.715785,  0.000115
009,  0.170677,  0.000297
009,  0.279210,  0.000238
009,  0.398842,  0.000282
009,  0.467480,  0.000223
009,  0.539190,  0.000240
009,  0.450032,  0.000232
009,  0.440648,  0.000233
009,  0.543633,  0.000233
009,  0.519253,  0.000250
009,  0.575953,  0.000238
011,  0.926628,  0.000153
011,  0.717703,  0.000137
011,  0.552682,  0.000108
011,  0.715765,  0.000112
011,  0.652395,  0.000138
011,  0.694333,  0.000128
011,  0.635050,  0.000135
011,  0.775578,  0.000127
011,  0.667353,  0.000152
011,  0.801368,  0.000127
013,  0.097620,  0.000180
013,  0.398453,  0.000150
013,  0.164668,  0.000185
013,  0.189153,  0.000143
013,  0.428840,  0.000172
013,  0.187443,  0.000120
013,  0.331588,  0.000158
013,  0.505875,  0.000117
013,  0.134248,  0.000157
013,  0.273893,  0.000110
014,  0.692305,  0.000208
014,  0.452738,  0.000130
014,  0.000583,  0.000388
014,  0.411992,  0.000145
014,  0.324418,  0.000182
014,  0.396608,  0.000147
014,  0.382383,  0.000200
014,  0.451412,  0.000137
014,  0.360725,  0.000165
014,  0.521828,  0.000138
012,  0.223097,  0.000165
012,  0.788767,  0.000128
012,  0.729243,  0.000162
012,  0.751453,  0.000125
012,  0.735335,  0.000132
012,  0.737515,  0.000128
012,  0.716697,  0.000113
012,  0.809757,  0.000148
012,  0.703703,  0.000117
012,  0.843553,  0.000115
016,  0.000860,  0.000533
016,  0.152570,  0.000227
016,  0.057035,  0.000355
016,  0.000487,  0.000323
016,  0.141175,  0.000165
016,  0.132380,  0.000105
016,  0.122593,  0.000270
016,  0.275073,  0.000095
016,  0.194993,  0.000125
016,  0.331013,  0.000105
015,  0.279807,  0.000215
015,  0.555948,  0.000170
015,  0.613373,  0.000208
015,  0.515383,  0.000152
015,  0.769187,  0.000187
015,  0.494760,  0.000173
015,  0.526663,  0.000182
015,  0.629488,  0.007973
015,  0.727638,  0.000173
015,  0.074297,  0.000287
-----------------------------------------------------------------------------------------------

