lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,array_size,nodeID,run,lockNR
0006984,0000191,0000040,0001006,0005751,0006412,0013235,001024,001,000,0256
0014097,0010311,0000321,0001086,0016712,0013546,0031699,001024,001,000,0256
0007003,0000191,0000040,0001006,0005771,0006423,0013275,001024,002,000,0256
0014226,0010314,0000321,0001086,0015910,0013555,0031018,001024,002,000,0256
0006993,0000190,0000040,0001006,0005730,0006403,0013215,001024,003,000,0256
0014157,0010313,0000321,0001089,0016622,0013556,0031450,001024,003,000,0256
0007160,0000231,0000051,0001006,0005988,0006549,0013699,001024,004,000,0256
0015211,0007197,0000380,0001083,0016904,0014440,0031734,001024,004,000,0256
0007044,0000191,0000040,0001006,0005741,0006462,0013285,001024,001,001,0256
0015449,0010311,0000321,0001109,0018926,0014878,0034344,001024,001,001,0256
0007063,0000190,0000040,0001006,0005781,0006483,0013355,001024,002,001,0256
0015059,0010315,0000321,0001107,0018454,0014478,0033423,001024,002,001,0256
0007083,0000191,0000040,0001006,0005801,0006492,0013395,001024,003,001,0256
0015429,0010313,0000330,0001108,0018815,0014818,0034004,001024,003,001,0256
0007200,0000240,0000051,0001005,0005448,0006400,0013269,001024,004,001,0256
0013469,0007197,0000691,0001092,0010565,0011868,0023212,001024,004,001,0256
0006984,0000191,0000040,0001005,0005711,0006402,0013225,001024,001,002,0256
0013676,0010311,0000321,0001091,0016481,0013085,0030928,001024,001,002,0256
0006983,0000190,0000040,0001005,0005700,0006402,0013205,001024,002,002,0256
0014197,0010347,0000321,0001093,0016962,0013576,0031790,001024,002,002,0256
0006993,0000191,0000040,0001005,0005691,0006402,0013215,001024,003,002,0256
0014437,0010315,0000321,0001092,0016912,0013826,0031890,001024,003,002,0256
0007102,0000231,0000050,0001006,0005829,0006480,0013482,001024,004,002,0256
0015194,0007200,0000371,0001092,0016597,0014334,0031101,001024,004,002,0256
