lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0000000,0000140,0000030,0001007,0007374,0007725,0007925,0000016,001024,000,000,16384
0000000,0003340,0000511,0001206,0018125,0017072,0018965,0002345,001024,000,000,16384
0000000,0000141,0000030,0001007,0005150,0005931,0005190,0000013,001024,001,000,16384
0000000,0001778,0000531,0001086,0007214,0014478,0007234,0000766,001024,001,000,16384
0000000,0000140,0000030,0001005,0005130,0006021,0005180,0000012,001024,002,000,16384
0000000,0002854,0000411,0001139,0007093,0014347,0007194,0001845,001024,002,000,16384
0000000,0000140,0000030,0001007,0007454,0007795,0008015,0000016,001024,000,001,16384
0000000,0003331,0000511,0001206,0018294,0017263,0019076,0002331,001024,000,001,16384
0000000,0000140,0000030,0001007,0005150,0005951,0005190,0000013,001024,001,001,16384
0000000,0001785,0000561,0001088,0007123,0014608,0007154,0000778,001024,001,001,16384
0000000,0000140,0000030,0001005,0005140,0006051,0005190,0000012,001024,002,001,16384
0000000,0002810,0000441,0001136,0007283,0014577,0007264,0001804,001024,002,001,16384
0000000,0000141,0000030,0001007,0007424,0007764,0007975,0000016,001024,000,002,16384
0000000,0003307,0000511,0001204,0018115,0017102,0018876,0002308,001024,000,002,16384
0000000,0000141,0000030,0001007,0005150,0005931,0005190,0000013,001024,001,002,16384
0000000,0001804,0000441,0001088,0007123,0014478,0007133,0000785,001024,001,002,16384
0000000,0000141,0000030,0001005,0005140,0006032,0005190,0000013,001024,002,002,16384
0000000,0002830,0000431,0001137,0007114,0014457,0007193,0001826,001024,002,002,16384
