tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,        65,      65,    0.012390
001,        65,      65,    0.013017
002,        65,      65,    0.009860
003,        66,      66,    0.012980
004,        65,      65,    0.009783
005,        65,      65,    0.014147
006,        65,      65,    0.009683
007,        65,      65,    0.011033
008,        65,      65,    0.014343
009,        65,      65,    0.012533
010,        66,      66,    0.011030
011,        65,      65,    0.008393
012,        65,      65,    0.010197
013,        66,      66,    0.012120
014,        65,      65,    0.012773
015,        65,      65,    0.008703
016,        65,      65,    0.014407
017,        65,      65,    0.013278
018,        65,      65,    0.013910
019,        65,      65,    0.011977
020,        65,      65,    0.011140
021,        65,      65,    0.010357
022,        65,      65,    0.010057
023,        65,      65,    0.010700
024,        65,      65,    0.014407
025,        64,      64,    0.011007
026,        64,      64,    0.010973
027,        64,      64,    0.009947
028,        64,      64,    0.010167
-------------------------------------------------------------------------------------------------------

RUN 1
000,        63,      63,    0.013250
001,        63,      63,    0.009617
002,        64,      64,    0.013323
003,        63,      63,    0.010707
004,        63,      63,    0.012383
005,        63,      63,    0.007907
006,        64,      64,    0.013023
007,        63,      63,    0.011463
008,        63,      63,    0.010497
009,        63,      63,    0.012030
010,        63,      63,    0.012620
011,        63,      63,    0.006260
012,        63,      63,    0.009400
013,        63,      63,    0.012027
014,        63,      63,    0.009077
015,        63,      63,    0.011147
016,        63,      63,    0.014390
017,        63,      63,    0.009937
018,        63,      63,    0.010633
019,        63,      63,    0.013047
020,        63,      63,    0.009017
021,        63,      63,    0.012257
022,        63,      63,    0.013390
023,        63,      63,    0.013203
024,        63,      63,    0.011877
025,        63,      63,    0.012870
026,        64,      64,    0.010090
027,        63,      63,    0.012363
028,        64,      64,    0.013763
-------------------------------------------------------------------------------------------------------

RUN 2
000,        64,      64,    0.014173
001,        64,      64,    0.010453
002,        64,      64,    0.010693
003,        64,      64,    0.010743
004,        64,      64,    0.008863
005,        63,      63,    0.010360
006,        64,      64,    0.012463
007,        64,      64,    0.012887
008,        64,      64,    0.010047
009,        63,      63,    0.009410
010,        63,      63,    0.009307
011,        63,      63,    0.011477
012,        64,      64,    0.009180
013,        63,      63,    0.011727
014,        63,      63,    0.013103
015,        63,      63,    0.010360
016,        64,      64,    0.013963
017,        63,      63,    0.009993
018,        64,      64,    0.014447
019,        64,      64,    0.013423
020,        64,      64,    0.009527
021,        63,      63,    0.013147
022,        63,      63,    0.012523
023,        63,      63,    0.013027
024,        64,      64,    0.011730
025,        64,      64,    0.014300
026,        64,      64,    0.013377
027,        64,      64,    0.012200
028,        63,      63,    0.014107
-------------------------------------------------------------------------------------------------------

RUN 3
000,        64,      64,    0.011917
001,        64,      64,    0.009977
002,        65,      65,    0.010377
003,        65,      65,    0.010897
004,        64,      64,    0.009870
005,        64,      64,    0.011113
006,        65,      65,    0.010057
007,        65,      65,    0.013417
008,        65,      65,    0.013570
009,        64,      64,    0.011977
010,        64,      64,    0.013637
011,        65,      65,    0.009103
012,        64,      64,    0.010037
013,        64,      64,    0.012473
014,        64,      64,    0.007577
015,        65,      65,    0.013280
016,        64,      64,    0.009847
017,        64,      64,    0.009447
018,        65,      65,    0.013663
019,        65,      65,    0.013040
020,        64,      64,    0.013027
021,        65,      65,    0.012780
022,        65,      65,    0.014553
023,        65,      65,    0.011987
024,        64,      64,    0.012090
025,        65,      65,    0.010247
026,        64,      64,    0.014850
027,        64,      64,    0.012787
028,        65,      65,    0.014443
-------------------------------------------------------------------------------------------------------

RUN 4
000,        64,      64,    0.011160
001,        64,      64,    0.013673
002,        64,      64,    0.014027
003,        64,      64,    0.013433
004,        63,      63,    0.012757
005,        63,      63,    0.009247
006,        64,      64,    0.009577
007,        64,      64,    0.008700
008,        63,      63,    0.011987
009,        63,      63,    0.010470
010,        64,      64,    0.009820
011,        63,      63,    0.012097
012,        64,      64,    0.013317
013,        63,      63,    0.011453
014,        64,      64,    0.013257
015,        64,      64,    0.013447
016,        64,      64,    0.010273
017,        63,      63,    0.009780
018,        64,      64,    0.012850
019,        63,      63,    0.009983
020,        64,      64,    0.010647
021,        63,      63,    0.012727
022,        63,      63,    0.014037
023,        64,      64,    0.013393
024,        64,      64,    0.011983
025,        64,      64,    0.013110
026,        65,      65,    0.010707
027,        64,      64,    0.009693
028,        64,      64,    0.012793
-------------------------------------------------------------------------------------------------------

