lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,array_size,nodeID,run,lockNR
0007263,0000331,0000030,0001006,0005180,0006542,0013055,001024,001,000,0256
0011101,0004299,0000741,0001295,0007895,0009508,0019747,001024,001,000,0256
0007274,0000331,0000030,0001006,0005180,0006542,0013085,001024,002,000,0256
0011441,0004323,0000731,0001295,0007955,0009658,0019547,001024,002,000,0256
0007314,0000341,0000030,0001006,0005200,0006562,0013134,001024,003,000,0256
0011973,0004258,0000752,0001283,0008506,0010200,0020088,001024,003,000,0256
0007304,0000331,0000030,0001006,0005180,0006543,0013115,001024,004,000,0256
0013014,0037375,0000742,0001302,0009638,0011051,0021751,001024,004,000,0256
0007294,0000341,0000030,0001006,0005210,0006553,0013115,001024,001,001,0256
0012012,0004235,0000742,0001298,0008626,0010089,0020018,001024,001,001,0256
0007243,0000331,0000030,0001006,0005180,0006542,0013035,001024,002,001,0256
0010730,0004332,0000731,0001303,0008005,0009238,0018995,001024,002,001,0256
0007244,0000331,0000030,0001006,0005180,0006533,0013055,001024,003,001,0256
0010980,0004289,0000722,0001301,0007785,0009328,0019226,001024,003,001,0256
0007244,0000331,0000030,0001006,0005179,0006533,0013044,001024,004,001,0256
0011642,0006340,0000731,0001302,0008386,0009818,0020137,001024,004,001,0256
0007283,0000331,0000030,0001006,0005190,0006543,0013104,001024,001,002,0256
0011792,0003993,0000752,0001255,0008927,0010159,0019837,001024,001,002,0256
0007264,0000331,0000030,0001006,0005170,0006533,0013075,001024,002,002,0256
0011302,0003999,0000742,0001250,0008065,0009858,0019567,001024,002,002,0256
0006973,0000331,0000030,0001005,0005139,0006141,0012654,001024,003,002,0256
0011662,0004741,0000732,0001319,0008175,0009948,0019407,001024,003,002,0256
0007264,0000331,0000030,0001006,0005160,0006542,0013055,001024,004,002,0256
0011361,0043665,0000742,0001295,0008466,0009558,0020599,001024,004,002,0256
