lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,array_size,nodeID,run,lockNR
0007564,0000652,0000060,0001006,0005341,0006703,0013255,001024,001,000,0512
0011371,0012198,0001392,0002128,0008767,0009969,0018755,001024,001,000,0512
0007545,0000592,0000060,0001006,0005330,0006693,0013205,001024,002,000,0512
0011181,0012709,0001373,0002134,0008586,0009829,0018365,001024,002,000,0512
0007654,0000621,0000080,0001006,0005401,0006772,0013396,001024,003,000,0512
0014528,0011960,0001503,0002019,0009929,0012604,0022503,001024,003,000,0512
0007074,0000661,0000061,0001005,0005160,0006231,0012613,001024,004,000,0512
0011392,0014853,0001353,0002567,0008225,0009548,0018585,001024,004,000,0512
0007554,0000611,0000060,0001006,0005340,0006702,0013225,001024,001,001,0512
0011341,0012499,0001382,0002126,0008737,0009999,0018605,001024,001,001,0512
0007565,0000632,0000060,0001006,0005350,0006703,0013255,001024,002,001,0512
0011171,0011955,0001383,0002120,0008647,0009798,0018485,001024,002,001,0512
0007654,0000651,0000080,0001006,0005400,0006753,0013395,001024,003,001,0512
0014096,0012153,0001503,0002025,0010099,0012263,0021671,001024,003,001,0512
0007073,0000661,0000061,0001005,0005159,0006221,0012584,001024,004,001,0512
0011242,0015417,0001353,0002548,0007965,0009588,0018374,001024,004,001,0512
0007534,0000591,0000060,0001006,0005321,0006703,0013195,001024,001,002,0512
0010960,0011813,0001392,0002129,0008516,0009748,0018305,001024,001,002,0512
0007534,0000602,0000060,0001006,0005320,0006702,0013195,001024,002,002,0512
0011412,0011933,0001403,0002131,0008586,0010019,0018605,001024,002,002,0512
0007675,0000651,0000080,0001006,0005410,0006783,0013435,001024,003,002,0512
0014087,0011675,0001493,0002019,0009898,0012022,0022162,001024,003,002,0512
0007113,0000671,0000070,0001005,0005170,0006262,0012664,001024,004,002,0512
0012173,0014697,0001412,0002616,0008426,0010059,0020077,001024,004,002,0512
