lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0000000,0000821,0000130,0001005,0005250,0006041,0012133,0000014,001024,000,000,16384
0000000,0003382,0000521,0001083,0007465,0010780,0018695,0001615,001024,000,000,16384
0000000,0000811,0000120,0001007,0007504,0008045,0016662,0000018,001024,001,000,16384
0000000,0010750,0000481,0001169,0018835,0018285,0034465,0007528,001024,001,000,16384
0000000,0000802,0000121,0001007,0007484,0008035,0016671,0000018,001024,002,000,16384
0000000,0010778,0000521,0001168,0018705,0018254,0034184,0007397,001024,002,000,16384
0000000,0000801,0000120,0001005,0005240,0006111,0012053,0000014,001024,003,000,16384
0000000,0009525,0000471,0001134,0011672,0013646,0022272,0004793,001024,003,000,16384
0000000,0000822,0000130,0001005,0005240,0006062,0012153,0000015,001024,000,001,16384
0000000,0004094,0001001,0001081,0007594,0011050,0018765,0001853,001024,000,001,16384
0000000,0000822,0000120,0001007,0007485,0008065,0016691,0000018,001024,001,001,16384
0000000,0010734,0000541,0001173,0018856,0018275,0034385,0008555,001024,001,001,16384
0000000,0000831,0000120,0001007,0007454,0008065,0016612,0000018,001024,002,001,16384
0000000,0010735,0000511,0001171,0018925,0018334,0034475,0008371,001024,002,001,16384
0000000,0000812,0000121,0001005,0005250,0006141,0012123,0000015,001024,003,001,16384
0000000,0009599,0000541,0001137,0012213,0013806,0022252,0004785,001024,003,001,16384
0000000,0000812,0000130,0001005,0005240,0006071,0012153,0000015,001024,000,002,16384
0000000,0003979,0000982,0001080,0007955,0011161,0018965,0001762,001024,000,002,16384
0000000,0000792,0000120,0001007,0007494,0008075,0016711,0000018,001024,001,002,16384
0000000,0010684,0000551,0001172,0018825,0018284,0034415,0008184,001024,001,002,16384
0000000,0000792,0000120,0001007,0007454,0008056,0016612,0000018,001024,002,002,16384
0000000,0010721,0000491,0001172,0018555,0018264,0034165,0008056,001024,002,002,16384
0000000,0000792,0000120,0001005,0005249,0006132,0012123,0000015,001024,003,002,16384
0000000,0009626,0000471,0001137,0012093,0013946,0022773,0004741,001024,003,002,16384
