tid,lock_impl_time(ms)
RUN 0
001, 19111.633
002, 19769.572
003, 19226.248
004, 19501.836
005, 19153.867
006, 19399.281
007, 19137.686
008, 19446.199
009, 19293.018
010, 19720.877
011, 19014.527
012, 19537.643
015, 19242.953
014, 19491.902
013, 19097.250
016, 19499.908
017, 19340.248
018, 19471.172
019, 19316.863
020, 19560.680
021, 19379.037
022, 19696.273
023, 18975.412
024, 19646.105
026, 19051.309
025, 19497.797
027, 19177.088
028, 19558.916
029, 19493.834
-----------------------------------------------------------------------------------------------

RUN 1
001, 19162.840
002, 19697.305
003, 19234.531
004, 19421.994
005, 19293.275
006, 19558.119
007, 19256.867
008, 19476.816
009, 19358.691
010, 19504.650
011, 19345.012
012, 19465.051
015, 19439.021
014, 19493.836
013, 19233.537
016, 19514.006
017, 18955.414
018, 19358.748
019, 19227.334
020, 19550.141
021, 19091.652
022, 19636.092
023, 19162.143
024, 19364.863
026, 19113.316
025, 19422.867
027, 19063.816
028, 19506.328
029, 19128.312
-----------------------------------------------------------------------------------------------

RUN 2
001, 19378.617
002, 19592.523
003, 19124.309
004, 19382.957
005, 19362.266
006, 19348.227
007, 19415.994
008, 19190.982
009, 19257.758
010, 19482.541
011, 19300.377
012, 19271.797
015, 19309.275
014, 19371.814
013, 19289.555
016, 19560.217
017, 19439.092
018, 19362.197
019, 19500.594
020, 19454.137
021, 19222.361
022, 19501.740
023, 19263.982
024, 19378.080
026, 19279.256
025, 19259.775
027, 19104.639
028, 19222.434
029, 19197.803
-----------------------------------------------------------------------------------------------

RUN 3
001, 19643.688
002, 19346.000
003, 19590.016
004, 19117.508
005, 19670.604
006, 19196.820
007, 19601.982
008, 19107.070
009, 19289.924
010, 19233.859
011, 19513.961
012, 18888.326
015, 19469.635
014, 19140.037
013, 19588.709
016, 18881.555
017, 19604.246
018, 19042.553
019, 19500.822
020, 19252.809
021, 19608.879
022, 19285.451
023, 19572.020
024, 19087.043
026, 19578.541
025, 18982.938
027, 19476.076
028, 19137.773
029, 19676.787
-----------------------------------------------------------------------------------------------

RUN 4
001, 19916.471
002, 19034.951
003, 20018.027
004, 18591.375
005, 19980.297
006, 18795.240
007, 19854.625
008, 18347.908
009, 19986.715
010, 19158.527
011, 20020.705
012, 18444.502
015, 20011.045
014, 18668.328
013, 20022.012
016, 18122.879
017, 19963.814
018, 18594.324
019, 20035.172
020, 18273.217
021, 19974.568
022, 18874.238
023, 19947.006
024, 18363.461
026, 19974.965
025, 18305.355
027, 19938.613
028, 18697.408
029, 20002.807
-----------------------------------------------------------------------------------------------

