lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR,numa,cnNR,mnNR,threadNR,maxHandover
0000000,0001009,0000170,0001002,0002004,0002494,0001522,0000008,001024,000,000,00000008,01,001,002,016,016
0000000,0001056,0000851,0001005,0002554,0003316,0002575,0000117,001024,000,000,00000008,01,001,002,016,016
0000000,0000171,0000151,0001002,0002144,0002655,0002134,0000010,001024,000,000,00000128,01,001,002,016,016
0000000,0001010,0000521,0001006,0002965,0003707,0002975,0000045,001024,000,000,00000128,01,001,002,016,016
0000000,0000170,0000031,0001002,0002124,0002655,0002134,0000010,001024,000,000,00001024,01,001,002,016,016
0000000,0001008,0000631,0001006,0002905,0003677,0002955,0000037,001024,000,000,00001024,01,001,002,016,016
0000000,0001008,0000160,0001014,0003737,0002955,0002033,0000017,001024,000,000,00000008,01,004,002,016,016
0000000,0001579,0000591,0001507,0005531,0006442,0005430,0000592,001024,000,000,00000008,01,004,002,016,016
0000000,0001008,0000150,0001015,0002244,0004529,0003426,0000017,001024,001,000,00000008,01,004,002,016,016
0000000,0001805,0000551,0001653,0005440,0006462,0005400,0000820,001024,001,000,00000008,01,004,002,016,016
0000000,0001011,0000150,0001036,0008767,0009548,0008616,0000067,001024,002,000,00000008,01,004,002,016,016
0000000,0002519,0000521,0002299,0010389,0011161,0010269,0001479,001024,002,000,00000008,01,004,002,016,016
0000000,0001011,0000150,0001036,0008766,0009547,0008616,0000067,001024,003,000,00000008,01,004,002,016,016
0000000,0002557,0000521,0002305,0010349,0011171,0010259,0001506,001024,003,000,00000008,01,004,002,016,016
0000000,0000171,0000030,0001009,0005751,0006402,0005951,0000013,001024,000,000,00000128,01,004,002,016,016
0000000,0001091,0000411,0001093,0013205,0014116,0013295,0000140,001024,000,000,00000128,01,004,002,016,016
0000000,0000171,0000030,0001010,0008746,0009638,0008787,0000011,001024,001,000,00000128,01,004,002,016,016
0000000,0001068,0000350,0001090,0013074,0013936,0013154,0000143,001024,001,000,00000128,01,004,002,016,016
0000000,0000170,0000030,0001009,0008757,0009548,0008776,0000064,001024,002,000,00000128,01,004,002,016,016
0000000,0001075,0000360,0001125,0013055,0013776,0013134,0000181,001024,002,000,00000128,01,004,002,016,016
0000000,0000170,0000030,0001008,0006302,0007043,0006582,0000049,001024,003,000,00000128,01,004,002,016,016
0000000,0001106,0000360,0001139,0010299,0011020,0010279,0000176,001024,003,000,00000128,01,004,002,016,016
0000000,0000170,0000030,0001003,0002886,0003426,0002966,0000011,001024,000,000,00001024,01,004,002,016,016
0000000,0001048,0000311,0001069,0011982,0012904,0012013,0000091,001024,000,000,00001024,01,004,002,016,016
0000000,0000171,0000031,0001004,0008806,0009648,0008846,0000011,001024,001,000,00001024,01,004,002,016,016
0000000,0001086,0000631,0001094,0012253,0013205,0012303,0000108,001024,001,000,00001024,01,004,002,016,016
0000000,0000170,0000030,0001005,0004859,0005540,0004879,0000051,001024,002,000,00001024,01,004,002,016,016
0000000,0001054,0000371,0001090,0011591,0012313,0011582,0000126,001024,002,000,00001024,01,004,002,016,016
0000000,0000170,0000030,0001008,0008616,0009398,0008636,0000053,001024,003,000,00001024,01,004,002,016,016
0000000,0001088,0000361,0001125,0011211,0011913,0011201,0000172,001024,003,000,00001024,01,004,002,016,016
