lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0020158,0000150,0000030,0001009,0028063,0019466,0028022,0000000,001024,000,000,16384
0235002,0001234,0000240,0001233,0050284,0042980,0050155,0000000,001024,000,000,16384
0020289,0000150,0000031,0001010,0028664,0019607,0028624,0000000,001024,001,000,16384
0234172,0001233,0000291,0001233,0050465,0042971,0050335,0000000,001024,001,000,16384
0020248,0000150,0000031,0001010,0028484,0019557,0028443,0000000,001024,002,000,16384
0234780,0001234,0000301,0001234,0050594,0042961,0050465,0000000,001024,002,000,16384
0021590,0000150,0000031,0001010,0030317,0020879,0030277,0000000,001024,000,001,16384
0249259,0001248,0000310,0001247,0050896,0043422,0050785,0000000,001024,000,001,16384
0021571,0000150,0000031,0001010,0030337,0020870,0030297,0000000,001024,001,001,16384
0248148,0001247,0000311,0001246,0050866,0043402,0050736,0000000,001024,001,001,16384
0021170,0000150,0000031,0001010,0028634,0020468,0028594,0000000,001024,002,001,16384
0249598,0001249,0000310,0001246,0050695,0043421,0050575,0000000,001024,002,001,16384
0021881,0000150,0000031,0001010,0030187,0021170,0030147,0000000,001024,000,002,16384
0253838,0001253,0000311,0001252,0050946,0043652,0050825,0000000,001024,000,002,16384
0021861,0000150,0000031,0001010,0030107,0021160,0030067,0000000,001024,001,002,16384
0255152,0001254,0000320,0001251,0051016,0043632,0050896,0000000,001024,001,002,16384
0021901,0000150,0000031,0001010,0030267,0021200,0030227,0000000,001024,002,002,16384
0254047,0001253,0000321,0001252,0051106,0043582,0050976,0000000,001024,002,002,16384
