tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),lwait_acq, lwait_rel,gwait_acq,gwait_rel,array_size(B),client_id,run
000,         0,       0,    0.000010,    0.000000,    0.101799,    0.050260,    0.001031,    0.000275,    0.100411,    0.049809,         0,               0,000,000
000,         0,       0,    0.000010,    0.000000,    3.550619,    0.028055,    3.517230,    0.000330,    0.033235,    0.027648,         0,               0,000,000
000,         0,       0,    0.000007,    0.000000,    0.028672,    0.031459,    0.000231,    0.000203,    0.028328,    0.031042,         0,               0,000,000
000,         0,       0,    0.000007,    0.000000,    1.791446,    0.028838,    1.758400,    0.000169,    0.032930,    0.028597,         0,               0,000,000
000,         0,       0,    0.000010,    0.000000,    0.062671,    0.031290,    0.000061,    0.000126,    0.062404,    0.031073,         0,               0,000,000
000,         0,       0,    0.000007,    0.000000,    0.027620,    0.033130,    0.000079,    0.007176,    0.027457,    0.025825,         0,               0,000,000
000,         0,       0,    0.000007,    0.000000,    0.034757,    0.030058,    0.000297,    0.000110,    0.034291,    0.029860,         0,               0,000,000
000,         0,       0,    0.000010,    0.000000,    0.028682,    0.026396,    0.000226,    0.000066,    0.028375,    0.026256,         0,               0,000,000
000,         0,       0,    0.000008,    0.000000,    0.026723,    0.033719,    0.000219,    0.000120,    0.026414,    0.033415,         0,               0,000,000
000,         0,       0,    0.000007,    0.000000,    0.029385,    0.026607,    0.000370,    0.000248,    0.028877,    0.026284,         0,               0,000,000
000,         0,       0,    0.000010,    0.000000,    0.026647,    0.046450,    0.000049,    0.000076,    0.026508,    0.046176,         0,               0,000,000
000,         0,       0,    0.000007,    0.000000,    1.191056,    0.033221,    1.153864,    0.000225,    0.037056,    0.032855,         0,               0,000,000
000,         0,       0,    0.000007,    0.000000,    3.108467,    0.035423,    3.075752,    0.000203,    0.032576,    0.035140,         0,               0,000,000
000,         0,       0,    0.000010,    0.000000,    0.032910,    0.030327,    0.000077,    0.000113,    0.032689,    0.029963,         0,               0,000,000
000,         0,       0,    0.000010,    0.000000,    1.857824,    0.027553,    1.823837,    0.000286,    0.033772,    0.027158,         0,               0,000,000
000,         0,       0,    0.000007,    0.000000,    0.035168,    0.033070,    0.000217,    0.000180,    0.034811,    0.032647,         0,               0,000,000
000,         0,       0,    0.000007,    0.000000,    0.142474,    0.028259,    0.105320,    0.000273,    0.037000,    0.027905,         0,               0,000,000
000,         0,       0,    0.000010,    0.000000,    0.027130,    0.033691,    0.000049,    0.000079,    0.026994,    0.033527,         0,               0,000,000
000,         0,       0,    0.000010,    0.000000,    0.032847,    0.030274,    0.000420,    0.000110,    0.032323,    0.030033,         0,               0,000,000
000,         0,       0,    0.000010,    0.000000,    0.027761,    0.034737,    0.000545,    0.000083,    0.027135,    0.034577,         0,               0,000,000
001,         0,       0,    0.000010,    0.000000,    0.392714,    0.026762,    0.340613,    0.000300,    0.051803,    0.026325,         0,               0,000,000
001,         0,       0,    0.000010,    0.000000,    4.289426,    0.026568,    4.261924,    0.000241,    0.027383,    0.026095,         0,               0,000,000
001,         0,       0,    0.000010,    0.000000,    0.432986,    0.023675,    0.406714,    0.000227,    0.026151,    0.023385,         0,               0,000,000
001,         0,       0,    0.000010,    0.000000,    0.024102,    0.026260,    0.000254,    0.000053,    0.023780,    0.026146,         0,               0,000,000
001,         0,       0,    0.000010,    0.000000,    0.026219,    0.023508,    0.000213,    0.000049,    0.025926,    0.023394,         0,               0,000,000
001,         0,       0,    0.000007,    0.000000,    0.023917,    0.023288,    0.000224,    0.000050,    0.023565,    0.023182,         0,               0,000,000
001,         0,       0,    0.000007,    0.000000,    0.026903,    0.024967,    0.000076,    0.000049,    0.026760,    0.024848,         0,               0,000,000
001,         0,       0,    0.000010,    0.000000,    0.023878,    0.023681,    0.000065,    0.000048,    0.023745,    0.023565,         0,               0,000,000
001,         0,       0,    0.000007,    0.000000,    0.023948,    0.032027,    0.000066,    0.000053,    0.023815,    0.031846,         0,               0,000,000
001,         0,       0,    0.000010,    0.000000,    0.027974,    0.024409,    0.000347,    0.000223,    0.027551,    0.023979,         0,               0,000,000
001,         0,       0,    0.000010,    0.000000,    5.570980,    0.027042,    5.544253,    0.000232,    0.026614,    0.026756,         0,               0,000,000
001,         0,       0,    0.000010,    0.000000,    0.025122,    0.024068,    0.000050,    0.000051,    0.024995,    0.023950,         0,               0,000,000
001,         0,       0,    0.000007,    0.000000,    0.025332,    0.024487,    0.000208,    0.000045,    0.025038,    0.024373,         0,               0,000,000
001,         0,       0,    0.000010,    0.000000,    0.029175,    0.025162,    0.000047,    0.000052,    0.029000,    0.025033,         0,               0,000,000
001,         0,       0,    0.000007,    0.000000,    0.025554,    0.025162,    0.000407,    0.000052,    0.025079,    0.025031,         0,               0,000,000
001,         0,       0,    0.000007,    0.000000,    0.025478,    0.025418,    0.000208,    0.000051,    0.025201,    0.025230,         0,               0,000,000
001,         0,       0,    0.000010,    0.000000,    0.027930,    0.024372,    0.000449,    0.000046,    0.027412,    0.024257,         0,               0,000,000
001,         0,       0,    0.000010,    0.000000,    0.026715,    0.024856,    0.000223,    0.000048,    0.026426,    0.024676,         0,               0,000,000
001,         0,       0,    0.000010,    0.000000,    0.984950,    0.024861,    0.955547,    0.000107,    0.029271,    0.024661,         0,               0,000,000
001,         0,       0,    0.000007,    0.000000,    0.025437,    0.024732,    0.000225,    0.000048,    0.025151,    0.024613,         0,               0,000,000
002,         0,       0,    0.000010,    0.000000,    0.204574,    0.041020,    0.151434,    0.000320,    0.052911,    0.040541,         0,               0,000,000
002,         0,       0,    0.000010,    0.000000,    1.554365,    0.025182,    1.527116,    0.000228,    0.027149,    0.024884,         0,               0,000,000
002,         0,       0,    0.000010,    0.000000,    0.025200,    0.024845,    0.000068,    0.000223,    0.025043,    0.024563,         0,               0,000,000
002,         0,       0,    0.000007,    0.000000,    0.025885,    0.024486,    0.000049,    0.000048,    0.025758,    0.024373,         0,               0,000,000
002,         0,       0,    0.000010,    0.000000,    0.025125,    0.025077,    0.000046,    0.000051,    0.024947,    0.024955,         0,               0,000,000
002,         0,       0,    0.000007,    0.000000,    0.026077,    0.024789,    0.000215,    0.000225,    0.025781,    0.024495,         0,               0,000,000
002,         0,       0,    0.000010,    0.000000,    0.025617,    0.024409,    0.000050,    0.000051,    0.025487,    0.024293,         0,               0,000,000
002,         0,       0,    0.000007,    0.000000,    0.028049,    0.024914,    0.000331,    0.000220,    0.027638,    0.024635,         0,               0,000,000
002,         0,       0,    0.000010,    0.000000,    0.025579,    0.025161,    0.000044,    0.000051,    0.025457,    0.024981,         0,               0,000,000
002,         0,       0,    0.000010,    0.000000,    0.026299,    0.024590,    0.000857,    0.000091,    0.025353,    0.024442,         0,               0,000,000
002,         0,       0,    0.000007,    0.000000,    0.025258,    0.025422,    0.000208,    0.000222,    0.024960,    0.025139,         0,               0,000,000
002,         0,       0,    0.000010,    0.000000,    0.026107,    0.024562,    0.000213,    0.000046,    0.025815,    0.024448,         0,               0,000,000
002,         0,       0,    0.000007,    0.000000,    0.025363,    0.025174,    0.000041,    0.000052,    0.025180,    0.025051,         0,               0,000,000
002,         0,       0,    0.000007,    0.000000,    0.025493,    0.024609,    0.000207,    0.000049,    0.025208,    0.024496,         0,               0,000,000
002,         0,       0,    0.000007,    0.000000,    0.025357,    0.035476,    0.000333,    0.000051,    0.024943,    0.035353,         0,               0,000,000
002,         0,       0,    0.000007,    0.000000,    0.029051,    0.024577,    0.000106,    0.000223,    0.028875,    0.024296,         0,               0,000,000
002,         0,       0,    0.000010,    0.000000,    0.024482,    0.024545,    0.000221,    0.000054,    0.024176,    0.024366,         0,               0,000,000
002,         0,       0,    0.000007,    0.000000,    0.235272,    0.029273,    0.207134,    0.000252,    0.028054,    0.028942,         0,               0,000,000
002,         0,       0,    0.000007,    0.000000,    0.024949,    0.023743,    0.000217,    0.000044,    0.024631,    0.023627,         0,               0,000,000
002,         0,       0,    0.000007,    0.000000,    0.024658,    0.024186,    0.000071,    0.000041,    0.024502,    0.024069,         0,               0,000,000
003,         0,       0,    0.000007,    0.000000,    3.636717,    0.030629,    3.596218,    0.000333,    0.040246,    0.030124,         0,               0,000,000
003,         0,       0,    0.000010,    0.000000,    2.445540,    0.027706,    2.407043,    0.000289,    0.038362,    0.027350,         0,               0,000,000
003,         0,       0,    0.000007,    0.000000,    0.025448,    0.024892,    0.000092,    0.000066,    0.025268,    0.024757,         0,               0,000,000
003,         0,       0,    0.000010,    0.000000,    0.029535,    0.031748,    0.000043,    0.000102,    0.029338,    0.031515,         0,               0,000,000
003,         0,       0,    0.000010,    0.000000,    6.603349,    0.027805,    6.564534,    0.000265,    0.038439,    0.027451,         0,               0,000,000
003,         0,       0,    0.000010,    0.000000,    0.025677,    0.024922,    0.000086,    0.000059,    0.025508,    0.024778,         0,               0,000,000
003,         0,       0,    0.000010,    0.000000,    0.027286,    0.030622,    0.000034,    0.000097,    0.027146,    0.030413,         0,               0,000,000
003,         0,       0,    0.000007,    0.000000,    0.028036,    0.024878,    0.000389,    0.000054,    0.027556,    0.024693,         0,               0,000,000
003,         0,       0,    0.000010,    0.000000,    0.230827,    0.026509,    0.199634,    0.000098,    0.031038,    0.026310,         0,               0,000,000
003,         0,       0,    0.000010,    0.000000,    0.027801,    0.026872,    0.000059,    0.000080,    0.027663,    0.026699,         0,               0,000,000
003,         0,       0,    0.000010,    0.000000,    0.031245,    0.027390,    0.000052,    0.000090,    0.031070,    0.027204,         0,               0,000,000
003,         0,       0,    0.000007,    0.000000,    0.025387,    0.024518,    0.000219,    0.000055,    0.025020,    0.024382,         0,               0,000,000
003,         0,       0,    0.000011,    0.000000,    0.029417,    0.030607,    0.000036,    0.000097,    0.029274,    0.030388,         0,               0,000,000
003,         0,       0,    0.000010,    0.000000,    0.028787,    0.024841,    0.000611,    0.000219,    0.028088,    0.024560,         0,               0,000,000
003,         0,       0,    0.000012,    0.000000,    0.030272,    0.032304,    0.000034,    0.000184,    0.030117,    0.031922,         0,               0,000,000
003,         0,       0,    0.000007,    0.000000,    0.110683,    0.031152,    0.056348,    0.000260,    0.054196,    0.030719,         0,               0,000,000
003,         0,       0,    0.000010,    0.000000,    0.029839,    0.024862,    0.000442,    0.000220,    0.029296,    0.024578,         0,               0,000,000
003,         0,       0,    0.000007,    0.000000,    0.031181,    0.031897,    0.000033,    0.000185,    0.031057,    0.031544,         0,               0,000,000
003,         0,       0,    0.000010,    0.000000,    0.452880,    0.026308,    0.423435,    0.000257,    0.029288,    0.025981,         0,               0,000,000
003,         0,       0,    0.000012,    0.000000,    0.031150,    0.030453,    0.000223,    0.000096,    0.030741,    0.030228,         0,               0,000,000
004,         0,       0,    0.000010,    0.000000,    1.538723,    0.025789,    1.501937,    0.000166,    0.036548,    0.025472,         0,               0,000,000
004,         0,       0,    0.000010,    0.000000,    1.057293,    0.040982,    1.032466,    0.000254,    0.024754,    0.040596,         0,               0,000,000
004,         0,       0,    0.000007,    0.000000,    3.931592,    0.025097,    3.899196,    0.000100,    0.032250,    0.024922,         0,               0,000,000
004,         0,       0,    0.000007,    0.000000,    0.027102,    0.024674,    0.000099,    0.000046,    0.026913,    0.024553,         0,               0,000,000
004,         0,       0,    0.000010,    0.000000,    0.024946,    0.023953,    0.000035,    0.000047,    0.024845,    0.023832,         0,               0,000,000
004,         0,       0,    0.000007,    0.000000,    0.024774,    0.026197,    0.000036,    0.000227,    0.024658,    0.025900,         0,               0,000,000
004,         0,       0,    0.000007,    0.000000,    0.025807,    0.024377,    0.000210,    0.000049,    0.025521,    0.024206,         0,               0,000,000
004,         0,       0,    0.000010,    0.000000,    0.818143,    0.024504,    0.792182,    0.000093,    0.025895,    0.024352,         0,               0,000,000
004,         0,       0,    0.000007,    0.000000,    0.026713,    0.024428,    0.000039,    0.000053,    0.026599,    0.024316,         0,               0,000,000
004,         0,       0,    0.000010,    0.000000,    0.024696,    0.024141,    0.000220,    0.000053,    0.024405,    0.024017,         0,               0,000,000
004,         0,       0,    0.000010,    0.000000,    0.025011,    0.025658,    0.000211,    0.000054,    0.024671,    0.025542,         0,               0,000,000
004,         0,       0,    0.000007,    0.000000,    0.026364,    0.024129,    0.000038,    0.000053,    0.026258,    0.024004,         0,               0,000,000
004,         0,       0,    0.000010,    0.000000,    0.024928,    0.024652,    0.000214,    0.000225,    0.024639,    0.024375,         0,               0,000,000
004,         0,       0,    0.000010,    0.000000,    0.026655,    0.024080,    0.000052,    0.000048,    0.026535,    0.023962,         0,               0,000,000
004,         0,       0,    0.000010,    0.000000,    0.024877,    0.024276,    0.000232,    0.000051,    0.024571,    0.024023,         0,               0,000,000
004,         0,       0,    0.000010,    0.000000,    2.126249,    0.029476,    2.099744,    0.000222,    0.026417,    0.029187,         0,               0,000,000
004,         0,       0,    0.000007,    0.000000,    0.026559,    0.024334,    0.000053,    0.000052,    0.026408,    0.024205,         0,               0,000,000
004,         0,       0,    0.000007,    0.000000,    0.024697,    0.024669,    0.000073,    0.000047,    0.024557,    0.024547,         0,               0,000,000
004,         0,       0,    0.000007,    0.000000,    0.025822,    0.024657,    0.000206,    0.000053,    0.025477,    0.024531,         0,               0,000,000
004,         0,       0,    0.000007,    0.000000,    0.026669,    0.024692,    0.000036,    0.000049,    0.026558,    0.024584,         0,               0,000,000
005,         0,       0,    0.000010,    0.000000,    0.298471,    0.040027,    0.244935,    0.000345,    0.053265,    0.039540,         0,               0,000,000
005,         0,       0,    0.000007,    0.000000,    7.043548,    0.025231,    7.014993,    0.000259,    0.028386,    0.024902,         0,               0,000,000
005,         0,       0,    0.000007,    0.000000,    0.029304,    0.024539,    0.000112,    0.000050,    0.029123,    0.024427,         0,               0,000,000
005,         0,       0,    0.000010,    0.000000,    0.025325,    0.024689,    0.000211,    0.000048,    0.025037,    0.024583,         0,               0,000,000
005,         0,       0,    0.000010,    0.000000,    0.025496,    0.026198,    0.000056,    0.000222,    0.025364,    0.025922,         0,               0,000,000
005,         0,       0,    0.000007,    0.000000,    0.024840,    0.024499,    0.000048,    0.000049,    0.024713,    0.024328,         0,               0,000,000
005,         0,       0,    0.000007,    0.000000,    1.759958,    0.027203,    1.731880,    0.000225,    0.027964,    0.026907,         0,               0,000,000
005,         0,       0,    0.000007,    0.000000,    0.026303,    0.024943,    0.000047,    0.000056,    0.026166,    0.024815,         0,               0,000,000
