tid,lock_impl_time(ms)
RUN 0
003,  1.325805
003,  1.044387
003,  0.977500
003,  1.005450
003,  0.964800
003,  0.958470
003,  1.026070
003,  0.987460
003,  0.943265
003,  0.883750
001,  0.093488
001,  1.377507
001,  1.000290
001,  0.984858
001,  0.984208
001,  0.922368
001,  0.948785
001,  0.996272
001,  0.993812
001,  0.908122
002,  1.147737
002,  1.115632
002,  0.980568
002,  1.026593
002,  0.975223
002,  0.945003
002,  1.027897
002,  0.995680
002,  0.972232
002,  0.883165
004,  0.002585
004,  1.415825
004,  0.999923
004,  0.985157
004,  0.989578
004,  0.938332
004,  0.951543
004,  1.022612
004,  0.991283
004,  0.919732
005,  0.568192
005,  1.274402
005,  0.994358
005,  1.019752
005,  0.981452
005,  0.941035
005,  0.987112
005,  0.982953
005,  0.987560
005,  0.897723
006,  0.877893
006,  1.169917
006,  0.987587
006,  1.029893
006,  0.985683
006,  0.957685
006,  1.025963
006,  0.994312
006,  0.991333
006,  0.889220
007,  1.064753
007,  1.112540
007,  0.958668
007,  1.003390
007,  0.961787
007,  0.925503
007,  1.015040
007,  0.980427
007,  0.968192
007,  0.861877
008,  0.973562
008,  1.103383
008,  0.953463
008,  1.000203
008,  0.956693
008,  0.925335
008,  0.996778
008,  0.979708
008,  0.963965
008,  0.862277
009,  0.758463
009,  1.181170
009,  0.968235
009,  1.020862
009,  0.988043
009,  0.944945
009,  0.989325
009,  0.985660
009,  0.988880
009,  0.875823
010,  0.480313
010,  1.282727
010,  0.995455
010,  0.992053
010,  0.992522
010,  0.942772
010,  0.989913
010,  0.989103
010,  1.011737
010,  0.902732
012,  0.652397
012,  1.236183
012,  0.986010
012,  1.017613
012,  0.979697
012,  0.941230
012,  1.002518
012,  0.959610
012,  0.991150
012,  0.876560
011,  1.235220
011,  1.063440
011,  0.966047
011,  0.984417
011,  0.959073
011,  0.946343
011,  1.008548
011,  0.972673
011,  0.948572
011,  0.881378
013,  0.184735
013,  1.361018
013,  1.009070
013,  0.987623
013,  0.987322
013,  0.929708
013,  0.962902
013,  0.987388
013,  0.987060
013,  0.898665
014,  1.423680
014,  0.986220
014,  0.975220
014,  0.982857
014,  0.933572
014,  0.947892
014,  1.014880
014,  0.983802
014,  0.912638
014,  0.884508
015,  0.296005
015,  1.334678
015,  1.010955
015,  0.995947
015,  0.999805
015,  0.941492
015,  0.985508
015,  0.979033
015,  1.002943
015,  0.884235
016,  0.387080
016,  1.295422
016,  1.007233
016,  1.006172
016,  0.992203
016,  0.923553
016,  0.997407
016,  0.987133
016,  1.013647
016,  0.901450
-----------------------------------------------------------------------------------------------

RUN 1
003,  1.114703
003,  0.946237
003,  0.936470
003,  0.966593
003,  0.934788
003,  0.960782
003,  0.936462
003,  1.090135
003,  0.943607
003,  0.947873
001,  0.404647
001,  1.061670
001,  0.949342
001,  0.946408
001,  0.995328
001,  0.966507
001,  0.954613
001,  1.003495
001,  1.066807
001,  0.970818
002,  1.057048
002,  0.965945
002,  0.946693
002,  0.978068
002,  0.948140
002,  0.975800
002,  0.947932
002,  1.085700
002,  0.977445
002,  0.967547
004,  0.002472
004,  1.063480
004,  0.944303
004,  0.939375
004,  0.968880
004,  0.930327
004,  0.954765
004,  0.924793
004,  1.058645
004,  0.935980
005,  0.538215
005,  1.022135
005,  0.938148
005,  0.921603
005,  0.990752
005,  0.941747
005,  0.937117
005,  1.021355
005,  1.020498
005,  0.960548
006,  0.623447
006,  1.030850
006,  0.954348
006,  0.942842
006,  1.013330
006,  0.960995
006,  0.956717
006,  1.041943
006,  1.018588
006,  0.977500
007,  0.757757
007,  1.002008
007,  0.942112
007,  0.924172
007,  0.978908
007,  0.970377
007,  0.939578
007,  1.028953
007,  1.009485
007,  0.954088
008,  0.904620
008,  0.981935
008,  0.933928
008,  0.927530
008,  0.960640
008,  0.957705
008,  0.924135
008,  1.040705
008,  0.981590
008,  0.961962
009,  0.835300
009,  1.000743
009,  0.944942
009,  0.932792
009,  0.964452
009,  0.969117
009,  0.936777
009,  1.032255
009,  0.962827
009,  0.931110
010,  0.107417
010,  1.048353
010,  0.936913
010,  0.931988
010,  0.963375
010,  0.937645
010,  0.936927
010,  0.931160
010,  1.047392
010,  0.910150
012,  0.693198
012,  1.014067
012,  0.940825
012,  0.918943
012,  0.969042
012,  0.961058
012,  0.915157
012,  1.013503
012,  1.004507
012,  0.938907
011,  0.971218
011,  0.972815
011,  0.949908
011,  0.965727
011,  0.954098
011,  0.978175
011,  0.947257
011,  1.068012
011,  0.964193
011,  0.940195
013,  0.332605
013,  1.057563
013,  0.933937
013,  0.931452
013,  0.976993
013,  0.943785
013,  0.939597
013,  0.983470
013,  1.061093
013,  0.948538
014,  0.473973
014,  1.036608
014,  0.928248
014,  0.911528
014,  0.986885
014,  0.942970
014,  0.933015
014,  1.007312
014,  1.005543
014,  0.959272
015,  0.190210
015,  1.053625
015,  0.933153
015,  0.939038
015,  0.971023
015,  0.949252
015,  0.944673
015,  0.969943
015,  1.067528
015,  0.927022
016,  0.265675
016,  1.061373
016,  0.938528
016,  0.944097
016,  0.975030
016,  0.964568
016,  0.937448
016,  0.984273
016,  1.063242
016,  0.948175
-----------------------------------------------------------------------------------------------

