tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),array_size(B)
RUN 0
000,     64421,   64421,    1.596912,   30.000000,26890.064453, 3105.401611,               0
001,     64360,   64360,    1.594003,   30.000000,26807.113281, 3187.832275,               0
002,     64879,   64879,    1.485941,   30.000000,26703.484375, 3291.794189,               0
003,     64208,   64208,    1.476252,   30.000000,26856.128906, 3139.355713,               0
004,     64353,   64353,    1.594630,   30.000000,26826.472656, 3169.223633,               0
005,     64861,   64861,    1.599003,   30.000000,26572.097656, 3422.211426,               0
006,     64239,   64239,    1.474046,   30.000000,26693.212891, 3301.656982,               0
007,     64300,   64300,    1.502169,   30.000000,26689.517578, 3305.261719,               0
-------------------------------------------------------------------------------------------------------

RUN 1
000,     64049,   64049,    1.590006,   30.000000,26982.890625, 3012.576172,               0
001,     64049,   64049,    1.584225,   30.000000,26768.332031, 3226.462891,               0
002,     64078,   64078,    1.463513,   30.000000,26830.970703, 3164.113281,               0
003,     64059,   64059,    1.465288,   30.000000,26898.101562, 3097.294189,               0
004,     64072,   64072,    1.594488,   30.000000,27000.460938, 2995.374756,               0
005,     64088,   64088,    1.591305,   30.000000,26699.908203, 3294.679443,               0
006,     64080,   64080,    1.470707,   30.000000,26746.738281, 3248.112549,               0
007,     64058,   64058,    1.479566,   30.000000,26777.316406, 3217.620605,               0
-------------------------------------------------------------------------------------------------------

RUN 2
000,     63969,   63969,    1.587472,   30.000000,26966.976562, 3028.942627,               0
001,     63987,   63987,    1.589938,   30.000000,26673.136719, 3321.694092,               0
002,     63994,   63994,    1.482759,   30.000000,26837.431641, 3157.596191,               0
003,     63897,   63897,    1.471405,   30.000000,26893.283203, 3102.171631,               0
004,     63933,   63933,    1.588640,   30.000000,26947.226562, 3048.448975,               0
005,     63975,   63975,    1.578449,   30.000000,26669.134766, 3325.232666,               0
006,     63884,   63884,    1.472792,   30.000000,26768.400391, 3226.613281,               0
007,     63881,   63881,    1.475815,   30.000000,26681.238281, 3313.832764,               0
-------------------------------------------------------------------------------------------------------

RUN 3
000,     64088,   64088,    1.582538,   30.000000,26966.189453, 3029.509521,               0
001,     64075,   64075,    1.593082,   30.000000,26707.345703, 3287.138428,               0
002,     64391,   64391,    1.472896,   30.000000,26854.310547, 3140.743408,               0
003,     63994,   63994,    1.489066,   30.000000,26874.658203, 3121.069336,               0
004,     64092,   64092,    1.587275,   30.000000,26987.189453, 3008.323730,               0
005,     64341,   64341,    1.587808,   30.000000,26686.660156, 3307.682861,               0
006,     64023,   64023,    1.476303,   30.000000,26791.625000, 3203.373535,               0
007,     64089,   64089,    1.471366,   30.000000,26719.853516, 3275.324219,               0
-------------------------------------------------------------------------------------------------------

RUN 4
000,     63609,   63609,    1.569243,   30.000000,26967.619141, 3028.079102,               0
001,     63485,   63485,    1.569771,   30.000000,26695.330078, 3299.621094,               0
002,     63620,   63620,    1.454783,   30.000000,26808.234375, 3186.813232,               0
003,     63551,   63551,    1.458775,   30.000000,26820.916016, 3174.695312,               0
004,     63548,   63548,    1.572345,   30.000000,26909.623047, 3085.901611,               0
005,     63610,   63610,    1.569832,   30.000000,26692.410156, 3302.313232,               0
006,     63609,   63609,    1.461206,   30.000000,26788.164062, 3206.841064,               0
007,     63584,   63584,    1.459540,   30.000000,26773.363281, 3221.769287,               0
-------------------------------------------------------------------------------------------------------

