lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0045837,0000310,0000050,0001042,0040145,0045506,0039505,0000000,001024,000,000,0512
0082887,0001199,0000391,0001298,0081684,0082485,0081363,0000000,001024,000,000,0512
0040807,0000311,0000060,0001038,0019176,0040467,0030728,0000000,001024,001,000,0512
0068299,0001188,0000371,0001291,0052359,0067928,0052800,0000000,001024,001,000,0512
0038012,0000471,0000070,0001036,0014727,0037550,0012083,0000000,001024,002,000,0512
0063419,0001172,0000451,0001287,0045705,0062888,0047339,0000000,001024,002,000,0512
0037550,0000321,0000060,0001030,0011021,0036739,0006312,0000000,001024,003,000,0512
0062347,0001168,0000371,0001311,0044544,0061215,0042399,0000000,001024,003,000,0512
0044894,0000310,0000050,0001042,0039415,0044554,0038873,0000000,001024,000,001,0512
0081844,0001195,0000391,0001293,0080281,0081454,0079671,0000000,001024,000,001,0512
0040376,0000311,0000060,0001038,0018966,0040036,0030457,0000000,001024,001,001,0512
0067577,0001189,0000380,0001289,0051788,0067186,0052079,0000000,001024,001,001,0512
0037601,0000481,0000070,0001035,0014738,0037139,0011943,0000000,001024,002,001,0512
0062036,0001174,0000421,0001284,0045185,0061495,0046688,0000000,001024,002,001,0512
0037120,0000311,0000050,0001030,0010821,0036318,0006292,0000000,001024,003,001,0512
0061035,0001168,0000390,0001308,0044013,0059872,0042090,0000000,001024,003,001,0512
0046437,0000310,0000050,0001043,0040537,0046097,0039915,0000000,001024,000,002,0512
0083808,0001203,0000391,0001303,0082686,0083437,0082275,0000000,001024,000,002,0512
0041048,0000310,0000050,0001038,0019768,0040707,0031039,0000000,001024,001,002,0512
0069301,0001186,0000381,0001296,0052820,0068900,0053281,0000000,001024,001,002,0512
0038262,0000471,0000070,0001036,0014999,0037791,0012554,0000000,001024,002,002,0512
0064532,0001177,0000450,0001293,0046277,0064020,0047670,0000000,001024,002,002,0512
0037851,0000321,0000060,0001031,0012153,0037030,0006472,0000000,001024,003,002,0512
0063490,0001172,0000380,0001313,0045105,0062468,0043051,0000000,001024,003,002,0512
