tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses,c_ho
000,00000000,01106249,010,00536623,00020031,00019221,001024,000,000,00016384,00556654,02,0000000022661168,00000000
001,00000000,01085633,010,00527233,00019642,00018626,001024,000,000,00016384,00546875,02,0000000020309016,00000000
002,00000000,01078122,010,00522075,00019230,00018130,001024,000,000,00016384,00541305,02,0000000018388797,00000000
003,00000000,01123802,010,00544900,00020181,00019404,001024,000,000,00016384,00565081,02,0000000019969202,00000000
004,00000000,01065080,010,00516651,00019214,00018362,001024,000,000,00016384,00535865,02,0000000020133798,00000000
005,00000000,01120464,010,00543596,00020425,00019586,001024,000,000,00016384,00564021,02,0000000020474031,00000000
006,00000000,01063980,010,00516409,00019004,00018183,001024,000,000,00016384,00535413,02,0000000019025415,00000000
007,00000000,01121039,010,00542533,00020371,00019523,001024,000,000,00016384,00562904,02,0000000021314135,00000000
008,00000000,01065178,010,00516982,00019379,00018438,001024,000,000,00016384,00536361,02,0000000020304797,00000000
009,00000000,01119814,010,00542966,00020191,00019331,001024,000,000,00016384,00563157,02,0000000020919793,00000000
010,00000000,01064516,010,00516358,00019181,00018188,001024,000,000,00016384,00535539,02,0000000019579439,00000000
011,00000000,01121132,010,00543345,00020375,00019504,001024,000,000,00016384,00563720,02,0000000020571436,00000000
012,00000000,01062212,010,00515283,00019126,00018128,001024,000,000,00016384,00534409,02,0000000019452267,00000000
013,00000000,01120134,010,00542749,00020152,00019343,001024,000,000,00016384,00562901,02,0000000020374998,00000000
014,00000000,01061790,010,00515252,00018970,00018068,001024,000,000,00016384,00534222,02,0000000019763059,00000000
015,00000000,01127607,010,00542441,00023935,00023040,001024,000,000,00016384,00566376,02,0000000019274192,00000000
016,00000000,01061061,010,00514144,00018991,00018293,001024,000,000,00016384,00533135,02,0000000019221397,00000000
017,00000000,01117408,010,00541637,00020140,00019320,001024,000,000,00016384,00561777,02,0000000020642438,00000000
018,00000000,01058764,010,00513788,00019360,00018577,001024,000,000,00016384,00533148,02,0000000019174029,00000000
019,00000000,01127803,010,00542516,00023654,00022772,001024,000,000,00016384,00566170,02,0000000019838060,00000000
020,00000000,01058445,010,00513333,00019063,00018467,001024,000,000,00016384,00532396,02,0000000018380639,00000000
021,00000000,01118676,010,00542219,00020258,00019408,001024,000,000,00016384,00562477,02,0000000020997894,00000000
022,00000000,01056555,010,00512932,00019093,00018362,001024,000,000,00016384,00532025,02,0000000019761517,00000000
