tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses,c_ho
000,00000000,00150816,010,00075868,00000000,00000000,001024,000,000,00000032,00075868,01,0000005927309607,00022164
001,00000000,00148875,010,00074392,00000000,00000000,001024,000,000,00000032,00074392,01,0000005900429012,00021613
002,00000000,00147239,010,00074293,00000000,00000000,001024,000,000,00000032,00074293,01,0000005754891647,00021948
003,00000000,00147108,010,00074155,00000000,00000000,001024,000,000,00000032,00074155,01,0000005829674257,00021752
004,00000000,00149138,010,00074536,00000000,00000000,001024,000,000,00000032,00074536,01,0000005947499719,00021825
005,00000000,00147791,010,00074374,00000000,00000000,001024,000,000,00000032,00074374,01,0000005935806834,00021610
006,00000000,00148808,010,00074624,00000000,00000000,001024,000,000,00000032,00074624,01,0000005907916679,00021666
007,00000000,00146537,010,00074223,00000000,00000000,001024,000,000,00000032,00074223,01,0000005894522010,00021576
008,00000000,00135819,010,00068485,00000000,00000000,001024,000,000,00000032,00068485,01,0000003013444923,00021374
009,00000000,00148899,010,00074818,00000000,00000000,001024,000,000,00000032,00074818,01,0000005987533434,00021659
010,00000000,00147455,010,00074093,00000000,00000000,001024,000,000,00000032,00074093,01,0000005968093965,00021776
011,00000000,00149720,010,00074809,00000000,00000000,001024,000,000,00000032,00074809,01,0000005942969635,00021855
012,00000000,00147597,010,00074236,00000000,00000000,001024,000,000,00000032,00074236,01,0000005866669185,00021850
013,00000000,00147888,010,00074493,00000000,00000000,001024,000,000,00000032,00074493,01,0000005949938568,00021849
014,00000000,00148180,010,00074559,00000000,00000000,001024,000,000,00000032,00074559,01,0000005862665061,00021818
015,00000000,00147014,010,00074451,00000000,00000000,001024,000,000,00000032,00074451,01,0000005927888928,00021659
000,00000000,00077646,010,00039058,00000000,00000000,001024,001,000,00000032,00039058,01,0000008264893778,00013433
001,00000000,00078328,010,00039403,00000000,00000000,001024,001,000,00000032,00039403,01,0000008279052643,00013566
002,00000000,00077128,010,00038777,00000000,00000000,001024,001,000,00000032,00038777,01,0000007997837523,00013297
003,00000000,00077386,010,00038995,00000000,00000000,001024,001,000,00000032,00038995,01,0000008147103915,00013420
004,00000000,00078048,010,00039140,00000000,00000000,001024,001,000,00000032,00039140,01,0000008239594795,00013541
005,00000000,00078933,010,00039368,00000000,00000000,001024,001,000,00000032,00039368,01,0000008120910679,00013379
006,00000000,00077402,010,00038922,00000000,00000000,001024,001,000,00000032,00038922,01,0000008080720716,00013465
007,00000000,00078511,010,00039123,00000000,00000000,001024,001,000,00000032,00039123,01,0000008312694771,00013320
008,00000000,00078002,010,00039242,00000000,00000000,001024,001,000,00000032,00039242,01,0000008174002084,00013394
009,00000000,00078501,010,00039173,00000000,00000000,001024,001,000,00000032,00039173,01,0000008300396458,00013366
010,00000000,00078260,010,00039320,00000000,00000000,001024,001,000,00000032,00039320,01,0000008071751861,00013429
011,00000000,00078499,010,00039369,00000000,00000000,001024,001,000,00000032,00039369,01,0000008191623891,00013460
012,00000000,00073805,010,00036890,00000000,00000000,001024,001,000,00000032,00036890,01,0000006276145005,00012811
013,00000000,00077025,010,00038535,00000000,00000000,001024,001,000,00000032,00038535,01,0000006164162482,00013487
014,00000000,00010573,010,00005322,00000000,00000000,001024,001,000,00000032,00005322,01,0000002285213706,00001820
015,00000000,00078005,010,00039287,00000000,00000000,001024,001,000,00000032,00039287,01,0000008297495633,00013532
