tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),array_size(B)
RUN 0
000,    361916,  361916,    7.332415,   30.000000,15052.175781,14929.367188,               0
-------------------------------------------------------------------------------------------------------

RUN 1
000,    361929,  361929,    7.336802,   30.000000,15246.238281,14735.406250,               0
-------------------------------------------------------------------------------------------------------

RUN 2
000,    362122,  362122,    7.311717,   30.000000,15096.023438,14885.647461,               0
-------------------------------------------------------------------------------------------------------

RUN 3
000,    361285,  361285,    7.320265,   30.000000,15218.616211,14763.012695,               0
-------------------------------------------------------------------------------------------------------

RUN 4
000,    362287,  362287,    7.339780,   30.000000,15139.248047,14842.368164,               0
-------------------------------------------------------------------------------------------------------

