lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0021360,0000150,0000030,0001010,0029115,0020669,0029075,0000000,001024,000,000,16384
0253568,0001253,0000241,0001249,0050656,0043482,0050536,0000000,001024,000,000,16384
0021591,0000141,0000030,0001010,0030057,0020900,0030017,0000000,001024,001,000,16384
0251013,0001250,0000260,0001246,0050725,0043552,0050605,0000000,001024,001,000,16384
0021671,0000150,0000030,0001010,0030337,0020989,0030297,0000000,001024,002,000,16384
0252425,0001252,0000261,0001249,0050996,0043492,0050866,0000000,001024,002,000,16384
0021640,0000141,0000030,0001010,0030277,0020949,0030246,0000000,001024,000,001,16384
0248498,0001248,0000251,0001247,0050836,0043492,0050716,0000000,001024,000,001,16384
0021651,0000141,0000030,0001010,0030348,0020970,0030308,0000000,001024,001,001,16384
0249861,0001249,0000251,0001248,0050876,0043482,0050755,0000000,001024,001,001,16384
0021260,0000150,0000030,0001010,0028855,0020569,0028815,0000000,001024,002,001,16384
0249219,0001248,0000241,0001247,0050575,0043351,0050445,0000000,001024,002,001,16384
0021851,0000141,0000030,0001010,0030117,0021159,0030077,0000000,001024,000,002,16384
0256033,0001255,0000260,0001252,0050826,0043592,0050706,0000000,001024,000,002,16384
0021852,0000150,0000030,0001010,0030107,0021160,0030066,0000000,001024,001,002,16384
0254569,0001254,0000251,0001252,0050816,0043612,0050695,0000000,001024,001,002,16384
0021861,0000150,0000030,0001010,0030177,0021170,0030137,0000000,001024,002,002,16384
0254558,0001254,0000260,0001252,0050945,0043532,0050825,0000000,001024,002,002,16384
