lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0000000,0000912,0000121,0001005,0005260,0006202,0012123,0000015,001024,000,000,16384
0000000,0006384,0000782,0001242,0010280,0016090,0023023,0002498,001024,000,000,16384
0000000,0000841,0000121,0001008,0008817,0009578,0019477,0000021,001024,001,000,16384
0000000,0006686,0000551,0001586,0024186,0024005,0043702,0003968,001024,001,000,16384
0000000,0000822,0000121,0001010,0012815,0011502,0025417,0000025,001024,002,000,16384
0000000,0003889,0000541,0001517,0026750,0025208,0046738,0002359,001024,002,000,16384
0000000,0000821,0000120,0001005,0005310,0006232,0012173,0000015,001024,003,000,16384
0000000,0005893,0000531,0001360,0009017,0015529,0021540,0002612,001024,003,000,16384
0000000,0000932,0000130,0001005,0005250,0006202,0012123,0000015,001024,000,001,16384
0000000,0006115,0000822,0001235,0010620,0016040,0022733,0002562,001024,000,001,16384
0000000,0000822,0000120,0001008,0008636,0009528,0019267,0000021,001024,001,001,16384
0000000,0006453,0000651,0001577,0023875,0023854,0043041,0003822,001024,001,001,16384
0000000,0000821,0000120,0001010,0012914,0011541,0025508,0000024,001024,002,001,16384
0000000,0003863,0000651,0001514,0026820,0025347,0046999,0002353,001024,002,001,16384
0000000,0000812,0000120,0001006,0005340,0006252,0012213,0000015,001024,003,001,16384
0000000,0004874,0000621,0001289,0009238,0014818,0020990,0001910,001024,003,001,16384
0000000,0000832,0000130,0001005,0005320,0006152,0012253,0000015,001024,000,002,16384
0000000,0002353,0000902,0001170,0010089,0016862,0023505,0000901,001024,000,002,16384
0000000,0000852,0000120,0001011,0013195,0011612,0026269,0000024,001024,001,002,16384
0000000,0005224,0000581,0001459,0026821,0026460,0048822,0003041,001024,001,002,16384
0000000,0000812,0000120,0001011,0013165,0011622,0026229,0000025,001024,002,002,16384
0000000,0004973,0000541,0001457,0026891,0026600,0049013,0002955,001024,002,002,16384
0000000,0000812,0000120,0001006,0005360,0006282,0012303,0000015,001024,003,002,16384
0000000,0003906,0000581,0001273,0009037,0015379,0021601,0001848,001024,003,002,16384
