lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR,pinning
0000000,0001006,0000320,0001003,0002726,0003196,0002875,0000010,001024,000,000,0016,02
0000000,0001297,0001042,0001008,0004087,0004759,0004448,0000300,001024,000,000,0016,02
0000000,0001004,0000320,0001003,0002725,0003176,0002865,0000010,001024,000,001,0016,02
0000000,0001319,0001062,0001008,0003967,0004639,0004408,0000324,001024,000,001,0016,02
0000000,0000420,0000311,0001003,0002685,0003136,0002775,0000010,001024,000,002,0016,02
0000000,0001347,0001092,0001008,0003777,0004489,0004137,0000353,001024,000,002,0016,02
0000000,0000321,0000130,0001003,0002855,0003366,0002946,0000011,001024,000,000,0128,02
0000000,0001222,0001062,0001008,0004699,0005290,0004880,0000223,001024,000,000,0128,02
0000000,0000331,0000140,0001003,0002876,0003377,0002975,0000011,001024,000,001,0128,02
0000000,0001218,0001002,0001009,0004960,0005490,0005180,0000219,001024,000,001,0128,02
0000000,0000330,0000130,0001003,0002876,0003366,0002965,0000011,001024,000,002,0128,02
0000000,0001215,0001102,0001009,0004880,0005460,0005100,0000216,001024,000,002,0128,02
0000000,0000321,0000031,0001003,0002916,0003457,0003015,0000011,001024,000,000,0512,02
0000000,0001192,0000982,0001008,0005020,0005560,0005200,0000193,001024,000,000,0512,02
0000000,0000321,0000031,0001003,0002905,0003437,0002996,0000011,001024,000,001,0512,02
0000000,0001197,0001072,0001009,0004879,0005480,0005069,0000197,001024,000,001,0512,02
0000000,0000321,0000030,0001003,0002895,0003417,0002976,0000011,001024,000,002,0512,02
0000000,0001206,0001042,0001008,0004829,0005410,0005010,0000207,001024,000,002,0512,02
