lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0004198,0000241,0000050,0001003,0002856,0003367,0003307,0000000,001024,000,000,0512
0007204,0006256,0003607,0001615,0004298,0005310,0005029,0000000,001024,000,000,0512
0006742,0000271,0000060,0001005,0005370,0006312,0005871,0000000,001024,001,000,0512
0010971,0009583,0003307,0002329,0008836,0009969,0009568,0000000,001024,001,000,0512
0006192,0000271,0000070,0001005,0005030,0005701,0005380,0000000,001024,002,000,0512
0009037,0008826,0002795,0002226,0007074,0007985,0007333,0000000,001024,002,000,0512
0006793,0000371,0000060,0001005,0005229,0005801,0005781,0000000,001024,003,000,0512
0009989,0009414,0003697,0002288,0007273,0008145,0007905,0000000,001024,003,000,0512
0004188,0000241,0000050,0001003,0002856,0003357,0003306,0000000,001024,000,001,0512
0006823,0006324,0003527,0001612,0004108,0005089,0004989,0000000,001024,000,001,0512
0006733,0000290,0000060,0001005,0005380,0006312,0005881,0000000,001024,001,001,0512
0011071,0009457,0003206,0002315,0008957,0010219,0009568,0000000,001024,001,001,0512
0006201,0000301,0000080,0001005,0005049,0005711,0005400,0000000,001024,002,001,0512
0008936,0008878,0002866,0002230,0006713,0007915,0007153,0000000,001024,002,001,0512
0006793,0000381,0000060,0001005,0005230,0005791,0005781,0000000,001024,003,001,0512
0010079,0009674,0003697,0002285,0007494,0008126,0007996,0000000,001024,003,001,0512
0004168,0000241,0000050,0001003,0002855,0003347,0003306,0000000,001024,000,002,0512
0007034,0006265,0003296,0001614,0004078,0005190,0004949,0000000,001024,000,002,0512
0006713,0000280,0000060,0001005,0005370,0006292,0005861,0000000,001024,001,002,0512
0010600,0009594,0003316,0002350,0008737,0009768,0009398,0000000,001024,001,002,0512
0006192,0000310,0000071,0001005,0005049,0005701,0005400,0000000,001024,002,002,0512
0008837,0008888,0002766,0002207,0006933,0007855,0007314,0000000,001024,002,002,0512
0006773,0000371,0000060,0001005,0005229,0005781,0005781,0000000,001024,003,002,0512
0010199,0009327,0003737,0002262,0007294,0008395,0007905,0000000,001024,003,002,0512
