tid,lock_impl_time(ms)
RUN 0
001, 23312.848
002, 22823.961
003, 22785.348
004, 22491.174
005, 23145.975
006, 22944.061
008, 22477.420
007, 22893.154
-----------------------------------------------------------------------------------------------

RUN 1
001, 22706.992
002, 23385.697
003, 22963.775
004, 22827.158
005, 23142.404
006, 22802.643
008, 22550.377
007, 22952.830
-----------------------------------------------------------------------------------------------

RUN 2
001, 22787.533
002, 23442.281
003, 22898.191
004, 22850.225
005, 23186.375
006, 22735.262
008, 22412.883
007, 22795.908
-----------------------------------------------------------------------------------------------

RUN 3
001, 22961.752
002, 23296.484
003, 22999.150
004, 22589.748
005, 23218.752
006, 22425.094
008, 22389.582
007, 23076.471
-----------------------------------------------------------------------------------------------

RUN 4
001, 22786.254
002, 23450.705
003, 23460.537
004, 22673.625
005, 23321.367
006, 22258.088
008, 22479.326
007, 22846.375
-----------------------------------------------------------------------------------------------

