tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),lwait_acq, lwait_rel,gwait_acq,gwait_rel,array_size(B),client_id,run
000,         0,       0,    0.000007,    0.000000,    0.100238,    0.049511,    0.001118,    0.001698,    0.098692,    0.047674,         0,               0,000,000
000,         0,       0,    0.000010,    0.000000,    0.670850,    0.027232,    0.641875,    0.001117,    0.028897,    0.026042,         0,               0,000,000
000,         0,       0,    0.000010,    0.000000,    0.252059,    0.039960,    0.210451,    0.001309,    0.041537,    0.038530,         0,               0,000,000
000,         0,       0,    0.000007,    0.000000,    0.161212,    0.032952,    0.128645,    0.001215,    0.032493,    0.031678,         0,               0,000,000
000,         0,       0,    0.000010,    0.000000,    0.137586,    0.042014,    0.105613,    0.001288,    0.031890,    0.040665,         0,               0,000,000
000,         0,       0,    0.000010,    0.000000,    0.114841,    0.029967,    0.087753,    0.001310,    0.027020,    0.028600,         0,               0,000,000
000,         0,       0,    0.000010,    0.000000,    0.120913,    0.026892,    0.085894,    0.001222,    0.034887,    0.025612,         0,               0,000,000
000,         0,       0,    0.000007,    0.000000,    0.091121,    0.027179,    0.064004,    0.001217,    0.027049,    0.025906,         0,               0,000,000
000,         0,       0,    0.000007,    0.000000,    0.112525,    0.027282,    0.085006,    0.001252,    0.027443,    0.025972,         0,               0,000,000
000,         0,       0,    0.000007,    0.000000,    0.134716,    0.029017,    0.107714,    0.001228,    0.026928,    0.027726,         0,               0,000,000
000,         0,       0,    0.000007,    0.000000,    0.138983,    0.027308,    0.074494,    0.001299,    0.064422,    0.025881,         0,               0,000,000
000,         0,       0,    0.000010,    0.000000,    0.117674,    0.027154,    0.090737,    0.001289,    0.026867,    0.025806,         0,               0,000,000
000,         0,       0,    0.000010,    0.000000,    0.104159,    0.027497,    0.077002,    0.001289,    0.027086,    0.026145,         0,               0,000,000
000,         0,       0,    0.000020,    0.000000,    0.113949,    0.059586,    0.075920,    0.001194,    0.037906,    0.058304,         0,               0,000,000
000,         0,       0,    0.000010,    0.000000,    0.092762,    0.026786,    0.062700,    0.001200,    0.029933,    0.025524,         0,               0,000,000
000,         0,       0,    0.000010,    0.000000,    0.128456,    0.027254,    0.101431,    0.001200,    0.026958,    0.025994,         0,               0,000,000
000,         0,       0,    0.000010,    0.000000,    0.124830,    0.027348,    0.098147,    0.001217,    0.026613,    0.026068,         0,               0,000,000
000,         0,       0,    0.000010,    0.000000,    0.104316,    0.029268,    0.076929,    0.001198,    0.027319,    0.028012,         0,               0,000,000
000,         0,       0,    0.000007,    0.000000,    0.105108,    0.027172,    0.074550,    0.001249,    0.030490,    0.025820,         0,               0,000,000
000,         0,       0,    0.000007,    0.000000,    0.125677,    0.026934,    0.092567,    0.001226,    0.033042,    0.025650,         0,               0,000,000
001,         0,       0,    0.000011,    0.000000,    0.290969,    0.049488,    0.237496,    0.002157,    0.053159,    0.047156,         0,               0,000,000
001,         0,       0,    0.000010,    0.000000,    0.537604,    0.028466,    0.507912,    0.001582,    0.029611,    0.026759,         0,               0,000,000
001,         0,       0,    0.000010,    0.000000,    2.975159,    0.027350,    2.946641,    0.001407,    0.028456,    0.025888,         0,               0,000,000
001,         0,       0,    0.000010,    0.000000,    0.092542,    0.032577,    0.065244,    0.001325,    0.027232,    0.031199,         0,               0,000,000
001,         0,       0,    0.000007,    0.000000,    0.105999,    0.027390,    0.078501,    0.001239,    0.027428,    0.026094,         0,               0,000,000
001,         0,       0,    0.000007,    0.000000,    0.115298,    0.027196,    0.088304,    0.001293,    0.026860,    0.025847,         0,               0,000,000
001,         0,       0,    0.000010,    0.000000,    0.128748,    0.027455,    0.090544,    0.001289,    0.038133,    0.026112,         0,               0,000,000
001,         0,       0,    0.000010,    0.000000,    0.124052,    0.026915,    0.096561,    0.001315,    0.027419,    0.025544,         0,               0,000,000
