tid,total_duration(s),min_slock_hold,med,max,min_swait_acq,med,max,min_swait_rel,med,max,min_slwait_acq,med,max,min_slwait_rel,med,max,min_sgwait_acq,med,max,min_sgwait_rel,med,max,min_sdata_read,med,max,min_sdata_write,med,max,min_sglock_tries,med,max,array_size(B),client_id,nlocks
000,20.0, 0.154365003, 0.154607505, 0.169461668,11.883716583,21.194263458,23.518741608, 0.246506661, 0.247075826, 0.251116663,11.001449585,19.366159439,21.923587799, 0.000138333, 0.000174167, 0.000210000, 0.642458320, 1.285079956, 3.882550001, 0.006860000, 0.007405000, 0.007795000, 0.238258332, 0.238865003, 0.239254996, 0.238849998, 0.239249170, 0.243874997,83.000000000,168.000000000,497.000000000,         1048576,000,000001
001,20.0, 0.154339999, 0.154693335, 0.186413333,12.514624596,20.251895905,25.375600815, 0.246251673, 0.247492507, 0.248050004,11.630198479,17.728809357,22.560562134, 0.000133333, 0.000138333, 0.000200000, 0.645191669, 1.610059142, 4.508046627, 0.007123333, 0.007361667, 0.007891667, 0.238395005, 0.239058331, 0.239325002, 0.238820001, 0.239494994, 0.240441665,84.000000000,211.000000000,596.000000000,         1048576,000,000001
002,20.0, 0.154375002, 0.154628336, 0.163881660,15.050526619,21.154745102,30.559076309, 0.245930001, 0.246775836, 0.247388333,13.555348396,18.988203049,27.748813629, 0.000136667, 0.000140833, 0.000225000, 0.642250001, 0.967135012, 2.597468376, 0.006705000, 0.007171667, 0.007298333, 0.238159999, 0.238598332, 0.239034995, 0.238908336, 0.239324167, 0.239868328,82.000000000,127.000000000,340.000000000,         1048576,000,000001
003,20.0, 0.154353335, 0.154675007, 0.161158338,12.565163612,20.523996353,22.795783997, 0.246888340, 0.247445837, 0.248744994,11.001370430,18.376020432,20.609420776, 0.000171667, 0.000222500, 0.000265000, 0.650380015, 1.936280847, 5.186928272, 0.007096667, 0.007205000, 0.008576667, 0.237851664, 0.238224164, 0.238383338, 0.239329994, 0.239706665, 0.240333334,89.000000000,266.000000000,711.000000000,         1048576,000,000001
004,20.0, 0.154461667, 0.154698327, 0.168786660,15.146011353,20.833402634,24.751371384, 0.246551663, 0.246770829, 0.247181669,11.686325073,18.659950256,21.922559738, 0.000135000, 0.000148333, 0.000186667, 0.640523314, 1.608386636, 3.220441580, 0.006973333, 0.007205000, 0.007688333, 0.238244995, 0.238564163, 0.239408329, 0.239050001, 0.239182502, 0.239563331,84.000000000,210.000000000,422.000000000,         1048576,000,000001
005,20.0, 0.154406667, 0.154668331, 0.185530007,15.121528625,19.542959213,25.337574005, 0.246283337, 0.246897504, 0.248294994,12.957238197,17.057983398,22.587678909, 0.000138333, 0.000196667, 0.003240000, 0.639531672, 1.925298333, 7.720894814, 0.006826667, 0.007165000, 0.008186666, 0.238295004, 0.238693327, 0.239501670, 0.239001662, 0.239403337, 0.239623338,81.000000000,250.000000000,1012.000000000,         1048576,000,000001
006,20.0, 0.154303327, 0.154757500, 0.176456660,12.572001457,20.846607208,24.701263428, 0.246521667, 0.247092500, 0.251574993,11.693283081,17.092050552,21.267498016, 0.000135000, 0.000143333, 0.000185000, 0.639861643, 2.264645815, 5.145691872, 0.006790000, 0.007375833, 0.008123334, 0.238440007, 0.238715827, 0.239766672, 0.239046663, 0.239442497, 0.243618339,83.000000000,299.000000000,674.000000000,         1048576,000,000001
007,20.0, 0.154365003, 0.154461667, 0.161479995,15.049111366,19.217016220,26.704576492, 0.246189997, 0.246692494, 0.247250006,12.883645058,17.709253311,23.884515762, 0.000138333, 0.000142500, 0.000743333, 0.640658319, 0.977536678, 2.581096649, 0.007003333, 0.007172500, 0.007383334, 0.238251671, 0.238663331, 0.238988340, 0.238791659, 0.239161670, 0.239655003,82.000000000,130.000000000,342.000000000,         1048576,000,000001
008,20.0, 0.212731659, 0.212731659, 0.212731659, 7.531448364, 7.531448364, 7.531448364, 0.253428340, 0.253428340, 0.253428340, 3.645655394, 3.645655394, 3.645655394, 0.000310417, 0.000310417, 0.000310417, 3.642375946, 3.642375946, 3.642375946, 0.010102083, 0.010102083, 0.010102083, 0.242528334, 0.242528334, 0.242528334, 0.242479995, 0.242479995, 0.242479995,352.000000000,352.000000000,352.000000000,         1048576,000,000001
009,20.0, 0.228371665, 0.228371665, 0.228371665, 3.193563700, 3.193563700, 3.193563700, 0.252600014, 0.252600014, 0.252600014, 1.429076672, 1.429076672, 1.429076672, 0.000397917, 0.000397917, 0.000397917, 1.521909952, 1.521909952, 1.521909952, 0.010222083, 0.010222083, 0.010222083, 0.241711661, 0.241711661, 0.241711661, 0.241434589, 0.241434589, 0.241434589,121.000000000,121.000000000,121.000000000,         1048576,000,000001
