tid,lock_impl_time(ms)
RUN 0
001,    53.931
-----------------------------------------------------------------------------------------------

RUN 1
001,    51.338
-----------------------------------------------------------------------------------------------

RUN 2
001,    53.358
-----------------------------------------------------------------------------------------------

RUN 3
001,    51.240
-----------------------------------------------------------------------------------------------

RUN 4
001,    51.924
-----------------------------------------------------------------------------------------------

