tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses,c_ho
000,00000000,00153254,010,00090410,00005156,00004168,001024,000,000,00000512,00078025,01,0000000009017949,00000000
001,00000000,00152528,010,00090289,00005226,00004280,001024,000,000,00000512,00078125,01,0000000005521744,00000000
002,00000000,00152870,010,00089368,00005227,00004203,001024,000,000,00000512,00077411,01,0000000006217681,00000000
003,00000000,00151638,010,00088893,00005123,00004114,001024,000,000,00000512,00077067,01,0000000007575772,00000000
004,00000000,00150465,010,00089011,00004967,00003999,001024,000,000,00000512,00076739,01,0000000007644832,00000000
005,00000000,00150108,010,00087699,00005095,00004148,001024,000,000,00000512,00076730,01,0000000006541101,00000000
006,00000000,00148998,010,00086963,00004995,00004022,001024,000,000,00000512,00075943,01,0000000007424671,00000000
007,00000000,00148192,010,00087215,00005018,00004006,001024,000,000,00000512,00075742,01,0000000006830013,00000000
008,00000000,00147605,010,00086523,00005075,00004109,001024,000,000,00000512,00075315,01,0000000007166191,00000000
009,00000000,00146954,010,00086063,00004950,00004026,001024,000,000,00000512,00075176,01,0000000006846294,00000000
010,00000000,00146332,010,00085925,00004903,00003983,001024,000,000,00000512,00074607,01,0000000006363965,00000000
011,00000000,00146168,010,00085072,00005002,00004043,001024,000,000,00000512,00074292,01,0000000006529022,00000000
012,00000000,00145377,010,00084741,00004865,00003972,001024,000,000,00000512,00074138,01,0000000006582129,00000000
013,00000000,00144796,010,00084156,00004861,00003898,001024,000,000,00000512,00073972,01,0000000007257969,00000000
014,00000000,00144818,010,00084458,00004822,00003939,001024,000,000,00000512,00073609,01,0000000007141967,00000000
015,00000000,00144039,010,00083657,00004808,00003842,001024,000,000,00000512,00073384,01,0000000007871737,00000000
016,00000000,00143882,010,00083571,00004808,00003930,001024,000,000,00000512,00073420,01,0000000007542990,00000000
017,00000000,00143869,010,00083176,00004782,00003945,001024,000,000,00000512,00073048,01,0000000006941669,00000000
018,00000000,00142764,010,00083139,00004900,00003977,001024,000,000,00000512,00072852,01,0000000006989204,00000000
019,00000000,00142884,010,00083053,00004779,00003854,001024,000,000,00000512,00072828,01,0000000008288411,00000000
020,00000000,00143066,010,00082937,00004845,00003961,001024,000,000,00000512,00072799,01,0000000008045641,00000000
021,00000000,00142710,010,00082664,00004842,00003950,001024,000,000,00000512,00072419,01,0000000006710966,00000000
022,00000000,00142912,010,00082565,00004902,00003954,001024,000,000,00000512,00072567,01,0000000007182270,00000000
023,00000000,00142732,010,00082332,00004818,00003891,001024,000,000,00000512,00072533,01,0000000007571691,00000000
024,00000000,00142396,010,00082389,00004737,00003806,001024,000,000,00000512,00072451,01,0000000007482414,00000000
025,00000000,00141739,010,00082540,00004773,00003847,001024,000,000,00000512,00072332,01,0000000007872122,00000000
026,00000000,00141535,010,00082230,00004840,00003937,001024,000,000,00000512,00072269,01,0000000007290063,00000000
027,00000000,00141549,010,00081915,00004984,00004047,001024,000,000,00000512,00072287,01,0000000006684478,00000000
