tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses,c_ho
000,00000000,01132407,010,00571840,00000000,00000000,001024,000,000,00000032,00571840,01,0000013433633688,00000000
001,00000000,01130572,010,00570386,00000000,00000000,001024,000,000,00000032,00570386,01,0000013275464096,00000000
002,00000000,01116854,010,00563720,00000000,00000000,001024,000,000,00000032,00563720,01,0000011801593066,00000000
003,00000000,01101779,010,00554803,00000000,00000000,001024,000,000,00000032,00554803,01,0000013130820500,00000000
004,00000000,01124446,010,00567261,00000000,00000000,001024,000,000,00000032,00567261,01,0000014145658464,00000000
005,00000000,01123091,010,00566380,00000000,00000000,001024,000,000,00000032,00566380,01,0000013742690600,00000000
006,00000000,01124473,010,00566411,00000000,00000000,001024,000,000,00000032,00566411,01,0000013670822392,00000000
007,00000000,01123487,010,00566313,00000000,00000000,001024,000,000,00000032,00566313,01,0000013605265786,00000000
008,00000000,01125421,010,00567306,00000000,00000000,001024,000,000,00000032,00567306,01,0000013502081524,00000000
009,00000000,01122605,010,00566209,00000000,00000000,001024,000,000,00000032,00566209,01,0000013794170595,00000000
010,00000000,01122849,010,00566098,00000000,00000000,001024,000,000,00000032,00566098,01,0000014016862278,00000000
011,00000000,01122895,010,00565942,00000000,00000000,001024,000,000,00000032,00565942,01,0000014025684850,00000000
012,00000000,01127733,010,00569047,00000000,00000000,001024,000,000,00000032,00569047,01,0000013940080997,00000000
013,00000000,01072382,010,00540476,00000000,00000000,001024,000,000,00000032,00540476,01,0000003503585947,00000000
014,00000000,01129065,010,00568477,00000000,00000000,001024,000,000,00000032,00568477,01,0000012698284328,00000000
015,00000000,01127707,010,00567957,00000000,00000000,001024,000,000,00000032,00567957,01,0000013454453997,00000000
