tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses,c_ho
000,00000000,00105599,010,00053299,00000000,00000000,001024,000,000,00000016,00053275,02,0000000018282830,00000000
001,00000000,00218219,010,00109933,00000000,00000000,001024,000,000,00000016,00109868,02,0000000031344492,00000000
002,00000000,00217876,010,00109460,00000000,00000000,001024,000,000,00000016,00109395,02,0000000022986322,00000000
003,00000000,00217718,010,00109379,00000000,00000000,001024,000,000,00000016,00109321,02,0000000021261687,00000000
004,00000000,00106143,010,00053205,00000000,00000000,001024,000,000,00000016,00053182,02,0000000013090603,00000000
005,00000000,00106673,010,00053541,00000000,00000000,001024,000,000,00000016,00053508,02,0000000009829542,00000000
006,00000000,00216657,010,00109381,00000000,00000000,001024,000,000,00000016,00109323,02,0000000021523344,00000000
007,00000000,00106733,010,00053541,00000000,00000000,001024,000,000,00000016,00053512,02,0000000012905869,00000000
008,00000000,00217769,010,00109466,00000000,00000000,001024,000,000,00000016,00109394,02,0000000018641601,00000000
009,00000000,00106143,010,00053296,00000000,00000000,001024,000,000,00000016,00053265,02,0000000011352064,00000000
010,00000000,00105306,010,00053150,00000000,00000000,001024,000,000,00000016,00053126,02,0000000013070934,00000000
011,00000000,00217244,010,00109078,00000000,00000000,001024,000,000,00000016,00109019,02,0000000025182071,00000000
012,00000000,00107886,010,00053960,00000000,00000000,001024,000,000,00000016,00053931,02,0000000010091885,00000000
013,00000000,00215449,010,00108565,00000000,00000000,001024,000,000,00000016,00108500,02,0000000039456180,00000000
014,00000000,00216535,010,00108905,00000000,00000000,001024,000,000,00000016,00108846,02,0000000021139544,00000000
015,00000000,00106546,010,00053682,00000000,00000000,001024,000,000,00000016,00053649,02,0000000011863177,00000000
016,00000000,00217486,010,00109290,00000000,00000000,001024,000,000,00000016,00109232,02,0000000017504165,00000000
017,00000000,00107618,010,00054192,00000000,00000000,001024,000,000,00000016,00054169,02,0000000011896179,00000000
018,00000000,00217686,010,00109096,00000000,00000000,001024,000,000,00000016,00109034,02,0000000019034824,00000000
019,00000000,00217235,010,00109157,00000000,00000000,001024,000,000,00000016,00109107,02,0000000017416049,00000000
020,00000000,00105824,010,00053292,00000000,00000000,001024,000,000,00000016,00053264,02,0000000010245971,00000000
021,00000000,00106522,010,00053328,00000000,00000000,001024,000,000,00000016,00053304,02,0000000010023497,00000000
022,00000000,00217152,010,00109287,00000000,00000000,001024,000,000,00000016,00109228,02,0000000018038013,00000000
023,00000000,00217209,010,00109204,00000000,00000000,001024,000,000,00000016,00109150,02,0000000019134876,00000000
024,00000000,00105517,010,00052955,00000000,00000000,001024,000,000,00000016,00052924,02,0000000011749090,00000000
025,00000000,00105729,010,00053198,00000000,00000000,001024,000,000,00000016,00053174,02,0000000010167658,00000000
026,00000000,00106040,010,00053264,00000000,00000000,001024,000,000,00000016,00053243,02,0000000010324641,00000000
027,00000000,00216446,010,00108461,00000000,00000000,001024,000,000,00000016,00108399,02,0000000017864301,00000000
028,00000000,00217537,010,00109154,00000000,00000000,001024,000,000,00000016,00109089,02,0000000018347120,00000000
029,00000000,00216708,010,00108918,00000000,00000000,001024,000,000,00000016,00108848,02,0000000017888924,00000000
030,00000000,00105716,010,00052965,00000000,00000000,001024,000,000,00000016,00052939,02,0000000010196565,00000000
031,00000000,00105595,010,00052979,00000000,00000000,001024,000,000,00000016,00052946,02,0000000010790240,00000000
000,00000000,00186326,010,00093820,00000000,00000000,001024,000,001,00000016,00093763,02,0000000029908083,00000000
001,00000000,00130053,010,00065623,00000000,00000000,001024,000,001,00000016,00065582,02,0000000022258476,00000000
002,00000000,00129580,010,00065538,00000000,00000000,001024,000,001,00000016,00065493,02,0000000015827314,00000000
003,00000000,00187855,010,00093988,00000000,00000000,001024,000,001,00000016,00093911,02,0000000023522554,00000000
004,00000000,00186907,010,00093717,00000000,00000000,001024,000,001,00000016,00093640,02,0000000022395265,00000000
005,00000000,00187306,010,00093737,00000000,00000000,001024,000,001,00000016,00093677,02,0000000017551397,00000000
006,00000000,00131548,010,00066314,00000000,00000000,001024,000,001,00000016,00066260,02,0000000016449674,00000000
007,00000000,00129799,010,00065141,00000000,00000000,001024,000,001,00000016,00065096,02,0000000015703717,00000000
008,00000000,00131499,010,00066264,00000000,00000000,001024,000,001,00000016,00066210,02,0000000014505509,00000000
009,00000000,00187491,010,00094163,00000000,00000000,001024,000,001,00000016,00094096,02,0000000019213880,00000000
010,00000000,00187274,010,00094371,00000000,00000000,001024,000,001,00000016,00094313,02,0000000022629150,00000000
011,00000000,00186309,010,00093422,00000000,00000000,001024,000,001,00000016,00093356,02,0000000025773947,00000000
012,00000000,00186738,010,00093752,00000000,00000000,001024,000,001,00000016,00093684,02,0000000017834749,00000000
013,00000000,00130625,010,00065884,00000000,00000000,001024,000,001,00000016,00065834,02,0000000026848837,00000000
014,00000000,00132450,010,00066402,00000000,00000000,001024,000,001,00000016,00066370,02,0000000016733776,00000000
015,00000000,00130090,010,00065268,00000000,00000000,001024,000,001,00000016,00065228,02,0000000015679413,00000000
016,00000000,00130050,010,00065296,00000000,00000000,001024,000,001,00000016,00065262,02,0000000014724753,00000000
017,00000000,00187178,010,00094034,00000000,00000000,001024,000,001,00000016,00093973,02,0000000022223308,00000000
018,00000000,00187012,010,00094035,00000000,00000000,001024,000,001,00000016,00093957,02,0000000019770136,00000000
019,00000000,00130296,010,00065936,00000000,00000000,001024,000,001,00000016,00065888,02,0000000014332545,00000000
020,00000000,00186366,010,00093752,00000000,00000000,001024,000,001,00000016,00093689,02,0000000018619919,00000000
021,00000000,00131659,010,00065973,00000000,00000000,001024,000,001,00000016,00065935,02,0000000014032074,00000000
022,00000000,00186591,010,00093625,00000000,00000000,001024,000,001,00000016,00093546,02,0000000021106873,00000000
023,00000000,00131319,010,00065646,00000000,00000000,001024,000,001,00000016,00065598,02,0000000015439268,00000000
024,00000000,00186860,010,00093904,00000000,00000000,001024,000,001,00000016,00093848,02,0000000022585633,00000000
025,00000000,00186436,010,00093746,00000000,00000000,001024,000,001,00000016,00093688,02,0000000020513120,00000000
026,00000000,00130042,010,00065292,00000000,00000000,001024,000,001,00000016,00065253,02,0000000013939752,00000000
027,00000000,00185961,010,00093567,00000000,00000000,001024,000,001,00000016,00093502,02,0000000018396586,00000000
028,00000000,00131052,010,00065619,00000000,00000000,001024,000,001,00000016,00065574,02,0000000014053523,00000000
029,00000000,00130836,010,00065563,00000000,00000000,001024,000,001,00000016,00065522,02,0000000014354589,00000000
030,00000000,00186247,010,00093619,00000000,00000000,001024,000,001,00000016,00093545,02,0000000019002356,00000000
031,00000000,00128712,010,00064658,00000000,00000000,001024,000,001,00000016,00064619,02,0000000013312920,00000000
000,00000000,00195537,010,00098636,00000000,00000000,001024,000,002,00000016,00098578,02,0000000031406840,00000000
001,00000000,00124346,010,00062537,00000000,00000000,001024,000,002,00000016,00062492,02,0000000021893535,00000000
002,00000000,00125172,010,00063066,00000000,00000000,001024,000,002,00000016,00063025,02,0000000015900781,00000000
003,00000000,00195549,010,00098348,00000000,00000000,001024,000,002,00000016,00098291,02,0000000024972337,00000000
004,00000000,00124361,010,00062522,00000000,00000000,001024,000,002,00000016,00062483,02,0000000016935289,00000000
005,00000000,00196286,010,00098703,00000000,00000000,001024,000,002,00000016,00098627,02,0000000018149922,00000000
006,00000000,00196877,010,00098839,00000000,00000000,001024,000,002,00000016,00098774,02,0000000020695078,00000000
007,00000000,00195135,010,00098547,00000000,00000000,001024,000,002,00000016,00098483,02,0000000022390583,00000000
008,00000000,00125435,010,00062868,00000000,00000000,001024,000,002,00000016,00062829,02,0000000013311088,00000000
009,00000000,00194711,010,00097987,00000000,00000000,001024,000,002,00000016,00097912,02,0000000018081599,00000000
010,00000000,00125071,010,00062760,00000000,00000000,001024,000,002,00000016,00062721,02,0000000017471919,00000000
011,00000000,00195371,010,00098299,00000000,00000000,001024,000,002,00000016,00098239,02,0000000025295596,00000000
012,00000000,00125778,010,00063301,00000000,00000000,001024,000,002,00000016,00063262,02,0000000014693386,00000000
013,00000000,00196244,010,00098392,00000000,00000000,001024,000,002,00000016,00098335,02,0000000041306521,00000000
014,00000000,00125468,010,00062819,00000000,00000000,001024,000,002,00000016,00062767,02,0000000016472434,00000000
015,00000000,00196378,010,00098541,00000000,00000000,001024,000,002,00000016,00098480,02,0000000022116942,00000000
016,00000000,00123927,010,00062405,00000000,00000000,001024,000,002,00000016,00062364,02,0000000013795708,00000000
017,00000000,00125955,010,00063114,00000000,00000000,001024,000,002,00000016,00063071,02,0000000016005764,00000000
018,00000000,00195551,010,00098561,00000000,00000000,001024,000,002,00000016,00098493,02,0000000017919772,00000000
019,00000000,00125101,010,00062767,00000000,00000000,001024,000,002,00000016,00062723,02,0000000013722128,00000000
020,00000000,00195522,010,00098436,00000000,00000000,001024,000,002,00000016,00098365,02,0000000019123693,00000000
