tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),array_size(B)
RUN 0
000,  10485776,       6,   55.815243,   20.000000,26626.802734,    0.020267,         8388608
000, 201326600,      97, 1585.732788,   20.000000,25081.562500,    0.233533,        16777216
000,         1,       1,    0.003293,   20.000000,26689.580078,    0.003004,       134217728
001,  10485776,       6,   61.449844,   20.000000,26621.177734,    0.021724,         8388608
001, 398458888,     191, 3116.763428,   20.000000,23550.464844,    0.480338,        16777216
001, 150010330,      72, 2009.659912,   20.000000,24679.736328,    0.347400,       134217728
002,   4194320,       3,   22.316860,   20.000000,26660.242188,    0.006293,         8388608
002,   2097160,       2,   16.501858,   20.000000,26650.785156,    0.002738,        16777216
002, 180355073,      87, 2000.454224,   20.000000,24689.294922,    0.425140,       134217728
003,        16,       1,    0.005202,   20.000000,26682.419922,    0.002429,         8388608
003, 247463944,     119, 1940.947021,   20.000000,24726.195312,    0.265722,        16777216
003,         1,       1,    0.004004,   20.000000,26689.470703,    0.002916,       134217728
004,   8388624,       5,   44.222286,   20.000000,26638.335938,    0.019364,         8388608
004, 165675016,      80, 1270.718018,   20.000000,25396.466797,    0.235413,        16777216
004, 679477249,     325,10486.107422,   20.000000,16203.598633,    1.515776,       134217728
005,   6291472,       4,   33.209526,   20.000000,26649.394531,    0.007964,         8388608
005,  48234504,      24,  379.896454,   20.000000,26287.251953,    0.059864,        16777216
005,         1,       1,    0.001049,   20.000000,26689.683594,    0.000733,       134217728
006,   6291472,       4,   33.378075,   20.000000,26649.068359,    0.012740,         8388608
006,  23068680,      12,  180.811981,   20.000000,26486.478516,    0.040302,        16777216
006,         1,       1,    0.000660,   20.000000,26689.781250,    0.000524,       134217728
007,   4194320,       3,   22.378544,   20.000000,26660.177734,    0.012316,         8388608
007, 236671745,     113, 1808.917847,   20.000000,24858.152344,    0.364022,        16777216
007,         1,       1,    0.003360,   20.000000,26689.644531,    0.003064,       134217728
008,  12582928,       7,   66.796478,   20.000000,26615.833984,    0.027984,         8388608
008, 199229448,      96, 1571.589355,   20.000000,25095.632812,    0.266593,        16777216
008,         1,       1,    0.003098,   20.000000,26689.587891,    0.002927,       134217728
009,   6291472,       4,   33.321106,   20.000000,26649.298828,    0.022022,         8388608
009, 400556040,     192, 3126.825928,   20.000000,23540.357422,    0.495636,        16777216
