lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0000000,0000672,0000080,0001003,0003045,0003617,0003126,0000014,001024,000,000,16384
0000000,0001094,0001473,0001013,0005170,0005871,0005260,0000085,001024,000,000,16384
