tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),array_size(B)
RUN 0
000,    377315,  377315,    8.040591,   30.000000,15172.205078,14806.193359,               0
-------------------------------------------------------------------------------------------------------

RUN 1
000,    377140,  377140,    8.024828,   30.000000,15107.097656,14871.437500,               0
-------------------------------------------------------------------------------------------------------

RUN 2
000,    377007,  377007,    8.056107,   30.000000,15193.815430,14784.607422,               0
-------------------------------------------------------------------------------------------------------

RUN 3
000,    377224,  377224,    8.060403,   30.000000,15099.405273,14878.936523,               0
-------------------------------------------------------------------------------------------------------

RUN 4
000,    377115,  377115,    7.959716,   30.000000,15201.011719,14777.491211,               0
-------------------------------------------------------------------------------------------------------

