lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0021441,0000141,0000030,0001010,0029326,0020759,0029286,0000000,001024,000,000,16384
0252967,0001252,0000250,0001249,0050595,0043442,0050465,0000000,001024,000,000,16384
0021720,0000141,0000030,0001010,0030257,0021029,0030217,0000000,001024,001,000,16384
0253316,0001253,0000260,0001249,0050735,0043842,0050615,0000000,001024,001,000,16384
0021711,0000150,0000030,0001010,0030247,0021020,0030207,0000000,001024,002,000,16384
0251191,0001250,0000251,0001249,0050865,0043451,0050735,0000000,001024,002,000,16384
0021019,0000141,0000030,0001010,0028895,0020328,0028855,0000000,001024,000,001,16384
0245012,0001244,0000241,0001243,0050515,0043231,0050395,0000000,001024,000,001,16384
0021361,0000141,0000030,0001010,0030367,0020679,0030327,0000000,001024,001,001,16384
0246845,0001246,0000250,0001244,0050776,0043292,0050655,0000000,001024,001,001,16384
0021049,0000150,0000030,0001010,0029035,0020358,0028995,0000000,001024,002,001,16384
0247765,0001247,0000241,0001245,0050495,0043271,0050374,0000000,001024,002,001,16384
0020448,0000141,0000030,0001010,0028664,0019767,0028624,0000000,001024,000,002,16384
0238169,0001237,0000241,0001237,0050395,0043071,0050275,0000000,001024,000,002,16384
0020459,0000150,0000030,0001010,0028554,0019777,0028514,0000000,001024,001,002,16384
0239090,0001238,0000241,0001239,0050505,0043151,0050375,0000000,001024,001,002,16384
0020468,0000150,0000030,0001010,0028714,0019787,0028674,0000000,001024,002,002,16384
0237355,0001237,0000241,0001238,0050445,0043001,0050334,0000000,001024,002,002,16384
