lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,array_size,nodeID,run,lockNR
0007744,0000100,0000060,0001004,0007023,0006963,0006983,001024,001,000,0001
0010620,0000211,0000210,0001190,0011572,0009748,0011482,001024,001,000,0001
0007614,0000090,0000061,0001005,0006913,0006913,0006873,001024,001,001,0001
0010721,0000221,0000191,0001199,0011832,0009718,0011732,001024,001,001,0001
0007624,0000100,0000061,0001005,0006913,0006953,0006873,001024,001,002,0001
0010640,0000230,0000190,0001200,0012924,0009769,0012583,001024,001,002,0001
0007755,0000090,0000060,0001005,0007033,0006993,0006993,001024,001,003,0001
0010630,0000200,0000220,0001116,0011893,0009808,0011813,001024,001,003,0001
0007755,0000100,0000061,0001005,0006993,0006993,0006953,001024,001,004,0001
0010499,0000210,0000170,0001407,0011111,0009648,0010991,001024,001,004,0001
0007635,0000151,0000090,0001005,0007023,0007013,0006983,001024,001,000,0512
0010530,0000441,0000160,0001138,0011982,0009758,0011872,001024,001,000,0512
0007614,0000141,0000081,0001004,0007043,0006963,0007013,001024,001,001,0512
0011061,0000461,0000151,0001166,0012203,0010048,0012414,001024,001,001,0512
0007604,0000141,0000090,0001005,0007023,0006973,0006983,001024,001,002,0512
0010439,0000521,0000160,0001035,0011682,0009729,0011542,001024,001,002,0512
0007635,0000151,0000090,0001004,0007014,0007064,0006983,001024,001,003,0512
0010570,0000481,0000170,0001092,0011772,0009768,0011662,001024,001,003,0512
0007665,0000151,0000091,0001004,0007033,0007083,0006993,001024,001,004,0512
0010600,0000471,0000170,0001148,0011962,0009819,0011852,001024,001,004,0512
