lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0004188,0000140,0000030,0001003,0002835,0003366,0003286,0000000,001024,000,000,0512
0006362,0001012,0000150,0001027,0004117,0004819,0004839,0000000,001024,000,000,0512
0006943,0000140,0000030,0001005,0005931,0006542,0006382,0000000,001024,001,000,0512
0015389,0001030,0000151,0001028,0019217,0014898,0021591,0000000,001024,001,000,0512
0006592,0000140,0000030,0001005,0005120,0005751,0005670,0000000,001024,002,000,0512
0008846,0001021,0000151,0001032,0006743,0007324,0007313,0000000,001024,002,000,0512
0006251,0000160,0000040,0001005,0004990,0005721,0005330,0000000,001024,003,000,0512
0010009,0001021,0000180,0001040,0008316,0008857,0008847,0000000,001024,003,000,0512
0004168,0000140,0000030,0001003,0002835,0003366,0003296,0000000,001024,000,001,0512
0006462,0001011,0000151,0001027,0004218,0004849,0004879,0000000,001024,000,001,0512
0006923,0000140,0000030,0001005,0005901,0006522,0006342,0000000,001024,001,001,0512
0015038,0001029,0000151,0001028,0018424,0014537,0020890,0000000,001024,001,001,0512
0006252,0000160,0000040,0001005,0005029,0005721,0005350,0000000,001024,002,001,0512
0009838,0001022,0000180,0001033,0008345,0008727,0008747,0000000,001024,002,001,0512
0006592,0000140,0000030,0001005,0005130,0005760,0005671,0000000,001024,003,001,0512
0008847,0001021,0000151,0001032,0006732,0007334,0007354,0000000,001024,003,001,0512
0038983,0000150,0000030,0001035,0034044,0038553,0033944,0000000,001024,000,002,0512
0071685,0001215,0000171,0001213,0068720,0071225,0070132,0000000,001024,000,002,0512
0033985,0000140,0000030,0001025,0008216,0033143,0005861,0000000,001024,001,002,0512
0049914,0001127,0000311,0001239,0040406,0048982,0038012,0000000,001024,001,002,0512
0033994,0000160,0000040,0001029,0008416,0033463,0009498,0000000,001024,002,002,0512
0049162,0001162,0000200,0001207,0040897,0048611,0043612,0000000,001024,002,002,0512
0033874,0000140,0000030,0001025,0008055,0033043,0005851,0000000,001024,003,002,0512
0049804,0001127,0000311,0001238,0040426,0048912,0037821,0000000,001024,003,002,0512
