lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR,pinning
0270025,0001273,0000050,0001032,0003397,0002534,0003366,0000000,001024,000,000,0001,02
0641269,0001650,0000821,0001234,0007544,0003637,0006703,0000000,001024,000,000,0001,02
0522481,0001543,0000050,0001084,0006132,0005190,0006101,0000000,001024,001,000,0001,02
0999999,0002921,0000791,0001825,0011962,0006923,0010619,0000000,001024,001,000,0001,02
0519412,0001542,0000050,0001084,0006161,0005210,0006122,0000000,001024,002,000,0001,02
0999999,0002922,0000811,0001840,0012283,0006803,0010469,0000000,001024,002,000,0001,02
0514335,0001535,0000050,0001084,0006172,0005220,0006132,0000000,001024,003,000,0001,02
0999999,0002911,0000802,0001818,0012263,0007505,0010630,0000000,001024,003,000,0001,02
0273442,0001276,0000060,0001032,0003416,0002634,0003377,0000000,001024,000,001,0001,02
0653653,0001661,0000831,0001236,0007805,0004037,0007084,0000000,001024,000,001,0001,02
0525432,0001547,0000050,0001088,0006151,0005320,0006112,0000000,001024,001,001,0001,02
0999999,0002980,0000782,0001840,0012493,0007184,0010791,0000000,001024,001,001,0001,02
0535535,0001557,0000050,0001088,0006162,0005310,0006131,0000000,001024,002,001,0001,02
0999999,0002878,0000822,0001845,0012404,0006873,0010750,0000000,001024,002,001,0001,02
0519835,0001540,0000050,0001085,0006182,0005340,0006151,0000000,001024,003,001,0001,02
0999999,0002908,0000802,0001832,0012404,0007774,0010550,0000000,001024,003,001,0001,02
0270746,0001273,0000060,0001032,0003427,0002534,0003387,0000000,001024,000,002,0001,02
0626512,0001633,0000831,0001237,0007454,0003787,0006703,0000000,001024,000,002,0001,02
0523903,0001544,0000050,0001085,0006141,0005190,0006102,0000000,001024,001,002,0001,02
0999999,0002984,0000801,0001813,0013205,0007524,0011441,0000000,001024,001,002,0001,02
0524152,0001545,0000050,0001088,0006152,0005220,0006121,0000000,001024,002,002,0001,02
0999999,0002982,0000811,0001842,0012774,0006763,0010570,0000000,001024,002,002,0001,02
0517681,0001538,0000050,0001085,0006172,0005220,0006132,0000000,001024,003,002,0001,02
0999999,0003027,0000791,0001818,0012754,0007003,0010640,0000000,001024,003,002,0001,02
0003116,0000271,0000030,0001001,0003015,0002245,0002976,0000000,001024,000,000,0032,02
0018916,0001017,0000471,0001029,0004899,0003096,0004669,0000000,001024,000,000,0032,02
0006052,0000271,0000030,0001004,0006101,0005110,0006061,0000000,001024,001,000,0032,02
0031339,0001028,0000461,0001042,0011331,0010770,0011021,0000000,001024,001,000,0032,02
0005981,0000280,0000030,0001004,0006111,0005119,0006071,0000000,001024,002,000,0032,02
0031439,0001029,0000471,0001042,0011071,0010409,0010790,0000000,001024,002,000,0032,02
0005991,0000270,0000030,0001004,0006131,0005140,0006091,0000000,001024,003,000,0032,02
0030958,0001028,0000481,0001042,0011542,0010539,0011231,0000000,001024,003,000,0032,02
0003206,0000271,0000030,0001001,0003006,0002244,0002975,0000000,001024,000,001,0032,02
0019406,0001018,0000471,0001029,0004969,0003096,0004749,0000000,001024,000,001,0032,02
0006031,0000271,0000030,0001004,0006072,0005090,0006041,0000000,001024,001,001,0032,02
0030337,0001029,0000471,0001042,0011491,0009628,0011151,0000000,001024,001,001,0032,02
0006042,0000271,0000030,0001004,0006082,0005110,0006051,0000000,001024,002,001,0032,02
0030437,0001029,0000461,0001042,0011040,0009127,0010650,0000000,001024,002,001,0032,02
0006051,0000280,0000030,0001004,0006081,0005110,0006042,0000000,001024,003,001,0032,02
0030938,0001029,0000481,0001042,0011321,0009438,0011011,0000000,001024,003,001,0032,02
0003206,0000270,0000030,0001001,0003006,0002244,0002975,0000000,001024,000,002,0032,02
0018975,0001017,0000460,0001029,0004739,0003095,0004509,0000000,001024,000,002,0032,02
0006042,0000271,0000030,0001004,0006101,0005110,0006062,0000000,001024,001,002,0032,02
0029886,0001028,0000471,0001041,0011221,0009528,0010921,0000000,001024,001,002,0032,02
0005981,0000271,0000030,0001004,0006111,0005120,0006071,0000000,001024,002,002,0032,02
0029816,0001028,0000491,0001041,0011071,0009537,0010830,0000000,001024,002,002,0032,02
0006072,0000271,0000030,0001004,0006101,0005130,0006062,0000000,001024,003,002,0032,02
0030107,0001028,0000461,0001041,0011091,0009538,0010790,0000000,001024,003,002,0032,02
0003216,0000271,0000030,0001001,0003026,0002294,0002995,0000000,001024,000,000,0128,02
0009938,0001006,0000300,0001016,0005060,0003367,0004849,0000000,001024,000,000,0128,02
0006091,0000271,0000030,0001004,0006051,0005139,0006012,0000000,001024,001,000,0128,02
0015189,0001011,0000460,0001022,0011081,0009838,0010820,0000000,001024,001,000,0128,02
0006111,0000271,0000030,0001004,0006071,0005160,0006031,0000000,001024,002,000,0128,02
0014798,0001011,0000451,0001023,0010831,0009568,0010540,0000000,001024,002,000,0128,02
0006102,0000271,0000030,0001004,0006052,0005159,0006021,0000000,001024,003,000,0128,02
0014968,0001011,0000450,0001022,0011141,0009808,0010811,0000000,001024,003,000,0128,02
0003135,0000271,0000030,0001001,0003016,0002264,0002986,0000000,001024,000,001,0128,02
0009729,0001006,0000291,0001016,0004980,0003256,0004779,0000000,001024,000,001,0128,02
0006041,0000271,0000030,0001004,0006052,0005119,0006021,0000000,001024,001,001,0128,02
0014517,0001011,0000450,0001023,0010760,0009488,0010520,0000000,001024,001,001,0128,02
0005971,0000271,0000030,0001004,0006091,0005120,0006061,0000000,001024,002,001,0128,02
0014928,0001011,0000431,0001022,0011321,0009688,0011030,0000000,001024,002,001,0128,02
0005991,0000271,0000030,0001004,0006111,0005140,0006072,0000000,001024,003,001,0128,02
0014938,0001011,0000441,0001022,0011081,0009728,0010771,0000000,001024,003,001,0128,02
0003206,0000270,0000030,0001001,0003025,0002294,0002986,0000000,001024,000,002,0128,02
