tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_ac(ms),wait_rel(ms),array_size(B)
RUN 0
000,        16,       1,    0.010635,       0.000,    0.001965,    0.010255,             256
000,        32,       1,    0.000875,       0.000,    0.001190,    0.000395,             512
000,        64,       1,    0.004235,       0.000,    0.004170,    0.003195,            1024
000,       128,       1,    0.005380,       0.000,    0.014845,    0.003580,            2048
000,       256,       1,    0.007385,       0.001,    0.018765,    0.003815,            4096
000,       512,       1,    0.009835,       0.001,    0.021150,    0.002900,            8192
000,      1024,       1,    0.017585,       0.001,    0.445155,    0.004340,           16384
000,      2048,       1,    0.030265,       0.001,    0.360070,    0.003850,           32768
000,      4096,       1,    0.062913,       0.003,    2.004007,    0.006051,           65536
000,      8192,       1,    0.117887,       0.005,    0.271177,    0.004281,          131072
000,     16384,       1,    0.232720,       0.009,    0.264818,    0.005657,          262144
000,     32768,       1,    0.472183,       0.017,    9.950843,    0.007434,          524288
000,     65536,       1,    0.921022,       0.031,   16.753689,    0.006223,         1048576
000,    131072,       1,    1.864698,       0.062,    5.055079,    0.007834,         2097152
000,    262144,       1,    3.723955,       0.125,   98.984283,    0.008755,         4194304
000,    524288,       1,    7.957960,       0.218,   89.916565,    0.009033,         8388608
000,   1048576,       1,   11.503116,       0.426,   72.299309,    0.006640,        16777216
001,        16,       1,    0.005305,       0.000,    0.021280,    0.005011,             256
001,        32,       1,    0.000724,       0.000,    0.001137,    0.000328,             512
001,        64,       1,    0.001208,       0.000,    0.001668,    0.000429,            1024
001,       128,       1,    0.001777,       0.000,    0.000918,    0.000291,            2048
001,       256,       1,    0.003427,       0.001,    0.027621,    0.000509,            4096
001,       512,       1,    0.010762,       0.001,    0.081988,    0.005259,            8192
001,      1024,       1,    0.015503,       0.001,    0.725920,    0.004552,           16384
001,      2048,       1,    0.052354,       0.001,    0.433574,    0.030573,           32768
001,      4096,       1,    0.050618,       0.003,    2.467508,    0.006156,           65536
001,      8192,       1,    0.100072,       0.005,    1.203120,    0.006433,          131072
001,     16384,       1,    0.180535,       0.009,    2.808463,    0.006817,          262144
001,     32768,       1,    0.333960,       0.017,   11.936096,    0.005813,          524288
001,     65536,       1,    0.854580,       0.031,   19.615149,    0.006435,         1048576
001,    131072,       1,    1.398720,       0.062,    1.814922,    0.005840,         2097152
001,    262144,       1,    3.943127,       0.125,  106.403267,    0.008853,         4194304
001,    524288,       1,    7.918687,       0.218,   45.533966,    0.009060,         8388608
001,   1048576,       1,   14.583955,       0.426,   21.644798,    0.007315,        16777216
002,        16,       1,    0.006020,       0.000,    0.010373,    0.005560,             256
002,        32,       1,    0.004233,       0.000,    0.008740,    0.003593,             512
002,        64,       1,    0.003933,       0.000,    0.005007,    0.002913,            1024
002,       128,       1,    0.005733,       0.000,    0.013360,    0.003660,            2048
002,       256,       1,    0.007847,       0.001,    0.039920,    0.003800,            4096
002,       512,       1,    0.011993,       0.001,    0.043700,    0.003793,            8192
002,      1024,       1,    0.022113,       0.001,    0.583540,    0.006387,           16384
002,      2048,       1,    0.040300,       0.001,    0.556940,    0.009407,           32768
