tid,lock_impl_time(ms)
RUN 0
001,55126.250000
002,57193.578125
003,55748.585938
004,55822.160156
005,56321.746094
006,56651.546875
007,56666.863281
008,55880.320312
009,56817.175781
010,55623.425781
011,56920.953125
012,57267.308594
013,56447.304688
014,55033.945312
015,56244.382812
016,56350.851562
-----------------------------------------------------------------------------------------------

RUN 1
001,56058.250000
002,57056.144531
003,56356.218750
004,57243.191406
005,56075.652344
006,55655.535156
007,56299.632812
008,55833.164062
009,56140.992188
010,56069.269531
011,56288.843750
012,56128.718750
013,55864.093750
014,57090.144531
015,56245.601562
016,55753.542969
-----------------------------------------------------------------------------------------------

