tid,wait_acq(ms),wait_rel(ms)
RUN 0
001,52846.148438,  8.615608
002,53001.808594,  8.122803
003,52775.652344,  9.216545
004,52544.382812,  7.082865
006,52519.562500,  8.448825
007,53028.128906,  8.695643
005,53081.308594,  8.718094
008,53043.136719,  8.538868
009,52886.382812, 12.057407
010,53046.742188,  5.375470
011,52991.796875,  5.638356
012,52981.527344,  5.399173
013,52976.578125,  5.979915
015,52594.515625,  6.007641
014,52623.410156,  5.633142
016,52749.949219,  5.580062
-----------------------------------------------------------------------------------------------

RUN 1
001,52838.148438,  8.614263
002,52658.816406,  8.225878
003,52814.785156,  9.282219
004,52595.628906,  7.135943
006,52324.527344,  8.393926
007,53035.347656,  8.321714
005,52950.656250,  8.693974
008,52885.683594,  8.469599
009,52967.566406, 11.915105
010,53064.894531,  5.376250
011,53048.539062,  5.285612
012,53063.300781,  5.127753
013,53005.039062,  5.671748
015,52814.890625,  5.806256
014,52589.343750,  5.814404
016,52698.421875,  5.517806
-----------------------------------------------------------------------------------------------

