tid,lock_impl_time(ms)
RUN 0
002, 26531.752
001, 26357.484
003, 26631.871
004, 26542.699
005, 26613.363
006, 26636.514
007, 26551.230
008, 26702.871
009, 26284.600
010, 26344.113
011, 26577.172
012, 26583.844
013, 26385.725
014, 26394.723
015, 26411.922
016, 26500.227
-----------------------------------------------------------------------------------------------

RUN 1
002, 26415.750
001, 26329.102
003, 26580.539
004, 26512.020
005, 26555.164
006, 26600.557
007, 26512.285
008, 26626.900
009, 26249.076
010, 26327.930
011, 26519.715
012, 26580.389
013, 26352.174
014, 26390.797
015, 26337.428
016, 26381.020
-----------------------------------------------------------------------------------------------

RUN 2
002, 26480.900
001, 26350.514
003, 26554.314
004, 26566.670
005, 26558.943
006, 26539.904
007, 26505.844
008, 26680.143
009, 26273.016
010, 26328.074
011, 26521.656
012, 26572.287
013, 26394.256
014, 26358.650
015, 26406.000
016, 26413.844
-----------------------------------------------------------------------------------------------

RUN 3
002, 26467.754
001, 26272.047
003, 26503.871
004, 26529.197
005, 26591.910
006, 26608.102
007, 26521.123
008, 26676.342
009, 26273.637
010, 26343.799
011, 26521.316
012, 26553.416
013, 26394.777
014, 26401.453
015, 26371.146
016, 26424.676
-----------------------------------------------------------------------------------------------

RUN 4
002, 26489.137
001, 26319.389
003, 26408.680
004, 26589.256
005, 26614.770
006, 26593.484
007, 26553.330
008, 26680.193
009, 26251.779
010, 26381.906
011, 26536.166
012, 26570.248
013, 26389.402
014, 26418.754
015, 26362.873
016, 26452.572
-----------------------------------------------------------------------------------------------

