tid,lock_impl_time(ms)
RUN 0
001,    24.350
-----------------------------------------------------------------------------------------------

RUN 1
001,    24.362
-----------------------------------------------------------------------------------------------

RUN 2
001,    24.270
-----------------------------------------------------------------------------------------------

RUN 3
001,    24.137
-----------------------------------------------------------------------------------------------

RUN 4
001,    24.735
-----------------------------------------------------------------------------------------------

