tid,wait_acq(ms),wait_rel(ms)
RUN 0
001,  0.147383,  0.000378
001,  0.225567,  0.000148
001,  0.065810,  0.000127
001,  0.447628,  0.000145
001,  0.055337,  0.000063
001,  0.451883,  0.000107
001,  1.093445,  0.000153
001,  0.158020,  0.000162
001,  0.155613,  0.000112
001,  0.439187,  0.000097
003,  0.000488,  0.000275
003,  0.207087,  0.000113
003,  0.500115,  0.000065
003,  0.390362,  0.000067
003,  0.062257,  0.000118
003,  0.279478,  0.000070
003,  0.063647,  0.000062
003,  0.281628,  0.000068
003,  0.059480,  0.000065
003,  0.219322,  0.000067
002,  0.408740,  0.000302
002,  0.699265,  0.000152
002,  0.240635,  0.000112
002,  0.276300,  0.000083
002,  0.204367,  0.000083
002,  0.303803,  0.000125
002,  0.230673,  0.000068
002,  0.565037,  0.000078
002,  0.070112,  0.000073
002,  0.336897,  0.000085
004,  1.136352,  0.000388
004,  0.517355,  0.000192
004,  0.527738,  0.000083
004,  0.787963,  0.000165
004,  0.001685,  0.000080
004,  0.214155,  0.000095
004,  0.053373,  0.000078
004,  0.001138,  0.000087
004,  0.047645,  0.000148
004,  0.096192,  0.000085
005,  0.590080,  0.000280
005,  0.069180,  0.000112
005,  0.146275,  0.000083
005,  0.505123,  0.000097
005,  0.108090,  0.000073
005,  0.364503,  0.000100
005,  0.084247,  0.000073
005,  0.237425,  0.000077
005,  0.426278,  0.000082
005,  0.003880,  0.000070
006,  0.076777,  0.000268
006,  0.244203,  0.000070
006,  0.092195,  0.000073
006,  2.188207,  0.000125
006,  0.541493,  0.000085
006,  0.704523,  0.000072
006,  0.000187,  0.000078
006,  0.000070,  0.000070
006,  0.000070,  0.000065
006,  0.000073,  0.000067
007,  0.999163,  0.000378
007,  0.138567,  0.000100
007,  0.370718,  0.000102
007,  0.014092,  0.000085
007,  0.187307,  0.000128
007,  0.438730,  0.000140
007,  0.165345,  0.000120
007,  0.190190,  0.000130
007,  0.675312,  0.000147
007,  0.067412,  0.000068
008,  0.265883,  0.000290
008,  0.502743,  0.000075
008,  0.401968,  0.000068
008,  1.021012,  0.000083
008,  0.224900,  0.000128
008,  0.226700,  0.000082
008,  0.331952,  0.000073
008,  0.399892,  0.000067
008,  0.055015,  0.000068
008,  0.157775,  0.000082
-----------------------------------------------------------------------------------------------

RUN 1
001,  0.000302,  0.000218
001,  0.009317,  0.000103
001,  0.205117,  0.000090
001,  0.064050,  0.000080
001,  0.509908,  0.000088
001,  0.014662,  0.000068
001,  0.113070,  0.000087
001,  0.979640,  0.000092
001,  0.132858,  0.000087
001,  0.000463,  0.000080
003,  0.273618,  0.000098
003,  0.304412,  0.000062
003,  0.510808,  0.000080
003,  0.624900,  0.000067
003,  0.007552,  0.000068
003,  0.977358,  0.000062
003,  0.056977,  0.000065
003,  0.210563,  0.000068
003,  0.050650,  0.000083
003,  0.123195,  0.000063
002,  0.207713,  0.000165
002,  0.563973,  0.000135
002,  0.528927,  0.000150
002,  0.292930,  0.000118
002,  0.581682,  0.000098
002,  0.294915,  0.000098
002,  0.545918,  0.000147
002,  0.548870,  0.000068
002,  0.061695,  0.000088
002,  0.000117,  0.000088
004,  0.337917,  0.000153
004,  0.536295,  0.000113
004,  0.115077,  0.000078
004,  0.539697,  0.000143
004,  0.331097,  0.000093
004,  0.058770,  0.000077
004,  0.222903,  0.000078
004,  0.288968,  0.000105
004,  0.065390,  0.000080
004,  0.053122,  0.000072
005,  0.415905,  0.000285
005,  0.002685,  0.000185
005,  0.129893,  0.000093
005,  0.060258,  0.000073
005,  0.000715,  0.000072
005,  0.438833,  0.000145
005,  0.059005,  0.000088
005,  0.180932,  0.000075
005,  0.985337,  0.000132
005,  0.113928,  0.000068
006,  0.593108,  0.000400
006,  0.447687,  0.000145
006,  0.429617,  0.000118
006,  0.166117,  0.000088
006,  0.056718,  0.000090
006,  0.177453,  0.000088
006,  0.339635,  0.000148
006,  0.963690,  0.000152
006,  0.105807,  0.000110
006,  0.092900,  0.000113
007,  0.096460,  0.000163
007,  0.907203,  0.000118
007,  1.461258,  0.000127
007,  0.406290,  0.000127
007,  0.225170,  0.000118
007,  0.008135,  0.000143
007,  0.007103,  0.000063
007,  0.060163,  0.000098
007,  0.060060,  0.000128
007,  0.218667,  0.000125
008,  0.826500,  0.000263
008,  0.528527,  0.000097
008,  0.243730,  0.000132
008,  0.328443,  0.000087
008,  0.000452,  0.000063
008,  0.055613,  0.000073
008,  0.119647,  0.000065
008,  0.928540,  0.000105
008,  0.166403,  0.000080
008,  0.066355,  0.000127
-----------------------------------------------------------------------------------------------

