tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,     15506,   15506,    2.801279
001,       953,     953,    0.141013
002,     15506,   15506,    2.104021
003,      3122,    3122,    0.374281
004,     84095,   84095,   16.762325
005,     84096,   84096,   16.549273
006,      4933,    4933,    0.640511
007,      1370,    1370,    0.324594
008,     84096,   84096,   12.056733
009,     26578,   26578,    3.195745
010,     15506,   15506,    1.508200
011,      7242,    7242,    0.887102
012,       822,     822,    0.096471
013,      9408,    9408,    2.049887
014,      3197,    3197,    0.361042
015,       403,     403,    0.045984
-------------------------------------------------------------------------------------------------------

RUN 1
000,     10564,   10564,    1.409773
001,      1306,    1306,    0.257333
002,     10456,   10456,    1.252289
003,      2855,    2855,    0.620782
004,     46304,   46304,    5.554150
005,     46304,   46304,    9.237845
006,     40091,   40091,    7.510322
007,     15669,   15669,    4.202672
008,     21207,   21207,    5.008066
009,      4311,    4311,    0.691321
010,     40091,   40091,    6.026062
011,      1320,    1320,    0.292298
012,     40267,   40267,   11.130760
013,     57748,   57748,    9.933277
014,      9845,    9845,    1.120441
015,     10951,   10951,    1.994125
-------------------------------------------------------------------------------------------------------

RUN 2
000,     19634,   19634,    2.722094
001,       671,     671,    0.118495
002,     12365,   12365,    2.629815
003,      4036,    4036,    0.604880
004,     56150,   56150,   10.155738
005,     38013,   38013,    4.993721
006,     39942,   39942,    5.176166
007,     40147,   40147,    7.250011
008,      6318,    6318,    1.309942
009,      7886,    7886,    1.386344
010,     43998,   43998,    9.136205
011,      2160,    2160,    0.433634
012,      6278,    6278,    0.898774
013,     33914,   33914,    6.734835
014,     21081,   21081,    3.466271
015,     33088,   33088,    6.233624
-------------------------------------------------------------------------------------------------------

RUN 3
000,     18904,   18904,    3.780221
001,       743,     743,    0.085419
002,     33878,   33878,    4.238345
003,     33520,   33520,    4.349203
004,     63299,   63299,   11.912798
005,     60950,   60950,   11.647943
006,     63300,   63300,    9.608107
007,      2567,    2567,    0.487446
008,     10462,   10462,    2.122013
009,     15457,   15457,    3.349846
010,     18904,   18904,    2.460366
011,      1607,    1607,    0.330748
012,      4600,    4600,    1.192406
013,     18650,   18650,    3.498577
014,      4710,    4710,    0.945888
015,      8597,    8597,    1.572793
-------------------------------------------------------------------------------------------------------

RUN 4
000,     28288,   28288,    4.159536
001,      1360,    1360,    0.285658
002,      2498,    2498,    0.456658
003,      6413,    6413,    1.177050
004,      1636,    1636,    0.344948
005,      1635,    1635,    0.474204
006,      1635,    1635,    0.176502
007,      7223,    7223,    1.238033
008,      1636,    1636,    0.320844
009,      1593,    1593,    0.247409
010,     95216,   95216,   13.146519
011,      1110,    1110,    0.174109
012,     95216,   95216,   15.169517
013,     95216,   95216,   15.822833
014,      1502,    1502,    0.264143
015,     28455,   28455,    6.088544
-------------------------------------------------------------------------------------------------------

